playerid,award,year,lgid,note,pos
aingeda01,Исполнительное заседание Года,2007,NBA,,
aldrila01,Третья группа &lt; &lt; Все НБА &gt; &gt;,2010,NBA,,F
allenra02,Третья группа &lt; &lt; Все НБА &gt; &gt;,2000,NBA,,G
allenra02,Вторая группа &lt; &lt; Все НБА &gt; &gt;,2004,NBA,,G
allento01,Вторая группа общей обороны,2010,NBA,,G
anthoca01,Третья группа &lt; &lt; Все НБА &gt; &gt;,2005,NBA,,F
anthoca01,Третья группа &lt; &lt; Все НБА &gt; &gt;,2006,NBA,,F
anthoca01,Третья группа &lt; &lt; Все НБА &gt; &gt;,2008,NBA,,F
anthoca01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,2009,NBA,,F
arenagi01,Самый усовершенствованный игрок,2002,NBA,,
arenagi01,Третья группа &lt; &lt; Все НБА &gt; &gt;,2004,NBA,,G
arenagi01,Третья группа &lt; &lt; Все НБА &gt; &gt;,2005,NBA,,G
arenagi01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,2006,NBA,,G
artesro01,Вторая группа общей обороны,2002,NBA,,
artesro01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,2005,NBA,,
artesro01,Вторая группа общей обороны,2008,NBA,,
artesro01,J. Премия за гражданство Вальтера Кеннеди,2010,NBA,,
augusdj01,Вторая команда всех новичков,2008,NBA,галстук,
barbole01,Шестой человек года,2006,NBA,,
battish01,Вторая группа общей обороны,2007,NBA,,F
battish01,Вторая группа общей обороны,2008,NBA,,
beaslmi01,Первая команда всех новичков,2008,NBA,,
bellra01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,2006,NBA,,
bellra01,Вторая группа общей обороны,2007,NBA,,G
billuch01,Вторая группа общей обороны,2004,NBA,,
billuch01,Вторая группа общей обороны,2005,NBA,,
billuch01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,2005,NBA,,G
billuch01,Третья группа &lt; &lt; Все НБА &gt; &gt;,2006,NBA,,G
billuch01,Третья группа &lt; &lt; Все НБА &gt; &gt;,2008,NBA,,G
billuch01,Награда за спортивное мастерство,2008,NBA,,
blairde01,Вторая команда всех новичков,2009,NBA,,
bledser01,Вторая команда всех новичков,2010,NBA,,G
bogutan01,Третья группа &lt; &lt; Все НБА &gt; &gt;,2009,NBA,,C
boozeca01,Третья группа &lt; &lt; Все НБА &gt; &gt;,2007,NBA,,F
boshch01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,2006,NBA,,F
bowenbr01,Вторая группа общей обороны,2000,NBA,,
bowenbr01,Вторая группа общей обороны,2001,NBA,,
bowenbr01,Вторая группа общей обороны,2002,NBA,,
bowenbr01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,2004,NBA,,
bowenbr01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,2005,NBA,,
bowenbr01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,2006,NBA,,
bowenbr01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,2007,NBA,,G
brandel01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,2005,NBA,,F
brookaa01,Самый усовершенствованный игрок,2009,NBA,,
brownpj01,Вторая группа общей обороны,2000,NBA,,
bryanko01,Вторая группа общей обороны,2000,NBA,,
bryanko01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,2000,NBA,,G
bryanko01,Вторая группа общей обороны,2001,NBA,,
bryanko01,Первая группа &lt; &lt; Все НБА &gt; &gt;,2001,NBA,,G
bryanko01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,2002,NBA,,
bryanko01,Первая группа &lt; &lt; Все НБА &gt; &gt;,2002,NBA,,G
bryanko01,Третья группа &lt; &lt; Все НБА &gt; &gt;,2004,NBA,,G
bryanko01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,2005,NBA,галстук,
