playerid,last_name,first_name,season_id,conference,league_id,games_played,minutes,points,o_rebounds,d_rebounds,rebounds,assists,steals,blocks,turnovers,personal_fouls,fg_attempted,fg_made,ft_attempted,ft_made,three_attempted,three_made
mcguidi01,МакГуайр,Дик,1954,Восточный,NBA,1,25,3.0,,,3.0,6.0,,,,,2.0,1.0,2.0,1.0,,
onealsh01,О'Нил,Шакиль,2002,Западный,NBA,1,26,19.0,3.0,10.0,13.0,1.0,2.0,1.0,3.0,3.0,14.0,8.0,5.0,3.0,0.0,0.0
heinsto01,Хайнсон,Том,1956,Восточный,NBA,1,23,12.0,,,7.0,0.0,,,,,17.0,5.0,2.0,2.0,,
pettibo01,Петти,Боб,1955,Западный,NBA,1,31,20.0,,,24.0,7.0,,,,,17.0,7.0,7.0,6.0,,
cassesa01,Касселл,Сэм,2003,Западный,NBA,1,13,4.0,0.0,1.0,1.0,7.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
ladnewe01,Ладнер,Венделл,1971,Западный,ABA,1,14,4.0,1.0,5.0,6.0,1.0,,,0.0,2.0,5.0,2.0,0.0,0.0,2.0,0.0
eakinji01,Екины,Джим,1973,Восточный,ABA,1,21,2.0,0.0,4.0,4.0,4.0,2.0,3.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0
briskjo01,Рычаг,Джон,1971,Восточный,ABA,1,21,8.0,3.0,2.0,5.0,3.0,,,1.0,1.0,10.0,3.0,3.0,2.0,1.0,0.0
laimbbi01,Леймбир,Билл,1983,Восточный,NBA,1,17,13.0,,,5.0,0.0,,,,,8.0,6.0,1.0,1.0,,
rochare01,Роша,Красный,1950,Восточный,NBA,1,0,8.0,,,2.0,3.0,,,,,10.0,2.0,4.0,4.0,,
cummite01,Камминги,Терри,1984,Восточный,NBA,1,16,17.0,,,7.0,0.0,,,,,17.0,7.0,4.0,3.0,,
wallara01,Уоллес,Рашид,2000,Западный,NBA,1,21,2.0,1.0,3.0,4.0,2.0,1.0,0.0,2.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0
combsgl01,Комбс,Глен,1970,Западный,ABA,1,17,2.0,0.0,1.0,1.0,2.0,,,0.0,2.0,7.0,1.0,2.0,0.0,2.0,0.0
kiddja01,Ребенок,Джейсон,2007,Восточный,NBA,1,25,2.0,0.0,4.0,4.0,10.0,4.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0
barryri01,Барри,Рик,1973,Западный,NBA,1,19,8.0,,,4.0,3.0,,,,,6.0,3.0,2.0,2.0,,
wedmasc01,Свадьба,Скотт,1975,Западный,NBA,1,20,8.0,,,6.0,2.0,,,,,5.0,4.0,0.0,0.0,,
jordami01,Иордания,Майкл,1992,Восточный,NBA,1,36,30.0,,,4.0,5.0,,,,,24.0,10.0,13.0,9.0,,1.0
ilgauzy01,Ильгаускас,Зидрунас,2004,Восточный,NBA,1,17,12.0,3.0,4.0,7.0,1.0,0.0,2.0,1.0,2.0,8.0,5.0,2.0,2.0,0.0,0.0
