year,lgid,tmid,franchid,confid,divid,rank,confrank,playoff,name,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,o_tmrebound,d_tmrebound,homewon,homelost,awaywon,awaylost,neutwon,neutloss,confwon,confloss,divwon,divloss,pace,won,lost,games,min,arena,attendance,bbtmid
2003,NBA,HOU,HOU,WC,MW,5,7,C1,Хьюстонские ракеты,2738,6195,1371,1774,515,1406,847,2647,3494,1579,1762,560,1373,443,7362,2636,6405,1491,457,1227,2024,907,2351,3258,1689,1695,710,1103,359,7220,0,0,27,14,18,23,0,0,21,31,8,16,0,45,37,82,19930.0,Центр &lt; &lt; Тойота &gt; &gt;,32767,HOU
1984,NBA,NJN,NJN,EC,AT,3,5,D1,Нью-Джерси Nets,3646,7445,1631,2237,52,224,1233,2325,3558,2163,2011,772,1355,415,8975,3514,7040,1849,79,262,2454,1084,2405,3489,1975,1933,680,1496,352,8956,0,0,27,14,15,26,0,0,34,24,13,11,0,42,40,82,19755.0,Брендан Бёрн Арена,32767,NJN
1937,NBL,CNC,CNC,,WE,5,0,,Ричмонд Клотьерс/Цинциннати Комеллос,110,0,42,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,3,1,0,5,0,0,0,0,0,0,0,3,7,10,,,0,CNC
1989,NBA,HOU,HOU,WC,MW,5,8,C1,Хьюстонские ракеты,3483,7250,1633,2267,153,491,1217,2638,3855,2194,1934,809,1513,551,8752,3399,7322,1671,163,556,2256,1175,2460,3635,2010,1819,790,1428,392,8632,0,0,31,10,10,31,0,0,28,28,13,15,0,41,41,82,19805.0,Встреча на высшем уровне,32767,HOU
1951,NBA,SYR,PHI,,ED,1,0,DF,Национальные сиракузы,1894,5207,1933,2589,0,0,0,0,3603,1373,1970,0,0,0,5721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5427,434,0,26,7,12,18,2,1,0,0,21,15,0,40,26,66,16040.0,Мемориал войны в Онондаге,0,SYR
2005,NBA,NOK,NOH,WC,SW,4,10,,НЕТ/Оклахома Городские Шершени,2831,6428,1649,2176,300,885,918,2379,3297,1519,1786,611,1095,311,7611,2883,6286,1530,546,1486,2014,860,2498,3358,1584,1910,527,1197,432,7842,0,0,24,17,14,27,0,0,25,27,7,9,0,38,44,82,19805.0,Центр Форда,32767,NOH
2005,NBA,SEA,SEA,WC,NW,3,11,,Сиэтл Суперзоника,3077,6711,1652,2104,605,1631,1013,2233,3246,1696,1933,622,1208,306,8411,3202,6596,1713,542,1445,2255,1003,2316,3319,1973,1820,598,1194,399,8659,0,0,22,19,13,28,0,0,20,32,10,6,0,35,47,82,19830.0,Кей-Арена в Сиэтл-центре,32767,SEA
2010,NBA,PHI,PHI,EC,AT,3,0,C1,Филадельфия 76 лет,3125,6776,1426,1851,443,1248,850,2578,3428,1861,1592,621,1063,355,8119,2996,6638,1536,1987,468,1375,881,2608,3489,1762,1544,583,1168,376,7996,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,0,,,0,
1992,NBA,WSB,WAS,EC,AT,7,14,,Вашингтонские пули,3302,7065,1575,2107,174,578,1031,2317,3348,2110,1795,673,1323,359,8353,3557,7214,1577,239,712,2106,1135,2555,3690,2062,1818,718,1279,425,8930,0,0,15,26,7,34,0,0,14,42,7,21,0,22,60,82,19805.0,Капитальный центр,32767,WAS
2005,NBA,CHI,CHI,EC,CD,3,7,C1,Чикаго Буллз,3004,6737,1452,1967,560,1477,906,2602,3508,1804,2038,508,1224,345,8020,2773,6515,1921,501,1428,2472,881,2541,3422,1652,1883,611,1228,420,7968,0,0,21,20,20,21,0,0,30,22,4,12,0,41,41,82,19905.0,Объединенный центр,32767,CHI
1945,NBL,OSH,OSH,,WE,2,0,CF,Все звезды Ошкоша,667,0,481,0,0,0,0,0,0,0,0,0,0,0,1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1672,0,0,13,5,6,10,0,0,0,0,0,0,0,19,15,34,,,0,OSH
1984,NBA,SAS,SAS,WC,MW,4,7,C1,Сан-Антонио Спорс,3698,7202,1961,2571,55,202,1127,2470,3597,2316,2180,757,1542,443,9412,3644,7348,1977,72,242,2548,1136,2265,3401,2283,2154,749,1489,472,9337,0,0,30,11,11,30,0,0,31,29,12,18,0,41,41,82,19780.0,ХемисФейр Арена,32767,SAN
