provider_no,provider_name,street,city,state_prov,mail_code,country,phone_no,issue_dt,expr_dt,region_no,provider_code
15,Prov. Boston Op, , ,,,,,13.10.1999 г. 10:41,2000-10-12 10:41:18,8,
29,Prov. Computer, , ,,,,,13.10.1999 г. 10:41,2000-10-12 10:41:18,7,
57,Prov. Famous Qu, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,7,
70,Prov. Giant Tra, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
73,Prov. Humble Ma, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
129,Prov. Computer, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
145,Prov. Expert Op, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,5,
155,Prov. Famous Op, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,7,
161,Prov. Giant Key, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,6,
197,Prov. Just Ques, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
210,Prov. Apex Tran, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,8,
277,Prov. Humble Qu, , ,,,,,13.10.1999 г. 10:41,12.10.2000 10:41,8,
291,Prov. Just Key, , ,,,,,13.10.1999 г. 10:41,12.10.2000 10:41,9,
294,Prov. Just Need, , ,,,,,13.10.1999 г. 10:41,12.10.2000 10:41,6,
317,Prov. Boston Qu, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,7,
342,Prov. Expert Li, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,4,
380,Prov. Humble Tr, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,8,
431,Prov. Driven Ke, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:23,8,
476,Prov. Humble Pe, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,5,
494,Prov. Just Need, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,3,
