year,hofid,name,category
1977,delveal01h,Alex Delvecchio,Player
1963,primejo01h,Joe Primeau,Player
1969,wortero01h,Roy Worters,Player
1981,mahovfr01h,Frank Mahovlich,Player
1997,trottbr01h,Bryan Trottier,Player
1958,hayge01h,George Hay,Player
1971,sawchte01h,Terry Sawchuk,Player
1966,blaketo01h,Toe Blake,Player
1980,lumleha01h,Harry Lumley,Player
1998,conacro01h,Roy Conacher,Player
2000,mullejo01h,Joe Mullen,Player
2010,develji01h,Jim Devellano,Builder
2002,gillicl01h,Clark Gillies,Player
1958,mcnamge02h,George McNamara,Player
1986,keonda01h,Dave Keon,Player
2004,bourqra01h,Raymond Bourque,Player
1949,bainda01h,Dan Bain,Player
2000,bushwa01h,Walter Bush,Builder
1983,drydeke01h,Ken Dryden,Player
1973,udvarfr01h,Frank Udvari,Referee/Linesman
1972,howego01h,Gordie Howe,Player
1976,bowerjo01h,Johnny Bower,Player
1958,cleghsp01h,Sprague Cleghorn,Player
2004,fletccl01h,Cliff Fletcher,Builder
1979,richahe01h,Henri Richard,Player
1962,smithfr01h,Frank Smith,Builder
1996,bauerbo01h,Bobby Bauer,Player
1995,cookbu01h,Bun Cook,Player
1993,pagefr01h,Fred Page,Builder
1966,bentlma01h,Max Bentley,Player
1962,obrieja01h,Ambrose O'Brien,Builder
1959,dennecy01h,Cy Denneny,Player
1959,thompti01h,Tiny Thompson,Player
1992,allenke01h,Keith Allen,Builder
1950,griffsi01h,Si Griffis,Player
1996,arboual01h,Al Arbour,Builder
1962,stanlba01h,Barney Stanley,Player
1958,conneal01h,Alec Connell,Player
1975,drillgo01h,Gordie Drillon,Player
1969,kellyre01h,Red Kelly,Player
1979,juckego01h,Gordon Juckes,Builder
1973,harvedo01h,Doug Harvey,Player
1978,bathgan01h,Andy Bathgate,Player
2004,murphla01h,Larry Murphy,Player
1960,walkeja01h,Jack Walker,Player
1947,bowieru01h,Russell Bowie,Player
1960,selkefr01h,Frank Selke,Builder
2001,kurrija01h,Jari Kurri,Player
1962,hoopeto01h,Tom Hooper,Player
1958,raymodo01h,Donat Raymond,Builder
1962,whitcfr01h,Fred Whitcroft,Player
1990,flamafe01h,Fern Flaman,Player
1993,shuttst01h,Steve Shutt,Player
1980,worslgu01h,Gump Worsley,Player
2006,hotchha01h,Harley Hotchkiss,Builder
1974,coultar01h,Art Coulter,Player
1963,dandule01h,Leo Dandurand,Builder
2010,jamesan01h,Angela James,Player
1998,stastpe01h,Peter Stastny,Player
1987,laperja01h,Jacques Laperriere,Player
1978,pollosa01h,Sam Pollock,Builder
1947,hewitwi01h,William Hewitt,Builder
1976,wirtzwi01h,William Wirtz,Builder
2007,stevesc01h,Scott Stevens,Player
1981,stanlal01h,Allan Stanley,Player
1945,bakerho01h,Hobey Baker,Player
1958,gardihe01h,Herb Gardiner,Player
1950,patrifr01h,Frank Patrick,Builder
1997,sathegl01h,Glen Sather,Builder
1945,vezinge01h,Georges Vezina,Player
1961,conacch01h,Charlie Conacher,Player
2009,robitlu01h,Luc Robitaille,Player
2002,neilsro01h,Roger Neilson,Builder
1985,pilouru01h,Rudy Pilous,Builder
1945,allanmo01h,Montagu Allan,Builder
2007,gregoji01h,Jim Gregory,Builder
1975,pilotpi01h,Pierre Pilote,Player
1982,cournyv01h,Yvan Cournoyer,Player
2001,patricr01h,Craig Patrick,Builder
1984,parenbe01h,Bernie Parent,Player
1950,triheha01h,Harry Trihey,Player
1969,abelsi01h,Sid Abel,Player
1972,geoffbe01h,Bernie Geoffrion,Player
1962,watsoha01h,Harry Watson,Player
1963,gormato01h,Tommy Gorman,Builder
1978,bickejo01h,John Bickell,Builder
1993,grifffr01h,Frank Griffiths,Builder
1961,waghofr01h,Fred Waghorne,Builder
1947,nelsofr01h,Francis Nelson,Builder
1961,rankifr01h,Frank Rankin,Player
1947,clappdi01h,Dit Clapper,Player
1964,chadwbi01h,Bill Chadwick,Referee/Linesman
2008,chynoed01h,Ed Chynoweth,Builder
1958,johnsch01h,Ching Johnson,Player
1958,bouchfr01h,Frank Boucher,Player
1962,darraja01h,Jack Darragh,Player
1961,lesuepe01h,Percy LeSueur,Player
2007,macinal01h,Al MacInnis,Player
1975,hallgl01h,Glenn Hall,Player
1947,joliaau01h,Aurel Joliat,Player
1961,halljo01h,Joe Hall,Player
1966,campbcl01h,Clarence Campbell,Builder
1962,hylanha01h,Harry Hyland,Player
1947,patrile01h,Lester Patrick,Player
