year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
1985,DSF,G,EDM,NHL,VAN,NHL,3,0,0,17,5,
1988,DF,J,PHI,NHL,PIT,NHL,4,3,0,31,24,
1995,CSF,I,FLO,NHL,PHI,NHL,4,2,0,15,11,
1990,DSF,G,LAK,NHL,VAN,NHL,4,2,0,26,16,
2000,CQF,D,BUF,NHL,PHI,NHL,4,2,0,21,13,
2000,CSF,L,STL,NHL,DAL,NHL,4,0,0,13,6,
2011,CQF,A,NYR,NHL,OTT,NHL,4,3,0,14,13,
1948,SF,A,DET,NHL,MTL,NHL,4,3,0,17,14,
2001,CQF,H,STL,NHL,CHI,NHL,4,1,0,13,5,
1940,SCF,E,BOS,NHL,DET,NHL,4,0,0,12,6,
1985,DSF,A,HAR,NHL,QUE,NHL,3,0,0,16,7,
2009,CQF,B,PHI,NHL,NJD,NHL,4,1,0,15,9,
1964,SF,B,MTL,NHL,TOR,NHL,4,2,0,17,14,
2000,CQF,C,PIT,NHL,WAS,NHL,4,2,0,14,10,
1938,SF,D,TOR,NHL,DET,NHL,2,1,0,10,8,
1959,SCF,C,MTL,NHL,TOR,NHL,4,0,0,15,5,
1986,DF,K,DET,NHL,TOR,NHL,4,3,0,20,18,
1986,DSF,F,DET,NHL,CHI,NHL,4,0,0,15,6,
1924,F,,MTL,NHL,HAM,NHL,0,0,0,0,0,DEF
1967,QF,C,STL,NHL,PHI,NHL,4,3,0,17,17,
1994,CSF,L,CHI,NHL,VAN,NHL,4,0,0,11,6,
1996,CF,N,DET,NHL,COL,NHL,4,2,0,16,12,
1994,CQF,G,VAN,NHL,STL,NHL,4,3,0,27,27,
1977,Pre,D,DET,NHL,ATF,NHL,2,0,0,8,5,
2009,CQF,F,CHI,NHL,NAS,NHL,4,2,0,17,15,
1996,CQF,G,DET,NHL,STL,NHL,4,2,0,13,12,
1999,CQF,C,TOR,NHL,OTT,NHL,4,2,0,17,10,
1955,SF,A,MTL,NHL,NYR,NHL,4,1,0,24,9,
1982,DF,I,BOS,NHL,BUF,NHL,4,3,0,33,23,
1979,Pre,D,BOS,NHL,PIT,NHL,3,2,0,21,14,
1928,SF,D,NYR,NHL,TOR,NHL,2,0,0,3,1,
1999,CQF,B,PIT,NHL,WAS,NHL,4,1,0,17,8,
1974,QF,E,PHI,NHL,TOR,NHL,4,0,0,15,6,
2000,CF,M,NJD,NHL,PIT,NHL,4,1,0,17,7,
1971,SCF,G,BOS,NHL,NYR,NHL,4,2,0,18,16,
1941,SF,D,DET,NHL,BOS,NHL,2,0,0,9,5,
1997,CQF,H,STL,NHL,LAK,NHL,4,0,0,16,8,
2011,CQF,B,WAS,NHL,BOS,NHL,4,3,0,16,15,
1985,CF,N,CAL,NHL,STL,NHL,4,3,0,28,22,
1952,SF,A,BOS,NHL,DET,NHL,4,2,0,21,21,
2006,CSF,L,AND,NHL,VAN,NHL,4,1,0,14,8,
1978,QF,F,MTL,NHL,TOR,NHL,4,0,0,19,10,
2006,CQF,D,OTT,NHL,PIT,NHL,4,1,0,18,10,
2002,CQF,H,VAN,NHL,STL,NHL,4,3,0,17,21,
2003,SCF,O,TBL,NHL,CAL,NHL,4,3,0,13,14,
1978,SCF,K,MTL,NHL,NYR,NHL,4,1,0,19,11,
2010,CSF,J,BOS,NHL,PHI,NHL,4,0,0,20,7,
2002,CSF,I,OTT,NHL,PHI,NHL,4,2,0,17,10,
1926,SF,D,BOS,NHL,NYR,NHL,1,0,1,3,1,TG
1986,CF,M,PHI,NHL,MTL,NHL,4,2,0,22,22,
1920,F,,OTS,NHL,TRS,NHL,2,0,0,7,0,TG
2000,CQF,G,DAL,NHL,EDM,NHL,4,2,0,16,13,
1982,DSF,A,BOS,NHL,QUE,NHL,3,1,0,11,8,
