playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
irvinte01,,,Ted,Irvine,,Edward Amos,,74,195,L,13062,2474,irvinte01,1963,1976,,,L,1944,12,8,Canada,MB,Winnipeg,,,,,,
morintr01,,,Travis,Morin,,,,74,195,,,,morintr01,2010,2010,,,C,1984,1,9,USA,MN,Minneapolis,,,,,,
takkoka01,,,Kari,Takko,,Kari M.,,74,189,L,18392,5294,takkoka01,1985,1990,,,G,1962,6,23,Finland,,Uusikaupunki,,,,,,
thomast01,,,Steve,Thomas,,Steven Anthony,Stumpy,70,185,L,11625,5377,thomast01,1984,2003,,,R,1963,7,15,England,,Stockport,,,,,,
bellbi01,,,Billy,Bell,,William Edward,,70,180,R,11956,29886,bellbi01,1917,1923,,,C,1891,6,10,Canada,QC,Lachine,1952,6,3,Canada,QC,Lachine
modanmi01,,,Mike,Modano,,Michael,,75,210,L,11131,3755,modanmi01,1988,2010,,,C,1970,6,7,USA,MI,Livonia,,,,,,
helensa01,,,Sami,Helenius,,Sami,Helge,78,230,L,14916,13683,helensa01,1996,2002,,,D,1974,1,22,Finland,,Helsinki,,,,,,
shanabr01,,,Brendan,Shanahan,,Brendan Frederick,Shanny,75,220,R,11482,4888,shanabr01,1987,2008,,,L,1969,1,23,Canada,ON,Mimico,,,,,,
willito02,,,Tom,Williams,,Thomas Charles,,71,187,R,14693,10937,willito02,1971,1978,,,L,1951,2,7,Canada,ON,Windsor,,,,,,
delveal01,delveal01c,delveal01h,Alex,Delvecchio,,Alexander Peter,Fats,72,195,L,P197701,1323,delveal01,1950,1973,,,C,1932,12,4,Canada,ON,Fort William,,,,,,
perrajo01,,,Joel,Perrault,,,,73,197,R,20338,54988,perrajo01,2005,2010,,,C,1983,4,6,Canada,QC,Montreal,,,,,,
markgo01,,,Gordon,Mark,,Gordon F.,,76,218,R,10117,6389,markgo01,1986,1994,,,D,1964,9,10,Canada,AB,Edmonton,,,,,,
eloraka01,,,Kari,Eloranta,,Kari,,74,200,L,12545,1556,eloraka01,1981,1986,,,D,1956,2,29,Finland,,Lahti,,,,,,
,querrch01c,,Charles,Querrie,,Charles,,,,,,,querrch99c,,,,,,,,,,,,9999,,,,,
hallima01,,,Mats,Hallin,,Mats,,74,200,L,12823,2103,hallima01,1982,1986,,,L,1958,3,9,Sweden,,Eskilstuna,,,,,,
lebrual01,,,Al,LeBrun,,Albert Ivan,,72,185,R,13342,3059,lebrual01,1960,1965,,,D,1940,12,1,Canada,ON,Timmins,,,,,,
inkpeda01,,,Dave,Inkpen,,David,,72,195,R,,2466,inkpeda01,,,1975,1978,D,1954,9,4,Canada,AB,Edmonton,,,,,,
murratr01,,,Troy,Murray,,Troy Norman,,73,195,R,11168,3872,murratr01,1981,1995,,,C,1962,7,31,Canada,AB,Calgary,,,,,,
collybo01,,,Bob,Collyard,,Robert Leander,,69,170,L,12298,6093,collybo01,1973,1973,,,C,1949,10,16,USA,MI,Hibbing,,,,,,
polanni01,polanni01c,,Nick,Polano,,Nicholas,,72,187,L,,10570,polanni01,,,1972,1972,D,1941,3,25,Canada,ON,Sudbury,,,,,,
whitebi01,whitebi01c,,Bill,White,,William Earl,,74,195,R,14670,5702,whitebi01,1967,1975,,,D,1939,8,26,Canada,ON,Toronto,,,,,,
burdogl01,,,Glen,Burdon,,Glen William,,74,178,L,12149,6820,burdogl01,1974,1974,,,D,1954,8,4,Canada,SK,Lumsdon,,,,,,
