playerid,award,year,lgid,note,pos
larocmi01,Vezina,1977,NHL,shared,
vanbijo01,First Team All-Star,1985,NHL,,G
stevesc01,First Team All-Star,1993,NHL,,D
messima01,First Team All-Star,1981,NHL,,LW
hedbean01,First Team All-Star,1977,WHA,,RW
lacroan01,First Team All-Star,1972,WHA,,C
kellyre01,Lady Byng,1960,NHL,,
thomati01,Jennings,2008,NHL,shared,
whitebi01,Second Team All-Star,1972,NHL,,D
jagrja01,First Team All-Star,1995,NHL,,RW
faulkju01,All-Rookie,2011,NHL,,D
primejo01,Lady Byng,1931,NHL,,
coffepa01,First Team All-Star,1984,NHL,,D
lapraed01,Calder,1945,NHL,,
olmstbe01,Second Team All-Star,1952,NHL,,LW
thompti01,First Team All-Star,1937,NHL,,G
laflegu01,First Team All-Star,1977,NHL,,RW
gardija01,All-Rookie,2011,NHL,,D
lacroan01,First Team All-Star,1974,WHA,,C
iginlja01,First Team All-Star,2008,NHL,,RW
nieuwjo01,Conn Smythe,1998,NHL,,
harvedo01,First Team All-Star,1954,NHL,,D
belivje01,First Team All-Star,1958,NHL,,C
durnabi01,Vezina,1946,NHL,,
bouchbu01,Second Team All-Star,1943,NHL,,D
peetepe01,First Team All-Star,1982,NHL,,G
bertuto01,First Team All-Star,2002,NHL,,RW
jagrja01,Art Ross,1998,NHL,,
ovechal01,First Team All-Star,2009,NHL,,LW
laflegu01,Hart,1976,NHL,,
johanca01,All-Rookie,1987,NHL,,D
forsbpe01,Art Ross,2002,NHL,,
harvedo01,First Team All-Star,1961,NHL,,D
bentlma01,Lady Byng,1942,NHL,,
schneco01,Jennings,2010,NHL,shared,
rozsimi01,Plus-Minus,2005,NHL,tie,
laflegu01,First Team All-Star,1974,NHL,,RW
hoganda01,Second Team All-Star,1976,WHA,,D
thompti01,Vezina,1929,NHL,,
langwro01,First Team All-Star,1982,NHL,,D
webstto01,Second Team All-Star,1972,WHA,,RW
gretzwa01,Hart,1981,NHL,,
lessama01,Second Team All-Star,1980,NHL,,G
bourqra01,First Team All-Star,1993,NHL,,D
potvide01,First Team All-Star,1980,NHL,,D
dionnma01,Lady Byng,1974,NHL,,
ftorero01,First Team All-Star,1976,WHA,,C
fernama01,Jennings,2006,NHL,shared,
roypa01,Conn Smythe,2000,NHL,,
brindro01,Selke,2005,NHL,,
drydeke01,Second Team All-Star,1971,NHL,,G
berglpa01,All-Rookie,2008,NHL,,F
kurrija01,First Team All-Star,1984,NHL,,RW
kellyre01,Second Team All-Star,1955,NHL,,D
clarkbo01,Hart,1974,NHL,,
carbogu01,Selke,1987,NHL,,
bourqra01,Norris,1987,NHL,,
careyji01,All-Rookie,1994,NHL,,G
chelich01,Messier,2006,NHL,,
parenbe01,Second Team All-Star,1972,WHA,,G
yzermst01,Masterton,2002,NHL,,
bauerbo01,Second Team All-Star,1939,NHL,,RW
yzermst01,First Team All-Star,1999,NHL,,C
lapoigu01,Second Team All-Star,1975,NHL,,D
bergepa01,Selke,2011,NHL,,
orrbo01,Art Ross,1969,NHL,,
clappdi01,Second Team All-Star,1943,NHL,,D
brodatu01,Vezina,1947,NHL,,
plantja01,Second Team All-Star,1957,NHL,,G
