playerid,year,ppa,sha
hullbr01,1987,10,
hrdinji01,1990,4,
gartnmi01,1989,14,1
linseke01,1989,8,
petitmi01,1990,16,
murphla01,1988,22,
jonssto01,1988,24,
archida01,1989,4,
joycebo01,1989,3,
wilsoca01,1987,9,3
crossdo01,1990,21,
kennede01,1988,,2
zezelpe01,1990,5,1
ledyagr01,1988,6,
ciccadi01,1988,10,1
dahlqch01,1990,,1
klimape01,1989,11,
bodgedo01,1988,25,1
robergo01,1987,3,
grahadi01,1987,7,1
carsoji01,1989,5,
lawtobr01,1989,1,
actonke01,1988,,1
makelmi01,1989,1,
macdepa01,1989,2,
rousebo01,1988,,1
hardyma01,1988,5,
petitmi01,1987,9,1
hunteda01,1988,,1
maroima01,1988,3,
sheehne01,1987,1,
vaiveri01,1988,15,
wilsoca01,1990,4,
charbjo01,1988,1,
gingrga01,1987,9,
murphla01,1990,19,
wilsoca01,1988,19,
donnemi01,1987,2,
butchga01,1990,3,2
ledyagr01,1987,5,
quinnda01,1989,15,1
nichobe01,1989,37,1
bullami01,1988,13,
larsore01,1988,14,
ferrara01,1990,5,
tuckejo01,1990,1,
quinnda01,1990,18,
duguaro01,1987,2,
thibagi01,1989,2,
lawlepa01,1987,3,
hardyma01,1987,10,1
wellsja01,1989,3,2
pederma01,1990,7,
adamsgr01,1988,1,
konrost01,1988,1,1
mckegto01,1989,3,
goulemi01,1989,15,1
adamsgr01,1989,1,
fentopa01,1990,2,
huberwi01,1987,14,
mcintjo01,1990,,2
deblolu01,1990,,1
broteaa01,1989,3,
brownro01,1990,10,
macivno01,1988,19,
franclo01,1990,1,1
kaspest01,1988,6,2
mcbeawa01,1988,1,
playfla01,1988,,1
tuckejo01,1989,6,
foligmi01,1990,1,
creigad01,1988,7,
ysebapa01,1990,4,1
cunnera01,1989,4,
picarro02,1989,1,1
tantito01,1989,9,
ruotsre01,1989,9,
mcdonhu01,1989,1,
sanipev01,1989,2,
halwado01,1988,1,
kontoch01,1987,6,
pederba01,1989,7,1
skrikpe01,1990,5,
broteaa01,1990,1,
chrisda01,1989,7,
carpebo01,1988,4,
stastpe01,1989,23,
lemiejo01,1989,1,1
manthmo01,1987,15,1
manthmo01,1988,9,
ruffli01,1988,1,
brownje02,1989,24,
josepch01,1987,6,
bradlbr01,1990,10,
kurveto01,1990,15,
laughcr01,1987,3,
krushmi01,1990,3,
momesse01,1990,1,
simpscr01,1987,10,1
bennibr01,1989,5,
huntema01,1990,4,
maclebr01,1988,8,
zezelpe01,1988,17,
cyrpa01,1987,1,
dineego01,1988,2,
norwole01,1990,3,
proppbr01,1989,9,
