playerid,year,stint,tmid,lgid,pos,gp,g,a,pts,pim,+/-,ppg,ppa,shg,sha,gwg,gtg,sog,postgp,postg,posta,postpts,postpim,post+/-,postppg,postppa,postshg,postsha,postgwg,postsog
gomezsc01,2007,1,NYR,NHL,C,81.0,16.0,54.0,70.0,36.0,3,7,22,0,1,3,,242,10,4,7,11,8,5,1,1,0,1,0,27
bouchda01,1977,1,ATF,NHL,G,58.0,0.0,3.0,3.0,6.0,0,0,,0,,0,0,0,2,0,0,0,0,,0,,0,,0,
rutheji01,1979,1,DET,NHL,G,23.0,0.0,0.0,0.0,24.0,0,0,,0,,0,0,0,,,,,,,,,,,,
sillimi01,1997,2,PHI,NHL,C,27.0,11.0,11.0,22.0,16.0,3,1,4,2,0,0,0,40,3,1,0,1,0,1,0,0,0,0,0,7
kingja01,2003,1,VAN,NHL,R,47.0,12.0,9.0,21.0,8.0,0,6,1,0,0,1,0,107,1,0,0,0,0,0,0,0,0,0,0,0
roestst01,1998,1,DET,NHL,C,59.0,4.0,8.0,12.0,14.0,-7,0,1,0,0,1,0,50,,,,,,,,,,,,
kumpema01,1986,2,DET,NHL,R,5.0,0.0,1.0,1.0,0.0,2,0,,0,,0,0,1,8,0,0,0,4,0,0,,0,,0,8
ryanbo01,2008,1,AND,NHL,R,64.0,31.0,26.0,57.0,33.0,13,12,11,0,0,3,,174,13,5,2,7,0,0,2,0,0,0,1,49
henryda01,1986,1,NYI,NHL,L,19.0,3.0,3.0,6.0,46.0,2,0,,0,,0,0,14,8,0,0,0,2,-5,0,,0,,0,6
bernise01,1971,2,LAK,NHL,C,26.0,11.0,11.0,22.0,12.0,3,1,,0,,1,0,97,,,,,,,,,,,,
vaiveri01,1987,1,CHI,NHL,R,76.0,43.0,26.0,69.0,108.0,-20,19,11,0,0,6,0,229,5,6,2,8,38,1,5,1,0,0,0,17
tverdol01,1994,1,ANA,NHL,D,36.0,3.0,9.0,12.0,14.0,-6,1,2,1,0,0,0,26,,,,,,,,,,,,
portlja01,1939,1,BOS,NHL,D,28.0,0.0,5.0,5.0,16.0,,,,,,,,,,,,,,,,,,,,
cartejo01,1989,1,BOS,NHL,L,76.0,17.0,22.0,39.0,26.0,17,2,2,1,0,1,0,142,21,6,3,9,45,0,0,1,1,0,0,47
staiost01,2011,1,NYI,NHL,D,65.0,0.0,8.0,8.0,53.0,-19,0,0,0,0,0,,67,,,,,,,,,,,,
gilbegr01,1991,1,CHI,NHL,L,50.0,7.0,5.0,12.0,35.0,-4,0,0,0,0,1,0,45,10,1,3,4,16,1,0,0,0,0,1,9
quintst01,1995,1,MTL,NHL,D,68.0,2.0,14.0,16.0,117.0,-4,0,6,1,1,1,1,104,6,0,1,1,6,1,0,0,0,0,0,3
helblti01,2006,1,WAS,NHL,D,2.0,0.0,0.0,0.0,2.0,-1,0,0,0,0,0,,0,,,,,,,,,,,,
lauspa01,1993,1,FLO,NHL,D,39.0,2.0,0.0,2.0,109.0,9,0,0,0,0,1,0,15,,,,,,,,,,,,
bollbu01,1938,1,TOR,NHL,L,11.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
lundpe01,1947,1,BOS,NHL,R,,,,,,,,,,,,,,2,0,0,0,0,,,,,,,
morrido01,1948,1,DET,NHL,C,13.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
mckense01,1988,1,TOR,NHL,R,3.0,0.0,1.0,1.0,0.0,-1,0,0,0,0,0,0,1,,,,,,,,,,,,
sheppjo01,1928,1,NYA,NHL,C,43.0,5.0,4.0,9.0,38.0,,,,,,,,,2,0,0,0,0,,,,,,,
barryed01,1946,1,BOS,NHL,L,19.0,1.0,3.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,
bourgle01,1932,2,MTL,NHL,D/R,15.0,1.0,1.0,2.0,9.0,,,,,,,,,2,0,0,0,0,,,,,,,
metzni01,1940,1,TOR,NHL,L,47.0,14.0,21.0,35.0,10.0,,,,,,,,,7,3,4,7,0,,,,,,,
besteal01,1983,1,TOR,NHL,G,32.0,0.0,0.0,0.0,6.0,0,0,,0,,0,0,0,,,,,,,,,,,,
stcrori01,1979,1,PHI,NHL,G,1.0,0.0,0.0,0.0,0.0,0,0,,0,,0,0,0,,,,,,,,,,,,
severbr01,1995,1,NYI,NHL,D,65.0,1.0,8.0,9.0,180.0,3,0,0,0,0,0,0,40,,,,,,,,,,,,
stewaca01,1996,1,BOS,NHL,L,15.0,0.0,1.0,1.0,4.0,-2,0,0,0,0,0,0,21,,,,,,,,,,,,
adamsbr01,2000,1,ATL,NHL,L,9.0,0.0,1.0,1.0,2.0,-4,0,0,0,0,0,0,3,,,,,,,,,,,,
