year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
1921,WCHL,EDE,8,4,1.0,,7,5,0.0,,,,,,,,,,,,,,2,2,1,,3,5,0.0,,9,2,0.0,,1,0,0,,,,,
1987,NHL,QUE,15,23,2.0,,17,20,3.0,,,,,,5,4,1,,5,7,0,,6,6,1,,5,8,1.0,,5,8,1.0,,6,8,1,,0,2,0,
1992,NHL,PHI,23,14,5.0,,13,23,6.0,,,,,,3,7,3,,6,3,1,,4,8,1,,5,8,2.0,,4,4,4.0,,6,6,0,,8,1,0,
1923,PCHA,SEA,9,5,0.0,,5,11,0.0,,,,,,,,,,4,1,0,,0,8,0,,6,4,0.0,,4,3,0.0,,,,,,,,,
2002,NHL,LAK,19,19,2.0,1,14,18,4.0,5,,,,,5,2,2,1,5,5,2,2,6,7,0,0,4,10,0.0,1,7,5,0.0,0,4,8,2,1,2,0,0,1
2003,NHL,COL,19,14,6.0,2,21,8,7.0,5,,,,,5,4,0,0,9,3,2,1,4,3,5,0,11,1,2.0,2,4,4,2.0,2,6,7,2,1,1,0,0,1
2008,NHL,COL,18,21,,2,14,24,,3,,,,,5,5,,0,6,7,,0,8,5,,1,4,9,,0,5,8,,0,3,9,,1,1,2,,3
1988,NHL,QUE,16,20,4.0,,11,26,3.0,,,,,,5,7,0,,3,9,2,,5,7,2,,5,6,2.0,,4,8,0.0,,5,7,1,,0,2,0,
1975,WHA,WIJ,29,11,0.0,,23,16,2.0,,,,,,7,2,0,,10,5,0,,8,7,0,,10,4,0.0,,9,3,2.0,,7,4,0,,1,2,0,
2010,NHL,LAK,25,13,,3,21,17,,3,,,,,8,3,,0,5,7,,0,9,4,,1,5,8,,0,8,2,,3,9,3,,2,2,3,,0
1912,PCHA,NWR,3,2,0.0,,1,7,0.0,,,,,,,,,,,,,,0,2,0,,1,4,0.0,,3,2,0.0,,0,1,0,,,,,
1966,NHL,NYR,18,12,5.0,,12,16,7.0,,,,,,1,3,1,,7,3,4,,9,4,1,,4,6,1.0,,6,4,1.0,,3,6,4,,0,2,0,
1996,NHL,LAK,18,16,7.0,,10,27,4.0,,,,,,5,6,2,,5,6,1,,3,9,1,,5,6,2.0,,5,6,2.0,,3,8,2,,2,2,1,
2002,NHL,NAS,18,17,5.0,1,9,18,8.0,6,,,,,1,5,1,2,3,6,3,2,6,6,2,0,7,6,2.0,0,8,2,1.0,0,2,8,4,2,0,2,0,1
