playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
broderi01,1986,1,VAN,NHL,53,2972,20,25,5,3,1,178,1391,,,,,,,,,
durnabi01,1945,1,MTL,NHL,40,2400,24,11,5,,4,104,,9,581,8,1,,,0,20,
rinnepe01,2008,1,NAS,NHL,52,2999,29,15,4,8,7,119,1435,,,,,,,,,
gardibe01,1943,1,BOS,NHL,41,2460,17,19,5,,1,212,,,,,,,,,,
almasre01,1946,1,DET,NHL,1,60,0,1,0,,0,5,,5,263,1,3,,,0,13,
blumfr01,1973,1,TOT,WHA,5,131,1,0,0,0,0,5,66,,,,,,,,,
millegr01,1986,1,STL,NHL,42,2482,15,18,9,3,0,146,1152,4,250,1,3,,0,0,10,122
hanlogl01,1982,2,NYR,NHL,21,1173,9,10,1,1,0,67,635,1,60,0,1,,0,0,5,
mummeha01,1919,1,QUB,NHL,3,142,1,1,0,,0,18,,,,,,,,,,
eliotda01,1986,1,LAK,NHL,24,1404,8,13,2,5,1,103,692,1,40,0,0,,0,0,7,29
halakja01,2011,1,STL,NHL,46,2747,26,12,7,3,6,90,1211,2,104,1,1,,0,0,3,46
roussdo01,1995,2,WIN,NHL,7,285,2,2,0,0,0,16,134,,,,,,,,,
lemelre01,1978,1,ATF,NHL,18,994,8,8,1,1,0,55,,1,20,0,0,,0,0,0,
norrija01,1972,1,ALB,WHA,64,3705,28,29,3,3,1,189,1947,,,,,,,,,
brimsfr01,1938,1,BOS,NHL,43,2610,33,9,1,,10,68,,12,864,8,4,,,1,18,
fuhrgr01,1998,1,STL,NHL,39,2193,16,11,8,1,2,89,827,13,790,6,6,,1,1,31,305
soetado01,1977,1,NYR,NHL,6,360,2,2,2,0,0,20,,,,,,,,,,
osgooch01,1994,1,DET,NHL,19,1087,14,5,0,0,1,41,496,2,68,0,0,,0,0,2,25
rutlewa01,1969,1,LAK,NHL,20,960,2,12,1,0,0,68,,,,,,,,,,
reschgl01,1985,2,PHI,NHL,5,187,1,2,0,0,0,10,84,1,7,0,0,,0,0,1,1
raycran01,2003,1,BOS,NHL,57,3420,29,18,9,4,3,117,1586,7,447,3,4,,3,1,16,210
weeksst01,1983,1,NYR,NHL,26,1361,10,11,2,2,0,90,667,,,,,,,,,
worslgu01,1952,1,NYR,NHL,50,3000,13,29,8,,2,153,,,,,,,,,,
hainsge01,1930,1,MTL,NHL,44,2740,26,10,8,,8,89,,10,722,6,4,0,,2,21,
rhodeda01,2000,1,ATL,NHL,38,2072,7,19,7,5,0,116,1129,,,,,,,,,
holmeha01,1924,1,VIC,WCHL,28,1682,16,12,0,,3,63,,4,240,2,0,2,,1,5,
