year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1954,NHL,MTL,12,7,5,0,36,36,174,,,,,,,
1939,NHL,TOR,10,6,4,0,21,19,123,,,,,,,
2009,NHL,LAK,6,2,4,0,18,25,70,2,10,26,0,6,24,0
1997,NHL,BUF,15,10,5,0,46,32,268,2,16,89,1,9,90,2
1974,WHA,QUN,15,8,7,0,55,48,,,,,,,,
1982,NHL,NYR,9,5,4,0,33,37,171,2,9,47,3,10,40,1
1975,NHL,ATF,2,0,2,0,1,3,21,0,0,8,0,0,6,0
1991,NHL,MTL,11,4,7,0,29,32,208,0,9,59,2,10,57,1
1995,NHL,NYR,11,5,6,0,34,38,136,2,12,55,3,8,57,1
1992,NHL,VAN,12,6,6,0,46,43,188,2,12,56,2,12,56,0
2003,NHL,MTL,11,4,7,0,24,28,148,0,5,40,1,5,42,0
1986,NHL,BOS,4,0,4,0,11,19,86,4,5,19,1,4,18,1
1937,NHL,BOS,3,0,3,0,3,6,28,,,,,,,
1984,NHL,MNS,9,5,4,0,38,38,258,0,12,44,1,6,47,1
1970,NHL,NYR,13,7,6,0,30,36,250,,5,,0,7,,1
1922,PCHA,VAM,2,1,1,0,5,3,,,,,,,,
1999,NHL,PHI,18,11,7,0,44,40,257,2,15,69,0,8,58,1
2011,NHL,NJD,24,14,10,0,59,58,248,0,13,85,2,22,82,1
1949,NHL,TOR,7,3,4,0,11,10,117,,,,,,,
2002,NHL,COL,7,3,4,0,17,16,68,2,4,26,1,7,29,0
1980,NHL,BUF,8,4,4,0,30,30,175,0,10,27,1,5,28,0
1988,NHL,DET,6,2,4,0,18,25,187,0,6,37,,10,37,0
1999,NHL,BUF,5,1,4,0,8,14,70,4,3,18,1,9,28,0
1927,NHL,PIP,2,1,1,0,4,6,12,,,,,,,
2010,NHL,TBL,18,11,7,0,59,45,207,8,17,67,1,6,78,1
1977,NHL,TOR,13,6,7,0,33,32,265,4,7,44,0,7,51,0
1981,NHL,NYR,10,5,5,0,39,42,216,4,13,46,4,11,43,0
1992,NHL,CAL,6,2,4,0,28,33,213,0,9,40,1,5,40,3
1996,NHL,NYR,15,9,6,0,36,35,218,2,10,64,1,14,68,1
1941,NHL,CHI,3,1,2,0,7,5,10,,,,,,,
1943,NHL,MTL,9,8,1,0,39,14,102,,,,,,,
1998,NHL,STL,13,6,7,0,31,33,179,2,11,61,2,8,71,0
1945,NHL,CHI,4,0,4,0,7,26,68,,,,,,,
2003,NHL,DAL,5,1,4,0,10,19,56,4,4,22,2,6,21,0
