playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
lalonne01,1916,MOC,NHA,C,4,1,0,1,21
walkeja01,1919,SEA,PCHA,C,5,1,3,4,0
mackeja01,1919,OTS,NHL,F,5,0,0,0,0
lehmahu01,1917,VML,PCHA,G,5,0,0,0,0
hitchli01,1922,OTS,NHL,D,5,1,0,1,4
brucemo01,1920,OTS,NHL,F,5,0,0,0,0
meekiha01,1917,TOA,NHL,L,5,1,2,3,0
morenho01,1923,MTL,NHL,C,4,4,2,6,4
cleghod01,1923,MTL,NHL,R/C,4,0,1,1,0
uksilch01,1915,PO1,PCHA,R,5,2,0,2,6
cookll01,1921,VML,PCHA,D,5,1,0,1,6
bouchbi01,1924,MTL,NHL,R,4,1,1,2,13
skinnal01,1917,TOA,NHL,R,5,8,2,10,0
noblere01,1925,MTM,NHL,D,4,0,0,0,4
coutubi01,1916,MOC,NHA,D,4,0,0,0,36
cookll01,1917,VML,PCHA,D,5,2,0,2,12
foystfr01,1916,SEA,PCHA,L,4,7,2,9,3
ronansk01,1915,MOC,NHA,R,4,1,0,1,6
randake01,1917,TOA,NHL,R/D,5,1,0,1,0
lalonne01,1918,MTL,NHL,C,5,6,0,6,3
marshja02,1913,TBS,NHA,D,3,1,0,1,2
clancki01,1922,OTS,NHL,D,6,1,0,1,4
desirsy01,1920,VML,PCHA,D,4,0,0,0,6
bouchge01,1919,OTS,NHL,D,5,2,0,2,2
mummeha01,1916,MOC,NHA,D,4,0,0,0,35
dinsmch01,1925,MTM,NHL,F,4,0,0,0,2
vezinge01,1915,MOC,NHA,G,5,0,0,0,0
corbebe01,1918,MTL,NHL,D,5,0,1,1,3
cotchch01,1922,VAM,PCHA,L,2,0,0,0,0
rowebo01,1916,SEA,PCHA,D,4,0,2,2,0
keatsdu01,1922,EDE,WCHL,C,2,0,0,0,4
tobinch01,1919,SEA,PCHA,R,5,0,0,0,0
campbea01,1922,EDE,WCHL,L,2,0,0,0,0
wilsocu01,1918,SEA,PCHA,R,5,1,3,4,6
dennecy01,1922,OTS,NHL,L,6,1,1,2,8
rileyji01,1919,SEA,PCHA,L,5,0,1,1,0
murramu01,1918,SEA,PCHA,D,5,2,0,2,6
holmeha01,1924,VIC,WCHL,G,4,0,0,0,0
stuarbi01,1921,TRS,NHL,D,5,0,2,2,6
foystfr01,1924,VIC,WCHL,C,4,1,0,1,0
mackami01,1923,VAM,PCHA,L,2,0,0,0,0
vezinge01,1923,MTL,NHL,G,4,0,0,0,0
moranpa01,1912,QU1,NHA,G,3,0,0,0,0
halljo01,1912,QU1,NHA,D,3,0,0,0,7
darraja01,1914,OT1,NHA,C,2,3,0,3,6
noblere01,1917,TOA,NHL,L,5,2,1,3,0
nighbfr01,1914,VML,PCHA,C,3,4,6,10,6
cleghod01,1924,MTL,NHL,R/C,4,0,0,0,0
dennecy01,1920,OTS,NHL,L,5,2,2,4,10
irvinde01,1915,PO1,PCHA,D,5,0,0,0,14
malleke01,1914,VML,PCHA,C,3,0,0,0,0
denneco01,1921,TRS,NHL,L/C,5,3,2,5,2
mackami01,1914,VML,PCHA,L,3,4,2,6,6
arbouam01,1915,MOC,NHA,L,4,3,0,3,8
walkeja01,1924,VIC,WCHL,L,4,4,2,6,0
manthsy01,1924,MTL,NHL,D,4,0,0,0,2
oliveha01,1923,CAT,WCHL,R,2,0,0,0,0
joliaau01,1923,MTL,NHL,L,4,3,1,4,6
parkeer01,1921,VML,PCHA,R,5,0,3,3,0
rowebo01,1918,SEA,PCHA,D,5,1,0,1,6
holmeha01,1913,TBS,NHA,G,3,0,0,0,0
manthsy01,1923,MTL,NHL,D,4,0,0,0,0
stanlba01,1914,VML,PCHA,R,3,6,0,6,0
corbebe01,1916,MOC,NHA,D,4,2,1,3,3
wilsocu01,1916,SEA,PCHA,R,4,1,2,3,0
duforan01,1914,OT1,NHA,C,2,0,1,1,0
bouchge01,1920,OTS,NHL,D,5,2,0,2,9
meekiha01,1925,VIC,WCHL,L,4,0,0,0,6
murrato01,1915,PO1,PCHA,G,5,0,0,0,0
holmeha01,1925,VIC,WCHL,G,4,0,0,0,0
poulisk01,1913,VA1,PCHA,L,3,2,0,2,17
camerha01,1921,TRS,NHL,D,4,0,2,2,11
holmeha01,1917,TOA,NHL,G,5,0,0,0,0
dennecy01,1919,OTS,NHL,L,5,0,2,2,3
ulricja01,1913,VA1,PCHA,R,3,0,0,0,3
rickero01,1919,SEA,PCHA,D,5,2,0,2,9
poulisk01,1912,VA1,PCHA,L,3,2,0,2,5
halljo01,1918,MTL,NHL,D,5,0,0,0,6
coutubi01,1923,MTL,NHL,D,4,0,0,0,0
vezinge01,1924,MTL,NHL,G,4,0,0,0,0
coutubi01,1924,MTL,NHL,D,4,1,0,1,10
gerared01,1922,OTS,NHL,D,6,1,0,1,4
cleghsp01,1923,MTL,NHL,D,4,2,1,3,2
rothssa01,1925,MTM,NHL,F,4,0,0,0,0
roachjo01,1921,TRS,NHL,G,5,0,0,0,0
