playerid,year,stint,tmid,w,l,sa,ga
danisya01,2008,1,NYI,0,2,5,3
shielst01,2005,1,ATL,0,1,2,1
labarja01,2011,1,PHO,0,2,11,7
wardca01,2009,1,CAR,1,3,13,7
halakja01,2008,1,MTL,2,1,7,2
josepcu01,2008,1,TOR,2,1,11,3
hedbejo01,2010,1,NJD,2,1,11,3
dunhami01,2005,1,ATL,0,2,4,3
brodema01,2006,1,NJD,10,6,60,20
kolziol01,2006,1,WAS,1,5,17,9
garonma01,2008,1,EDM,1,0,3,1
masonch02,2005,1,NAS,2,0,5,0
caronse01,2005,1,PIT,0,3,10,6
dipieri01,2006,1,NYI,5,4,44,9
hillejo01,2009,1,AND,3,4,27,10
johnsbr02,2008,1,WAS,0,1,2,1
budajpe01,2010,1,COL,3,0,14,1
halakja01,2007,1,MTL,0,1,3,1
rolosdw01,2008,1,EDM,4,4,24,5
huetcr01,2009,1,CHI,3,4,38,13
holmqjo01,2006,1,TBL,6,1,33,4
kiprumi01,2011,1,CAL,3,8,40,15
wardca01,2006,1,CAR,0,4,14,6
andercr01,2005,1,CHI,0,3,7,5
vokouto01,2009,1,FLO,4,9,49,19
burkese01,2005,1,TBL,2,3,11,5
denisma01,2006,1,TBL,4,1,20,2
bryzgil01,2006,1,AND,0,4,13,6
hillejo01,2008,1,AND,5,1,31,5
sanfocu01,2006,1,STL,0,2,6,5
backsni01,2010,1,MIN,1,4,17,8
sabouda01,2007,1,PIT,4,1,26,6
aubinje01,2005,1,TOR,0,2,5,2
lehtoka01,2005,1,ATL,5,0,20,3
johnsbr02,2010,1,PIT,2,1,11,1
holtbbr01,2010,1,WAS,1,1,7,3
drouije01,2009,1,EDM,4,3,37,11
quickjo01,2008,1,LAK,4,1,14,4
bishobe01,2010,1,STL,1,0,4,2
rasktu01,2009,1,BOS,5,4,33,10
nabokev01,2007,1,SJS,6,6,40,18
labarja01,2005,1,LAK,2,0,5,0
masonch02,2009,1,STL,5,3,28,8
lundqhe01,2006,1,NYR,8,4,50,9
priceca01,2008,1,MTL,5,6,35,13
aubinje01,2007,1,LAK,1,1,4,2
fernama01,2007,1,BOS,1,0,3,0
toskave01,2009,1,TOR,1,1,4,2
luongro01,2010,1,VAN,3,5,26,12
clemmsc01,2005,1,NJD,1,1,7,3
bouchbr01,2006,1,CHI,0,2,4,4
hillejo01,2007,1,AND,2,1,12,5
schaeno01,2005,1,SJS,1,0,4,1
backsni01,2006,1,MIN,3,5,32,15
tellqmi01,2008,1,PHO,1,0,8,1
osgooch01,2007,1,DET,2,3,16,8
thibajo01,2006,1,PIT,1,1,5,3
millery01,2008,1,BUF,8,2,40,9
masonst01,2010,1,CBS,4,5,31,10
budajpe01,2009,1,COL,0,1,5,1
fleurma01,2009,1,PIT,6,2,23,6
luongro01,2009,1,VAN,2,3,14,5
emeryra01,2005,1,OTT,0,2,5,2
auldal01,2005,1,VAN,4,3,22,7
dipieri01,2007,1,NYI,3,2,21,6
sauveph01,2005,1,CAL,1,0,3,0
eschero01,2006,1,PHI,0,1,2,2
ersbeer01,2007,1,LAK,1,1,10,2
noronmi01,2005,1,BUF,0,0,1,1
bernijo01,2010,1,LAK,0,2,5,3
gigueje01,2010,1,TOR,2,2,15,7
denisma01,2005,1,CBS,3,1,18,4
andercr01,2006,1,FLO,1,0,2,0
hardijo01,2005,1,MIN,1,0,3,1
turcoma01,2007,1,DAL,3,3,23,9
schneco01,2008,1,VAN,0,1,3,3
peterju01,2010,1,CAR,0,1,2,2
brodema01,2009,1,NJD,6,4,31,9
luongro01,2011,1,VAN,6,6,42,17
gustajo01,2010,1,TOR,2,1,10,4
lawsona01,2010,1,NYI,1,1,6,4
lundqhe01,2007,1,NYR,6,7,42,13
khabini01,2007,1,CHI,2,4,19,7
conklty01,2009,1,STL,2,2,10,5
lenevda01,2005,1,PHO,0,1,3,1
valiqst01,2007,1,NYR,2,2,11,3
sanfocu01,2011,1,CBS,2,3,15,5
vokouto01,2010,1,FLO,2,1,13,2
norrefr01,2006,1,CBS,3,3,22,8
mcelhcu01,2009,2,AND,1,2,8,4
bouchbr01,2005,1,PHO,1,0,3,0
theodjo01,2011,1,FLO,4,7,37,14
macdojo01,2006,2,BOS,0,1,3,2
thomati01,2008,1,BOS,4,4,28,9
lalimpa01,2009,1,BUF,0,2,13,5
khabini01,2005,1,CHI,2,1,15,5
legacma01,2009,1,CAR,2,2,16,4
valiqst01,2006,1,NYR,1,0,4,2
danisya01,2009,1,NJD,0,1,3,3
leclapa01,2005,1,CBS,4,2,18,4
labarja01,2007,1,LAK,2,1,10,5
thomati01,2009,1,BOS,5,5,33,9
divisre01,2005,1,STL,0,1,3,2
brodema01,2011,1,NJD,7,2,26,7
bironma01,2006,2,PHI,0,1,3,2
