city_id,city,country_id,last_update
25,Ангра-дус-Рейс,15,2006-02-15 03:45:25
40,Аталкско,60,2006-02-15 03:45:25
55,Барселона,104,2006-02-15 03:45:25
82,Бислик,75,2006-02-15 03:45:25
87,"Добрый день! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",85,2006-02-15 03:45:25
98,Кабуйао,75,2006-02-15 03:45:25
106,Целая,60,2006-02-15 03:45:25
109,Чанчжоу,23,2006-02-15 03:45:25
120,Ситрус Хайтс,103,2006-02-15 03:45:25
129,Хуаскомек,60,2006-02-15 03:45:25
136,Датун,23,2006-02-15 03:45:25
140,Дейтон,103,2006-02-15 03:45:25
143,Дакка,12,2006-02-15 03:45:25
144,Дхуле (Дхулия),44,2006-02-15 03:45:25
159,Энши,23,2006-02-15 03:45:25
173,Фунафути,99,2006-02-15 03:45:25
203,Хигасиоосака,50,2006-02-15 03:45:25
206,Хоейда,107,2006-02-15 03:45:25
216,Идфу,29,2006-02-15 03:45:25
238,Желеть,80,2006-02-15 03:45:25
244,Йоханнесбург,85,2006-02-15 03:45:25
268,Кимчхон,86,2006-02-15 03:45:25
282,Кучинг,59,2006-02-15 03:45:25
288,Ла-Пас,60,2006-02-15 03:45:25
299,Лешань,23,2006-02-15 03:45:25
308,Липецк,80,2006-02-15 03:45:25
333,Мемфис,103,2006-02-15 03:45:25
344,Мосул,47,2006-02-15 03:45:25
360,Намибе,4,2006-02-15 03:45:25
380,Оияма,50,2006-02-15 03:45:25
392,Параллель,85,2006-02-15 03:45:25
400,Патиала,44,2006-02-15 03:45:25
408,Пятигорск,80,2006-02-15 03:45:25
409,Плок,76,2006-02-15 03:45:25
414,Портовьехо,28,2006-02-15 03:45:25
428,Ранкасва,22,2006-02-15 03:45:25
434,Роба́мб,28,2006-02-15 03:45:25
441,Сент-Луис,103,2006-02-15 03:45:25
442,Сент-Дени,79,2006-02-15 03:45:25
451,Сан-Фели́пе дель Прогро́со,60,2006-02-15 03:45:25
471,Шэньчжэнь,23,2006-02-15 03:45:25
475,Шивапури,44,2006-02-15 03:45:25
487,Согамосо,24,2006-02-15 03:45:25
504,Суланбейли,97,2006-02-15 03:45:25
518,Тираз,107,2006-02-15 03:45:25
535,Тяньцзинь,23,2006-02-15 03:45:25
539,Тонхэ,86,2006-02-15 03:45:25
543,Тулон,34,2006-02-15 03:45:25
544,Тулуза,34,2006-02-15 03:45:25
552,Уеда,50,2006-02-15 03:45:25
555,Урава,50,2006-02-15 03:45:25
563,Валле-де-Сан-Хосе,60,2006-02-15 03:45:25
579,Сянтань,23,2006-02-15 03:45:25
594,Заоян,23,2006-02-15 03:45:25
