name,islands,area,height,type,longitude,latitude
Sao Tome,,859.0,2024.0,volcanic,6.6,0.2
Lampedusa,,20.0,113.0,volcanic,13.2,35.4
Gozo,Malta,67.0,176.0,,14.3,36.05
Upolu,Samoan Islands,1125.0,1158.0,volcanic,-171.75,-13.9
Christmas Island,,135.0,350.0,coral,105.43,-10.25
Isla da Ometepe,,270.0,1700.0,,-85.6,11.5
Anjouan,Comores,424.0,,,44.35,-12.2
South Uist,Outer Hebrides,320.0,,,-7.2,57.2
Montserrat,Lesser Antilles,102.0,1050.0,volcanic,-62.13,16.42
Amrum,Nordfriesische Inseln,20.5,32.0,,8.3,54.65
Samos,Sporades,478.0,1434.0,,26.8,37.7
Samosir,,852.0,,volcanic,98.85,2.6
Reunion,,2510.0,3069.0,volcanic,55.5,-20.9
Tongatapu,Tonga Islands,260.0,65.0,coral,-175.15,-21.2
Maui,Hawaii Islands,1883.0,3055.0,,-156.3,20.7
Santa Rosa Island,Californian Channel Islands,215.0,484.0,,-120.1,34.0
Aland,Aland Islands,650.0,,,20.0,60.1
Little Cayman,Cayman Islands,20.0,,,-80.0,19.8
Mindoro,Phillipines,10244.0,,,121.1,13.0
Pitcairn,Pitcairn Islands,4.5,347.0,volcanic,-130.05,-25.04
Santa Cruz Island,Californian Channel Islands,245.0,747.0,,-119.7,34.0
Anglesey,British Isles,715.0,,,-4.4,53.3
Pemba,,984.0,,,39.7,-5.2
Hokkaido,Japan,83456.0,2290.0,volcanic,143.0,43.3
San Clemente Island,Californian Channel Islands,147.0,599.0,,-118.5,33.0
Trinidad,Lesser Antilles,4827.0,940.0,,-61.35,10.4
Bishop Rock,Scilly Islands,,,,-6.3,50.0
Efate,Vanuatu,900.0,647.0,,168.4,-17.8
Gheschm,,1491.0,,,,
Hierro,Canares,268.0,1500.0,volcanic,-18.0,27.7
Majuro,Marshall Islands,9.2,,atoll,171.4,7.1
Molokai,Hawaii Islands,676.0,1512.0,,-157.0,21.1
Lanzarote,Canares,846.0,671.0,volcanic,-13.6,29.0
Greenland,,2175600.0,,,-40.0,70.0
Usedom,,445.0,,,14.1,53.9
Tarawa,Gilbert Islands,,,atoll,173.0,1.4
Guadalcanal,Solomon Islands,5358.0,2335.0,,160.2,-9.6
