name,code,capital,province,area,population
Afghanistan,AFG,Kabul,Afghanistan,647500.0,22664136
Angola,ANG,Luanda,Luanda,1246700.0,10342899
Azerbaijan,AZ,Baku,Azerbaijan,86600.0,7676953
Bangladesh,BD,Dhaka,Bangladesh,144000.0,123062800
Benin,BEN,Porto-Novo,Benin,112620.0,5709529
Burkina Faso,BF,Ouagadougou,Burkina Faso,274200.0,10623323
Bhutan,BHT,Thimphu,Bhutan,47000.0,1822625
Burundi,BI,Bujumbura,Burundi,27830.0,5943057
Bolivia,BOL,La Paz,Bolivia,1098580.0,7165257
Brazil,BR,Brasilia,Distrito Federal,8511960.0,162661214
Cameroon,CAM,Yaounde,Centre,475440.0,14261557
Cote dIvoire,CI,Yamoussoukro,Cote dIvoire,322460.0,14762445
Comoros,COM,Moroni,Comoros,2170.0,569237
Cape Verde,CV,Praia,Cape Verde,4030.0,449066
Djibouti,DJI,Djibouti,Djibouti,22000.0,427642
Kenya,EAK,Nairobi,Nairobi,582650.0,28176686
Tanzania,EAT,Dar es Salaam,Daressalam,945090.0,29058470
Uganda,EAU,Kampala,Uganda,236040.0,20158176
Eritrea,ER,Asmara,Eritrea,121320.0,3427883
Egypt,ET,Cairo,El Qahira,1001450.0,63575107
Ethiopia,ETH,Addis Ababa,Ethiopia,1127130.0,57171662
Gabon,G,Libreville,Gabon,267670.0,1172798
Guatemala,GCA,Guatemala City,Guatemala,108890.0,11277614
Ghana,GH,Accra,Ghana,238540.0,17698271
Guinea-Bissau,GNB,Bissau,Guinea-Bissau,36120.0,1151330
Equatorial Guinea,GQ,Malabo,Equatorial Guinea,28050.0,431282
Guyana,GUY,Georgetown,Guyana,214970.0,712091
India,IND,New Delhi,Delhi,3287590.0,952107694
Iran,IR,Tehran,Tehran,1648000.0,66094264
Iraq,IRQ,Baghdad,Baghdad,437072.0,21422292
Cambodia,K,Phnom Penh,Cambodia,181040.0,10861218
Kazakstan,KAZ,Almaty,Almaty (munic.),2717300.0,16916463
Kyrgyzstan,KGZ,Bishkek,Kyrgyzstan,198500.0,4529648
Kiribati,KIR,Tarawa,Kiribati,717.0,80919
Laos,LAO,Vientiane,Laos,236800.0,4975772
