country,name,percentage
SF,Protestant,89.0
CI,Christian,12.0
RN,Muslim,80.0
DZ,Muslim,99.0
SK,Protestant,8.4
TT,Hindu,24.3
Q,Muslim,95.0
USA,Protestant,56.0
SLB,Protestant,5.0
JA,Protestant,55.9
SK,Roman Catholic,60.3
BIH,Christian Orthodox,31.0
E,Roman Catholic,99.0
ZW,Muslim,1.0
ZRE,Kimbanguist,10.0
TL,Protestant,1.0
REUN,Roman Catholic,94.0
SUD,Muslim,70.0
BZ,Protestant,30.0
FSM,Protestant,47.0
LAO,Buddhist,60.0
MS,Christian,28.3
NORF,Uniting Church Australia,16.4
USA,Roman Catholic,28.0
SME,Protestant,25.2
DZ,Christian,0.5
THA,Buddhist,95.0
SY,Anglican,8.0
IR,Muslim,99.0
BG,Muslim,13.0
MART,Roman Catholic,95.0
WD,Roman Catholic,77.0
VU,Church Christ,3.8
DJI,Muslim,94.0
ZRE,Roman Catholic,50.0
SN,Christian,2.0
NEP,Buddhist,5.0
EAK,Protestant,38.0
EAK,Roman Catholic,28.0
RCB,Muslim,2.0
