name,country,province,population,longitude,latitude
Vaduz,FL,Liechtenstein,27714.0,9.3,47.08
Greensboro,USA,North Carolina,183894.0,,
Chiniot,PK,Pakistan,105559.0,,
Longyearbyen,SVAX,Svalbard,,15.33,78.13
Fukushima,J,Fukushima,,,
Managua,NIC,Nicaragua,1195000.0,-86.25,12.1667
Rostov na Donu,R,Rostovskaya oblast,1026000.0,,
Saint-Pierre,SPMI,Saint Pierre and Miquelon,5618.0,-56.0,47.0
Tarsus,TR,Icel,225000.0,,
Labuan,MAL,Fed. Terr. of Labuan,,,
Tehran,IR,Tehran,6750043.0,51.4167,35.6833
Phnom Penh,K,Cambodia,400000.0,104.85,11.55
Glazov,R,Udmurt Republic,107000.0,,
Sao Joao de Meriti,BR,Rio de Janeiro,433713.0,,
Bur Said,ET,Bur Said (munic.),382000.0,,
Sankt Gallen,CH,SG,74106.0,,
Salisbury,GB,Wiltshire,109800.0,,
Ciechanow,PL,Ciechanowskie,,,
Krefeld,D,Nordrhein Westfalen,249662.0,,
Hami,TJ,Xinjiang Uygur,161315.0,,
Jammu,IND,Jammu and Kashmir,,74.3,32.2
Luhansk,UA,Luhanska,501000.0,,
Ystrad Fawr,GB,Caerphilly,,,
Richmond,USA,Virginia,202798.0,-77.3333,37.5
Petrozavodsk,R,Rep. of Karelia,280000.0,,
Maroua,CAM,Nord extreme,143000.0,,
Kafr el Sheikh,ET,Kafr el Sheikh,,,
Adiyaman,TR,Adiyaman,128000.0,,
Timisoara,RO,Timis,333000.0,,
The Valley,AXA,Anguilla,,-63.03,18.13
Mtwara Mikandani,EAT,Mtwara,,,
Nyiregyhaza,H,Szabolcs Szatmar,115000.0,,
Kremenchuk,UA,Poltavska,238000.0,,
Shreveport,USA,Louisiana,198525.0,,
Tirgu Jiu,RO,Gorj,,,
Potsdam,D,Brandenburg,138268.0,13.1,52.4
Rybinsk,R,Yaroslavskaya oblast,248000.0,,
Alcala de Henares,E,Madrid,166250.0,,
Murmansk,R,Murmanskaya oblast,407000.0,,
Reading,GB,Berkshire,137700.0,,
Madison,USA,Wisconsin,190766.0,-89.2,43.0
Pematang Siantar,RI,Indonesia,219328.0,,
Avarua,COOK,Cook Islands,,-159.46,-21.12
Modesto,USA,California,164746.0,-121.0,37.65
Liling,TJ,Hunan,108504.0,,
Kansas City,USA,Missouri,434829.0,-94.5833,39.1167
Espoo,SF,Uusimaa,160480.0,24.3,60.2
Toledo,USA,Ohio,332943.0,-83.8,41.6
Guixian,TJ,Guangxi Zhuangzu,114025.0,,
Terrassa,E,Catalonia,161428.0,,
Pachuca de Soto,MEX,Hidalgo,83892.0,-98.4,20.1
Zaporizhzhya,UA,Zaporizka,891000.0,,
Ila,WAN,Nigeria,233000.0,,
Concordia,RA,Entre Rios,116485.0,,
Kinshasa,ZRE,Kinshasa,4655313.0,15.2,-4.3
Bojnurd,IR,Khorasan,112426.0,,
Chirchiq,UZB,Toshkent,156000.0,,
Peterborough,GB,Cambridgeshire,156400.0,,
Zamora,MEX,Michoacan,109751.0,,
Uzhhorod,UA,Zakarpatska,,,
Mold,GB,Flintshire,,,
Offenbach am Main,D,Hessen,116482.0,,
Bratislava,SK,Slovakia,,17.1,48.1
An Najaf,IRQ,An Najaf,309010.0,,
Macapa,BR,Amapa,214197.0,-52.0,0.5
Rize,TR,Rize,,,
Saint Helens,GB,Merseyside,180200.0,,
Jiangmen,TJ,Guangdong,230587.0,,
Nizhniy Tagil,R,Sverdlovskaya oblast,409000.0,,
Fuyang,TJ,Anhui,179572.0,,
Satu Mare,RO,Satu Mare,137000.0,,
Eisenstadt,A,Burgenland,10102.0,16.0,48.0
Kolpino,R,Leningradskaya oblast,143000.0,,
Manisa,TR,Manisa,187500.0,,
Khorramabad,IR,Lorestan,277370.0,,
Cairo,ET,El Qahira,6053000.0,31.3333,29.8667
Sekondi,GH,Ghana,31916.0,,
Zanjan,IR,Zanjan,280691.0,,
Scarborough,CDN,Ontario,524598.0,,
Fort-de-France,MART,Martinique,100000.0,-61.0,14.6
Oral,KAZ,Batys Qazaqstan,219100.0,,
Legnica,PL,Legnickie,104000.0,,
Toyama,J,Toyama,,,
Changchun,TJ,Jilin,2110000.0,125.15,43.5
Huaihua,TJ,Hunan,126785.0,,
