river,country,province
Lagen,N,Akershus
Uelle,ZRE,Equateur
Colorado,MEX,Baja California
Moldau,CZ,Praha
Werra,D,Niedersachsen
Ubangi,RCB,Congo
Irawaddy,MYA,Kachin
Isar,D,Bayern
Reuss,CH,AG
Ebro,E,Catalonia
Truckee River,USA,Nevada
Murray River,AUS,South Australia
Bahr el-Djebel/Albert-Nil,SUD,Aali an Nil
Amazonas,BR,Para
Luapula,Z,Luapula
Argun,R,Chitinskaya oblast
Schari,TCH,Chad
Thames,GB,Essex
Cuango,ZRE,Bandundu
Maas,NL,Noord Brabant
Brigach,D,Baden Wurttemberg
Kwa,ZRE,Bandundu
Rio Grande,MEX,Tamaulipas
Southern Morava,SRB,Serbia
Sobat,SUD,Aali an Nil
Guadiana,P,Porto
Detroit River,CDN,Ontario
Thjorsa,IS,Iceland
