lahmanid,playerid,managerid,hofid,birthyear,birthmonth,birthday,birthcountry,birthstate,birthcity,deathyear,deathmonth,deathday,deathcountry,deathstate,deathcity,namefirst,namelast,namenote,namegiven,namenick,weight,height,bats,throws,debut,finalgame,college,lahman40id,lahman45id,retroid,holtzid,bbrefid
11,abbotgl01,,,1951.0,2.0,16.0,USA,AR,Little Rock,,,,,,,Glenn,Abbott,,William Glenn,,200.0,78.0,R,R,7/29/1973,8/8/1984,Arkansas State,abbotgl01,abbotgl01,abbog001,abbotgl01,abbotgl01
17,abbotpa01,,,1967.0,9.0,15.0,USA,CA,Van Nuys,,,,,,,Paul,Abbott,,Paul David,,185.0,75.0,R,R,8/21/1990,8/7/2004,,abbotpa01,abbotpa01,abbop001,abbotpa01,abbotpa01
58,adamsge01,,,,,,,,,,,,,,,George,Adams,,George,,175.0,66.0,R,R,6/14/1879,,,adamsge01,adamsge01,adamg102,adamsge01,adamsge01
76,addisbo01,,,1925.0,11.0,6.0,USA,OH,Mineral,,,,,,,Bob,Addis,,Robert Gordon,,175.0,72.0,L,R,9/1/1950,6/12/1953,,addisbo01,addisbo01,addib101,addisbo01,addisbo01
131,alexabo01,,,1922.0,8.0,7.0,CAN,BC,Vancouver,1993.0,4.0,7.0,USA,CA,Oceanside,Bob,Alexander,,Robert Somerville,,205.0,74.0,R,R,4/11/1955,9/22/1957,,alexabo01,alexabo01,alexb101,alexabo01,alexabo01
154,allendu01,,,1972.0,8.0,9.0,USA,OK,Oklahoma City,,,,,,,Dusty,Allen,,,,215.0,76.0,R,R,7/1/2000,10/1/2000,,allendu01,allendu01,alled001,allendu01,allendu01
155,allenet01,,,1904.0,1.0,1.0,USA,OH,Cincinnati,1993.0,9.0,15.0,USA,OR,Brookings,Ethan,Allen,,Ethan Nathan,,180.0,73.0,R,R,6/21/1926,6/18/1938,,allenet01,allenet01,allee101,allenet01,allenet01
168,allenne01,,,1958.0,1.0,24.0,USA,KS,Kansas City,,,,,,,Neil,Allen,,Neil Patrick,,185.0,75.0,R,R,4/15/1979,9/19/1989,,allenne01,allenne01,allen001,allenne01,allenne01
170,allenpe01,,,1868.0,5.0,1.0,USA,OH,Columbiana,1946.0,4.0,16.0,USA,PA,Philadelphia,Pete,Allen,,Jesse Hall,,185.0,68.0,R,R,8/4/1893,8/4/1893,,allenpe01,allenpe01,allep101,allenpe01,allenpe01
193,almoner01,,,1978.0,2.0,1.0,D.R.,,Santo Domingo,,,,,,,Erick,Almonte,,,,180.0,74.0,R,R,9/4/2001,9/26/2003,,almoner01,almoner01,almoe001,almoner01,almoner01
195,alomalu01,,,1923.0,7.0,23.0,Cuba,,Havana,1997.0,4.0,7.0,USA,IL,Park Ridge,Luis,Aloma,,Luis (Barba),Witto,195.0,74.0,R,R,4/19/1950,8/30/1953,,alomalu01,alomalu01,aloml101,alomalu01,alomalu01
199,aloufe01,aloufe01m,aloufe01h,1935.0,5.0,12.0,D.R.,,Haina,,,,,,,Felipe,Alou,born Felipe Rojas (Alou),Felipe Rojas,,195.0,72.0,R,R,6/8/1958,4/24/1974,,aloufe01,aloufe01,alouf101,aloufe01,aloufe01
200,alouje01,,alouje01h,1942.0,3.0,24.0,D.R.,,Haina,,,,,,,Jesus,Alou,born Jesus Maria Rojas (Alou),Jesus Maria Rojas,Jay,190.0,74.0,R,R,9/10/1963,9/29/1979,,alouje01,alouje01,alouj101,alouje01,alouje01
204,alstode01,,,1952.0,9.0,22.0,USA,NY,Valhalla,,,,,,,Dell,Alston,,Wendell,,180.0,72.0,L,R,5/17/1977,10/4/1980,Concordia,alstode01,alstode01,alstd101,alstode01,alstode01
211,altizda01,,,1876.0,11.0,6.0,USA,IL,Pearl,1964.0,5.0,14.0,USA,IL,Pleasant Hill,Dave,Altizer,,David Tilden,Filipino,160.0,70.0,L,R,5/29/1906,7/10/1911,,altizda01,altizda01,altid101,altizda01,altizda01
221,alvaror01,,,1952.0,2.0,28.0,P.R.,,Rio Grande,,,,,,,Orlando,Alvarez,,Jesus Manuel Orlando (Monge),,165.0,72.0,R,R,9/1/1973,6/18/1976,,alvaror01,alvaror01,alvao102,alvaror01,alvaror01
230,amarari01,,,1962.0,4.0,1.0,USA,CA,Visalia,,,,,,,Rich,Amaral,,Richard Louis,,175.0,72.0,R,R,5/27/1991,6/14/2000,UCLA,amarari01,amarari01,amarr001,amarari01,amarari01
238,amorosa01,,,1930.0,1.0,30.0,Cuba,,Havana,1992.0,6.0,27.0,USA,FL,Miami,Sandy,Amoros,,Edmundo (Isasi),,170.0,67.0,L,L,8/22/1952,10/2/1960,,amorosa01,amorosa01,amors101,amorosa01,amorosa01
247,anderbr02,,,1972.0,4.0,26.0,USA,VA,Portsmouth,,,,,,,Brian,Anderson,,Brian James,,190.0,73.0,B,L,9/10/1993,5/8/2005,,anderbr02,anderbr02,andeb002,anderbr02,anderbr02
257,andergo01,,,1880.0,1.0,13.0,USA,OH,Cleveland,1923.0,3.0,15.0,USA,IN,South Bend,Goat,Anderson,,Edward John,,,,L,R,4/11/1907,10/6/1907,,andergo01,andergo01,andeg101,andergo01,andergo01
265,anderla01,,,1952.0,12.0,3.0,USA,CA,Maywood,,,,,,,Larry,Anderson,,Lawrence Dennis,,190.0,75.0,R,R,9/25/1974,6/26/1977,,anderla01,anderla01,andel101,anderla01,anderla01
268,andermi01,,,1951.0,6.0,22.0,USA,SC,Florence,,,,,,,Mike,Anderson,,Michael Allen,,200.0,74.0,R,R,9/2/1971,9/30/1979,,andermi01,andermi01,andem101,andermi01,andermi01
278,andrejo01,,,1923.0,1.0,3.0,USA,MA,Brockton,1976.0,11.0,25.0,USA,MA,Centerville,John,Andre,,John Edward,,200.0,76.0,L,R,4/16/1955,7/16/1955,,andrejo01,andrejo01,andrj102,andrejo01,andrejo01
280,andreki01,,,1953.0,11.0,14.0,USA,CA,Glendale,,,,,,,Kim,Andrew,,Kim Darrell,,160.0,70.0,R,R,4/16/1975,4/21/1975,,andreki01,andreki01,andrk101,andreki01,andreki01
283,andreel01,,,1901.0,12.0,11.0,USA,SC,Greenwood,1979.0,11.0,25.0,USA,SC,Greenwood,Elbert,Andrews,,Elbert De Vore,,175.0,72.0,L,R,5/1/1925,6/12/1925,,andreel01,andreel01,andre102,andreel01,andreel01
290,andrena01,,,1913.0,9.0,30.0,USA,NC,Pembroke,1991.0,4.0,26.0,USA,NC,Winston-Salem,Nate,Andrews,,Nathan Hardy,,195.0,72.0,R,R,5/1/1937,6/23/1946,,andrena01,andrena01,andrn101,andrena01,andrena01
318,applilu01,applilu01m,applilu01h,1907.0,4.0,2.0,USA,NC,High Point,1991.0,1.0,3.0,USA,GA,Cumming,Luke,Appling,,Lucius Benjamin,"Old Aches and Pains,Luscious Luke",183.0,70.0,R,R,9/10/1930,10/1/1950,,applilu01,applilu01,appll101,applilu01,applilu01
319,aquinlu01,,,1964.0,5.0,19.0,P.R.,,Santurce,,,,,,,Luis,Aquino,,Luis Antonio (Colon),,155.0,72.0,R,R,8/8/1986,9/12/1995,,aquinlu01,aquinlu01,aquil001,aquinlu01,aquinlu01
332,arellfr01,,,1882.0,1.0,28.0,USA,CA,Santa Cruz,1918.0,12.0,13.0,USA,CA,San Jose,Frank,Arellanes,,Frank Julian,,180.0,72.0,R,R,7/28/1908,8/14/1910,,arellfr01,arellfr01,arelf101,arellfr01,arellfr01
348,armstbo01,,,1850.0,,,USA,MD,Baltimore,,,,,,,Bob,Armstrong,,Robert,,160.0,74.0,,,6/26/1871,8/29/1871,,armstsa01,armstsa01,armsr101,armstsa01,armstsa01
356,arnolch01,,,1947.0,11.0,6.0,USA,CA,Long Beach,,,,,,,Chris,Arnold,,Christopher Paul,,160.0,70.0,R,R,9/7/1971,10/2/1976,,arnolch01,arnolch01,arnoc101,arnolch01,arnolch01
369,arroyru01,,,1950.0,6.0,19.0,USA,NY,New York,,,,,,,Rudy,Arroyo,,Rudolph,,195.0,74.0,L,L,6/1/1971,6/24/1971,,arroyru01,arroyru01,arror101,arroyru01,arroyru01
374,asbjoca01,,,1909.0,6.0,19.0,USA,MA,Concord,1970.0,1.0,21.0,USA,PA,Williamsport,Casper,Asbjornson,Name Changed To Asby,Robert Anthony,,196.0,73.0,R,R,9/17/1928,8/31/1932,,asbjoca01,asbjoca01,asbjc101,asbjoca01,asbjoca01
380,ashlebi01,,,1970.0,7.0,11.0,USA,MI,Trenton,,,,,,,Billy,Ashley,,Billy Manual,,220.0,79.0,R,R,9/1/1992,7/30/1998,,ashlebi01,ashlebi01,ashlb001,ashlebi01,ashlebi01
407,augusje01,,,1952.0,7.0,24.0,USA,WI,Kewaunee,,,,,,,Jerry,Augustine,,Gerald Lee,,183.0,72.0,L,L,9/9/1975,4/11/1984,Wisconsin-La Crosse,augusje01,augusje01,auguj001,augusje01,augusje01
424,averiea01,,averiea01h,1902.0,5.0,21.0,USA,WA,Snohomish,1983.0,8.0,16.0,USA,WA,Everett,Earl,Averill,,Howard Earl,"Rock,The Earl of Snohomish",172.0,69.0,L,R,4/16/1929,4/25/1941,,averiea01,averiea01,avere101,averiea01,averiea01
445,babinch01,,,1895.0,5.0,4.0,USA,RI,Cranston,1957.0,3.0,22.0,USA,RI,Providence,Charlie,Babington,,Charles Percy,,170.0,72.0,R,R,7/20/1915,9/26/1915,,babinch01,babinch01,babic101,babinch01,babinch01
447,backmle01,,,1888.0,3.0,20.0,USA,OH,Cleves,1975.0,11.0,8.0,USA,OH,Cincinnati,Les,Backman,,Lester John,,195.0,72.0,R,R,7/3/1909,8/28/1910,,backmle01,backmle01,backl101,backmle01,backmle01
489,bairdo01,,,1949.0,8.0,22.0,USA,OH,Defiance,,,,,,,Doug,Bair,,Charles Douglas,,170.0,72.0,R,R,9/13/1976,10/3/1990,Bowling Green State,bairdo01,bairdo01,baird001,bairdo01,bairdo01
494,bakenda01,,,1945.0,3.0,5.0,USA,OH,Columbus,,,,,,,Dave,Bakenhaster,,David Lee,,168.0,70.0,R,R,6/20/1964,7/22/1964,,bakenda01,bakenda01,baked103,bakenda01,bakenda01
497,bakerbo01,,,1878.0,7.0,17.0,USA,NY,Troy,1940.0,8.0,17.0,USA,NY,New York,Bock,Baker,,Charles,Smiling Bock,181.0,69.0,,L,4/28/1901,5/13/1901,,bakerbo01,bakerbo01,bakeb102,bakerbo01,bakerbo01
551,ballaje01,,,1963.0,8.0,13.0,USA,MT,Billings,,,,,,,Jeff,Ballard,,Jeffrey Scott,,195.0,75.0,L,L,5/9/1987,7/8/1994,Stanford,ballaje01,ballaje01,ballj002,ballaje01,ballaje01
563,bandosa01,,bandosa01h,1944.0,2.0,13.0,USA,OH,Cleveland,,,,,,,Sal,Bando,,Salvatore Leonard,,195.0,72.0,R,R,9/3/1966,10/3/1981,,bandosa01,bandosa01,bands101,bandosa01,bandosa01
564,baneed01,,,1952.0,3.0,22.0,USA,IL,Chicago,,,,,,,Eddie,Bane,,Edward Norman,,160.0,69.0,R,L,7/4/1973,9/12/1976,,baneed01,baneed01,banee101,baneed01,baneed01
567,bankhda01,,,1920.0,5.0,3.0,USA,AL,Empire,1976.0,5.0,2.0,USA,TX,Houston,Dan,Bankhead,,Daniel Robert,,184.0,73.0,R,R,8/26/1947,7/18/1951,,bankhda01,bankhda01,bankd101,bankhda01,bankhda01
572,banksge01,,,1938.0,9.0,24.0,USA,SC,Pacolet Mills,1985.0,3.0,1.0,USA,SC,Spartanburg,George,Banks,,George Edward,,185.0,71.0,R,R,4/15/1962,5/7/1966,,banksge01,banksge01,bankg101,banksge01,banksge01
589,barbest01,,barbest01h,1938.0,2.0,22.0,USA,MD,Takoma Park,2007.0,2.0,4.0,USA,NV,Henderson,Steve,Barber,,Stephen David,,195.0,72.0,L,L,4/21/1960,7/31/1974,,barbest01,barbest01,barbs102,barbest01,barbest01
614,barklre01,,,1912.0,9.0,19.0,USA,TX,Childress,2000.0,12.0,12.0,USA,TX,Waco,Red,Barkley,,John Duncan,,160.0,71.0,R,R,9/2/1937,8/14/1943,,barklre01,barklre01,barkr101,barklre01,barklre01
