id,lgid,teamid,franchid,name,park
112,AL,WS1,MIN,Washington Senators,American League Park II
266,NL,SDN,SDP,San Diego Padres,Jack Murphy Stadium
43,AL,BOS,BOS,Boston Americans,Huntington Avenue Grounds
222,NL,IN3,IND,Indianapolis Hoosiers,Athletic Park II
173,NL,BSN,ATL,Boston Beaneaters,South End Grounds II / Congress Street Grounds / South End Grounds III
281,NL,SLN,STL,St. Louis Cardinals,Robison Field
167,NL,BRO,LAD,Brooklyn Grooms,Eastern Park
219,NL,HOU,HOU,Houston Colt .45's,Colt Stadium
165,NL,BRO,LAD,Brooklyn Dodgers,Ebbets Field
134,,CH1,CNA,Chicago White Stockings,Union Base-Ball Grounds
154,,WS6,WNT,Washington Nationals,Olympics Grounds
313,UA,WIL,WIL,Wilmington Quicksteps,
210,NL,FLO,FLA,Florida Marlins,Dolphin Stadium
214,NL,HAR,HAR,Hartford Dark Blues,Hartford Ball Club Grounds
147,,RC1,ROK,Rockford Forest Citys,Agricultural Society Fair Grounds
156,NL,ARI,ARI,Arizona Diamondbacks,Chase Field
309,UA,MLU,MLU,Milwaukee Brewers,
37,AA,WS9,WAS,Washington Statesmen,Boundary Field
308,UA,KCU,KCU,Kansas City Cowboys,
81,AL,NYA,NYY,New York Highlanders,Hilltop Park
188,NL,CHN,CHC,Chicago White Stockings,23rd Street Grounds
304,UA,BLU,BLU,Baltimore Monumentals,
49,AL,CHA,CHW,Chicago White Sox,Comiskey Park
272,NL,SFN,SFG,San Francisco Giants,PacBell Park
307,UA,CNU,COR,Cincinnati Outlaw Reds,
145,,PH2,PWS,Philadelphia Whites,Jefferson Street Grounds
260,NL,PIT,PIT,Pittsburgh Pirates,Exposition Park/Forbes Field
162,NL,BRO,LAD,Brooklyn Bridegrooms,Eastern Park
211,NL,FLO,FLA,Florida Marlins,Joe Robbie Stadium
312,UA,SPU,STP,St. Paul White Caps,
223,NL,KCN,KCN,Kansas City Cowboys,Association Park
14,AA,CN2,CIN,Cincinnati Red Stockings,League Park I in Cincinnati
51,AL,CHA,CHW,Chicago White Sox,South Side Park II
129,,BL4,MAR,Baltimore Marylands,Newington Park
80,AL,MLA,BAL,Milwaukee Brewers,Lloyd Street Grounds
310,UA,PHU,PHK,Philadelphia Keystones,
306,UA,CHU,CPI,Chicago/Pittsburgh (Union League),
202,NL,CL2,CBL,Cleveland Blues,Kennard Street Park
122,FL,CHF,CHH,Chicago Whales,Wrigley Field
276,NL,SL5,SLM,St. Louis Maroons,Sportsman's Park I
256,NL,PHI,PHI,Philadelphia Quakers,Recreation Park
254,NL,PHI,PHI,Philadelphia Phillies,Veterans Stadium
103,AL,TEX,TEX,Texas Rangers,Ameriquest Field
187,NL,CHN,CHC,Chicago Orphans,West Side Park II
234,NL,MON,WSN,Montreal Expos,Jarry Park
45,AL,BOS,BOS,Boston Red Sox,Fenway Park II
3,AA,BL3,BLO,Baltimore Orioles,Oriole Park
152,,WS4,NAT,Washington Nationals,Nationals Grounds
20,AA,LS2,LOU,Louisville Eclipse,Eclipse Park I
79,AL,ML4,MIL,Milwaukee Brewers,County Stadium
66,AL,DET,DET,Detroit Tigers,Navin Field
199,NL,CIN,CIN,Cincinnati Reds,League Park II in Cincinnati
151,,WS3,OLY,Washington Olympics,Olympics Grounds
225,NL,LAN,LAD,Los Angeles Dodgers,Los Angeles Memorial Coliseum
46,AL,BOS,BOS,Boston Red Sox,Huntington Avenue Grounds
155,NL,ARI,ARI,Arizona Diamondbacks,Bank One Ballpark
128,,BL1,BLC,Baltimore Canaries,Newington Park
44,AL,BOS,BOS,Boston Red Sox,Fenway Park I
180,NL,BSN,ATL,Boston Red Caps,South End Grounds I
132,,BR2,BRA,Brooklyn Atlantics,Union Grounds
299,PL,CLP,CLI,Cleveland Infants,
119,FL,BUF,BFL,Buffalo Blues,
118,FL,BRF,BTT,Brooklyn Tip-Tops,
291,NL,WAS,WSN,Washington Nationals,Nationals Park
88,AL,OAK,OAK,Oakland Athletics,Network Associates Coliseum
257,NL,PHN,ATH,Philadelphia Athletics,Jefferson Street Grounds
50,AL,CHA,CHW,Chicago White Sox,Comiskey Park II
26,AA,PH4,PHQ,Philadelphia Athletics,Athletic Park
5,AA,BR3,LAD,Brooklyn Atlantics,Washington Park I
35,AA,TL2,TLM,Toledo Maumees,Speranza Park
282,NL,SLN,STL,St. Louis Cardinals,Robison Field/Sportsman's Park IV
18,AA,KC2,KCC,Kansas City Cowboys,Exposition Park
287,NL,TRN,TRT,Troy Trojans,Haymakers' Grounds
137,,ELI,RES,Elizabeth Resolutes,Waverly Fairgrounds
208,NL,COL,COL,Colorado Rockies,Mile High Stadium
93,AL,PHA,OAK,Philadelphia Athletics,Connie Mack Stadium
115,AL,WS2,TEX,Washington Senators,Griffith Stadium II
238,NL,NY1,SFG,New York Giants,Polo Grounds II
78,AL,MIN,MIN,Minnesota Twins,Target Field
269,NL,SFN,SFG,San Francisco Giants,3Com Park
76,AL,MIN,MIN,Minnesota Twins,Hubert H Humphrey Metrodome
259,NL,PIT,PIT,Pittsburgh Pirates,Exposition Park
90,AL,OAK,OAK,Oakland Athletics,Oakland Coliseum
91,AL,OAK,OAK,Oakland Athletics,Oakland-Alameda Country Coliseum
64,AL,DET,DET,Detroit Tigers,Briggs Stadium
150,,TRO,TRO,Troy Haymakers,Haymakers' Grounds
169,NL,BRO,LAD,Brooklyn Superbas,Ebbets Field
153,,WS5,WBL,Washington Blue Legs,Olympics Grounds
148,,SL1,SLR,St. Louis Red Stockings,Red Stocking Baseball Park
100,AL,SLA,BAL,St. Louis Browns,Sportsman's Park IV
11,AA,CL5,CBK,Columbus Buckeyes,Recreation Park I
66,AL,DET,DET,Detroit Tigers,Navin Field
168,NL,BRO,LAD,Brooklyn Robins,Ebbets Field
25,AA,PH4,PHA,Philadelphia Athletics,Oakdale Park
81,AL,NYA,NYY,New York Highlanders,Hilltop Park
234,NL,MON,WSN,Montreal Expos,Jarry Park
3,AA,BL3,BLO,Baltimore Orioles,Oriole Park
248,NL,PHI,PHI,Philadelphia Phillies,Baker Bowl
253,NL,PHI,PHI,Philadelphia Phillies,Shibe Park
268,NL,SDN,SDP,San Diego Padres,Qualcomm Stadium
274,NL,SFN,SFG,San Francisco Giants,Seals Stadium
158,NL,ATL,ATL,Atlanta Braves,Turner Field
139,,HR1,HNA,Hartford Dark Blues,Hartford Ball Club Grounds
64,AL,DET,DET,Detroit Tigers,Briggs Stadium
243,NL,NY3,NYU,New York Mutuals,Union Grounds (Brooklyn)
300,PL,NYP,NYI,New York Giants,
