raceid,driverid,stop,lap,time,duration,milliseconds
914,155,4,38,16:42:35,25.576,25576
863,4,3,37,16:06:29,23.207,23207
890,814,3,48,15:15:49,23.027,23027
882,18,1,23,15:44:11,19.898,19898
854,13,1,11,20:25:14,30.290,30290
870,813,3,52,15:23:48,13.206,13206
900,3,1,12,17:27:27,24.331,24331
860,5,1,14,17:26:12,24.397,24397
852,13,3,32,15:08:49,21.485,21485
976,840,3,22,17:53:32,21:52.728,1312728
874,10,2,40,16:12:57,21.520,21520
868,818,2,32,13:56:46,26.200,26200
871,20,1,21,14:48:56,20.811,20811
951,1,1,17,15:35:21,30.001,30001
913,818,1,11,20:25:26,29.806,29806
956,18,1,9,14:14:05,22.859,22859
885,820,1,23,14:35:17,25.337,25337
932,18,2,44,15:03:06,25.374,25374
880,1,3,42,18:09:35,21.778,21778
909,826,2,32,14:49:52,20.251,20251
861,155,1,5,16:14:39,28.122,28122
962,817,3,32,21:05:33,28.921,28921
982,828,6,31,21:17:01,30.067,30067
952,817,4,65,15:43:55,23.133,23133
918,16,2,22,17:44:35,22.277,22277
