city,province,country,island
Юнго,Тайвань,КР,Тайвань
Глостер,Глостершир,ГБ,Великобритании
Кофу,Яманаши,J,Хонсю
Наа,Окинава,J,Окинава
Чунхо,Тайвань,КР,Тайвань
Стокпорт,Большой Манчестер,ГБ,Великобритании
Тсу,Мие,J,Хонсю
Фор-де-Франция,Мартиника,МАРТ,Мартиника
Белфаст,Великобритании и Северной Ирландии,ГБ,Италия
Утсономия,Точиги,J,Хонсю
Иокогама,Канагава,J,Хонсю
Сьего де Авила,Сьего де Авила,C,Куба
Пингтунг,Тайвань,КР,Тайвань
Ньюкасл на Тайне,Тайн и Валяй.,ГБ,Великобритании
Кавасаки,Канагава,J,Хонсю
&lt; &lt; Проболингго &gt; &gt;,Индонезия,РИ,Ява
Сент-Джордж,Гренада,РГ,Гренада
Санья,Хайнан,ТДж,Хайнан
Стэнли,Фолклендские острова,ФАЛК,Восточный Фолкленд
Сент-Денис,Воссоединение,ВРЕМЯ,Воссоединение
Летающая рыбная бухта,Остров Рождества,XMAS,Остров Рождества
Кумамото,Кумамото,J,Кюсю
Хоршам,Западный Сассекс,ГБ,Великобритании
Панчиао,Тайвань,КР,Тайвань
Гсинчуанг,Тайвань,КР,Тайвань
Ираклион,Крити,ГР,Крета
Саутгемптон,Гэмпшир,ГБ,Великобритании
Бурнмут,Дорсет,ГБ,Великобритании
Сент-Джонс,Ньюфаундленд,КН,Ньюфаундленд
Гейтсхед,Тайн и Валяй.,ГБ,Великобритании
Ширина,Мерсисайд,ГБ,Великобритании
Гифу,Гифу,J,Хонсю
Эксетер,Девон,ГБ,Великобритании
Солсбери,Уилтшир,ГБ,Великобритании
Эббв Вэйл,Блейно Гвент,ГБ,Великобритании
Брэдфорд,Западный Йоркшир,ГБ,Великобритании
Дублин,Италия,IRL,Италия
Базингсток,Гэмпшир,ГБ,Великобритании
Сан-Хуан,Пуэрто-Рико,ПР,Пуэрто-Рико
Мэтсю,Шиман,J,Хонсю
Корор,Палау,ПАЛ,Корор
Санто-Доминго,Доминиканская Республика,ДОМ,Испаньола
Карлайл,Камбриа,ГБ,Великобритании
Анцирабе,Антананариву,РМ,Мадагаскар
Tegal,Индонезия,РИ,Ява
Кефлавик,Италия,ИУ,Италия
Горничный камень,Кент,ГБ,Великобритании
Лландриндод Уэллс,Порошки,ГБ,Великобритании
Ямагата,Ямагата,J,Хонсю
Стратфорд на Эйвоне,Уорвикшир,ГБ,Великобритании
Кардифф,Кардифф,ГБ,Великобритании
Нара,Нара,J,Хонсю
Сайпан,Северные Марианские острова,НМИС,Сайпан
Виктория,Британская Колумбия,КН,Остров Ванкувер
Кочи,Кочи,J,Шикоку
Сантьяго-де-Куба,Сантьяго-де-Куба,C,Куба
Кармартен,Кармартеншир,ГБ,Великобритании
Данди,Тэйсайд,ГБ,Великобритании
Бирмингем,Западные Мидленды,ГБ,Великобритании
Истрад Фаур,Верфь,ГБ,Великобритании
Виктория,Мальта,М,Гозо
Карнарфон,Гвинедд,ГБ,Великобритании
Абэристит,Цередигация,ГБ,Великобритании
Линкольн,Линкольншир,ГБ,Великобритании
Порт-Тальбот,Нит и Порт-Тальбот,ГБ,Великобритании
Горонтало,Индонезия,РИ,Сулавеси
Отсу,Шига,J,Хонсю
Чиай,Тайвань,КР,Тайвань
Семаранг,Индонезия,РИ,Ява
Манзанильо,Бабушка,C,Куба
Нагасаки,Нагасаки,J,Кюсю
Порт-Морсби,Папуа-Новая Гвинея,ПНГ,Новая Гвинея
Сурабая,Индонезия,РИ,Ява
Манадо,Индонезия,РИ,Сулавеси
Алофи,Ниуэ,НЬЮ,Ниуэ
Кумбран,Монмутшир,ГБ,Великобритании
Пальма-де-Мальорка,Балеарские острова,E,Маллорка
Сибу,Саравак,ТЗА,Борнео
Нагано,Нагано,J,Хонсю
Kirkwall,Оркни,ГБ,"Оркни, материковая область"
