name,country,province,population,longitude,latitude
Порт-оф-Спейна,ТТ,Тринидад и Тобаго,150000.0,-61.2,10.4
Вухан,ТДж,Хабэй,3750000.0,114.15,30.45
Los Teques,YV,Миранда,140617.0,,
Петальмирование Джая,ТЗА,Федералы Куала-Лумпура,254849.0,,
Кастело Бранко,Р,Кастело Бранко,,,
Кросно,PL,Кроснийский,,,
Хаверфорд-запад,ГБ,Пемброкшир,,,
Нуэво Ларедо,МЕКС,Тамаулипас,218413.0,,
Нарсингхди,БД,Бангладеш,106000.0,,
Кингстон,ДЖА,Чили,101000.0,-76.5,18.0
Иксирование,ТДж,Цзянсу,200824.0,,
Мальмо,И,Мальмохус,245699.0,13.0,55.3
Ботукату,КР,Сан-Паулу,100826.0,,
Троубридж,ГБ,Уилтшир,,,
Гуаякиль,ЕС,Эквадор,1300868.0,-80.0,-2.0
Бастер,KN,Сент-Китс и Невис,14700.0,-62.3,17.0
Горничный камень,ГБ,Кент,138500.0,,
Каваратти,СИН,Лаксхадвип - это.,,72.6,10.6
Баоджи,ТДж,Шаанси,337765.0,,
Рутцовский,Р,Альтайский крей,170000.0,,
Тиран,AL,Австралия,192000.0,19.8,41.3
Бенгаси,ЛАР,Ливия,,20.0,32.0
Бликр,РИ,Индонезия,119011.0,,
Наннинг,ТДж,Гуанси Чжуангзу,1070000.0,108.5,22.5
Вэньчжоу,ТДж,Чжэцзян,401871.0,,
Майами,США,Флорида,358648.0,-80.1,25.4
Вольфсбург,D,Нидераксен,126965.0,,
Импаль,СИН,Манипур,,94.0,24.5
Лейквуд,США,Колорадо,126475.0,,
Баруэри,КР,Сан-Паулу,176740.0,,
Мианьян,ТДж,Сычуань,262947.0,,
Мачакос,ЭАК,Восточная,116100.0,,
Ла Коруна,E,Галисия,255087.0,,
Лианченг,ТДж,Шаньдун,156307.0,,
Меджурехенск,Р,Кемеровская область,105000.0,,
Барра Манса,КР,Рио-де-Жанейро,164768.0,,
Сассари,I,Сарденья,120011.0,,
Велсен,Нл,Норд Холланд,134973.0,,
Сете Лагоа,КР,Минас-Жерайс,167112.0,,
Рангпур,БД,Бангладеш,207000.0,,
Синью,ТДж,Цзянси,173524.0,,
Стоктон на Тисе,ГБ,Кливленд,177800.0,,
Твер,Р,Тверская область,455000.0,,
Куаутла,МЕКС,Халиско,110242.0,,
Скопье,MK,Чешская Республика,506926.0,21.4,42.0
Голливуд,США,Флорида,121720.0,,
Валенсия,YV,Карабобо,903621.0,,
Навабгандж,БД,Бангладеш,141000.0,,
Карлскрона,И,Бликинг,59007.0,15.3,56.1
Сунчон,Норк,Северная Корея,356000.0,,
Токчон,Норк,Северная Корея,217000.0,,
Челмсфорд,ГБ,Эссекс,155700.0,,
Джинчэн,ТДж,Шанкси,136396.0,,
Коломна,Р,Московская область,154000.0,,
Падова,I,Венето,218186.0,,
Понтипуль,ГБ,Торфаен,,,
Бухарест,RO,Букурести,2037000.0,26.1,44.4167
Вайнан,ТДж,Шаанси,140169.0,,
Великие быстрые,США,Мичиган,189126.0,-85.5167,42.8833
Арнем,Нл,Гелдерленд,314159.0,,
Икороду,ВАН,Нигерия,163000.0,,
Цзяозуо,ТДж,Хэнан,409100.0,,
Аякучо,ПЭ,Аякучо,105918.0,,
