country,name,percentage
ОПП,Венгерский,3.8
IR,Лури,2.0
НИК,Испанский,100.0
ПДТ,Португальский,100.0
Н,Венгерский,98.2
CO,Испанский,100.0
ПК,Хиндко,2.0
SLB,Английский,1.0
ДА,Арабский,100.0
МАКХ,Португальский,4.0
AFG,Пушту,35.0
SF,Финский,93.5
ВАФА,Французский,10.8
МНТ,Английский,100.0
Норк,Корейский,100.0
РММ,Бамбара,80.0
MK,Турецкий,3.0
АГ,Английский,100.0
ХОНКС,Китайцы,95.6
НМИС,Китайские языки,23.4
ФПОЛ,Полинезийский,31.4
IR,Арабский,1.0
ТМ,Русский,12.0
Юзеф,Русский,14.2
БиГ,Сербо-хорватский,99.0
PL,Польский,100.0
KAZ,Казак,40.0
J,Японский,100.0
БВИР,Английский,100.0
ПК,Брахуи,1.0
ARM,Армянский,96.0
B,Датч,56.0
CH,Итальянский,12.0
,Креольский,1.6
E,Каталонский,17.0
Юзеф,узбекский,74.3
ТМ,Туркмен,72.0
ТУКА,Английский,100.0
МЬЯ,Бирманский язык,100.0
,Папиаменто,65.4
ХОНКС,Английский,3.2
F,Французский,100.0
IR,Персидский,58.0
ГУАМ,Чаморро,22.2
ПА,Английский,14.0
МПГ,Кхалька Монголь,90.0
E,Баскский,2.0
B,Немецкий,1.0
ПК,Синдхи,12.0
ПК,Балочи,3.0
МНП,Боснийцы,5.5
БГ,Болгарский,100.0
ПК,Пенджаби,48.0
CH,Немецкий,65.0
AFG,Афганский персид,50.0
МНП,Черногория,22.0
РЧ,Французский,10.0
ОПП,Сербский,88.3
