river,country,province
Акагера,ЕАТ,Мванза
Виктория Нил,ЕАС,Уганда
Унасджоки,SF,Лаппия
Янгце,ТДж,Цзянсу
Шабель,СП,Сомали
Эннс,A,Штирия
Темба,ГБ,Эссекс
Паатшоки,Р,Мурманская область
Синий Нил,СУД,Аль-Хартум
Бахр-эль-Джебель/Альберт-Нил,СУД,Aali a Nil
Эннс,A,Зальцбург
Салуэн,МЬЯ,Мон
март,A,Нижняя Австрия
Сена,F,Достоинство Нормандии
Тшуапа,ЗРЕ,Уравнение
Прайт,MD,Молдова
Западная Морава,ОПП,Сербия
Сальзах,A,Зальцбург
Рио Сан-Хуан,НИК,Никарагуа
Миссури,США,Миссури
Белый Нил,СУД,Аль-Хартум
Ангара,Р,Красноярский крей
Лимпопо,МПК,Газа
Маас,Нл,Норд Брабант
Шари,КАМ,Северная крайность
Рио-Негро,КР,Амазонки
Колорадо,МЕКС,Сонора
Рио-Лерма,МЕКС,"Мексика, &lt; &lt; Эстадо де &gt; &gt;"
Чир,МПК,Замбезия
Минсио,I,Венето
Главное,D,Гессен
Брег,D,Баден Вуртемберг
Вуокси,Р,Респондент Карелии
Река Святого Лоуренса,КН,Квебек
