film_id,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,special_features,last_update
11,АЛАМО ВИДЕОТАП,"Скучное зрелище дворецкого и кота, который должен бороться с пирожным-поваром в конвенции MySQL",2006,1,,6,0.99,126,16.99,G,"Комментаторы, За сценами",2006-02-15T04:03:42
28,АНТИМ ЛЮК,"Прикосновение к панораме официантки и женщины, которая должна выгнать собаку в заброшенном парке развлечений",2006,1,,5,4.99,91,16.99,ГУ-13,"Удалённые сцены, За сценами",2006-02-15T04:03:42
80,БЛАНКЕТ БОЛЕЕ,"Эмоциональный документальный фильм о студентке и девушке, которая должна построить лодку в Нигерии",2006,1,,7,2.99,148,21.99,G,Прицепы,2006-02-15T04:03:42
83,ВЕЩЕСТВА ИНСТИТУЦИОНАЛЬНО,"Разумный документальный фильм о лодке и композиторе, который должен встретиться с судебно-медицинским психологом в заброшенном доме веселья",2006,1,,5,2.99,50,18.99,G,"Трейлеры, Изъятые сцены, За сценами",2006-02-15T04:03:42
113,КАЛИФОРНИЯ,"Ужасная ярна администратора базы данных и Робота, который должен сразиться с администратором базы данных в Древней Индии",2006,1,,4,4.99,75,19.99,НС-17,"Прицепы, комментаторы, изъятые сцены",2006-02-15T04:03:42
119,ДЕЙСТВИЯ КАПЕРА,"Ужасная сага мухи и машина, которая должна преследовать женщину на конвенции MySQL",2006,1,,6,0.99,176,22.99,G,"Прицепы, комментаторы, изъятые сцены",2006-02-15T04:03:42
127,КОНТЕЙДСКИЕ УСТРОЙСТВА,"Быстрая панорама девушки и акулы, которые должны сразиться с мальчиком в древней Индии",2006,1,,5,4.99,112,14.99,G,"Комментаторы, Исключенные сцены",2006-02-15T04:03:42
159,ЗАКРЫВАЮЩАЯСЯ ЧАСТЬ,"Неверная панорама фрисби и охотника, который должен победить обезьяну в древней Индии",2006,1,,5,4.99,58,12.99,Р,"Прицепы, за сценами",2006-02-15T04:03:42
174,КОНФИДЕНЦИАЛЬНЫЙ ИНТЕРВЬЮ,"Потрясающее воспоминание о кошке и женщине, которая должна найти астронавта в Древней Японии",2006,1,,6,4.99,180,13.99,НС-17,Комментарии,2006-02-15T04:03:42
178,СОСТОЯНИЕ МИКРОКОСМОС,"Ужасный документальный фильм о крокодиле и муже, который должен встретиться с мужем на первой пилотируемой космической станции",2006,1,,6,0.99,115,25.99,G,"Удалённые сцены, За сценами",2006-02-15T04:03:42
182,КОНТРОЛЬНАЯ АНТЕМА,"Ужасный документальный фильм о роботе и студенте, который должен сражаться с котом в монастыре",2006,1,,7,4.99,185,9.99,G,Комментарии,2006-02-15T04:03:42
185,ЧАСТЬ ОКРУЖАЮЩАЯ,"Потрясающая драма мальчика и лумберджека, который должен сражаться с дворецким в Балуне",2006,1,,3,2.99,146,10.99,ГУ,"Комментаторы, Изъятые Сцены, За Сценами",2006-02-15T04:03:42
202,Папа Питтсбург,"Эпическая история акулы и студента, который должен сразиться с исследовательницей в Мексиканском заливе",2006,1,,5,4.99,161,26.99,G,"Удалённые сцены, За сценами",2006-02-15T04:03:42
222,МЕРОПРИЯТИЯ ДЕРТА,"Блестящий документальный фильм дворецкого и фрисби, который должен построить астронавт в Новом Орлеане",2006,1,,4,4.99,64,27.99,Р,"Прицепы, за сценами",2006-02-15T04:03:42
242,ДАННЫЕ ДОЛЖНОСТЕЙ,"Поразительная панорама автомобиля и безумного учёного, который должен сразиться с люмберджеком в конвенции MySQL",2006,1,,4,0.99,68,13.99,Р,"Прицепы, комментаторы",2006-02-15T04:03:42
