country_id,country,last_update
4,Ангола,2006-02-15T03:44:00
7,Армения,2006-02-15T03:44:00
15,Бразилия,2006-02-15T03:44:00
17,Австралия,2006-02-15T03:44:00
18,Камбоджа,2006-02-15T03:44:00
37,Гамбия,2006-02-15T03:44:00
41,Святейший Престол (штат Ватикан),2006-02-15T03:44:00
42,Гонконг,2006-02-15T03:44:00
49,Италия,2006-02-15T03:44:00
52,Кения,2006-02-15T03:44:00
55,Лихтенштейн,2006-02-15T03:44:00
58,Малави,2006-02-15T03:44:00
65,Науру,2006-02-15T03:44:00
66,Непал,2006-02-15T03:44:00
67,Нидерланды,2006-02-15T03:44:00
74,Перу,2006-02-15T03:44:00
90,Франция,2006-02-15T03:44:00
94,Таиланд,2006-02-15T03:44:00
103,Соединенные Штаты,2006-02-15T03:44:00
106,"Вирджинские острова, США",2006-02-15T03:44:00
