city_id,city,country_id,last_update
7,Аден,107,2006-02-15T03:45:25
8,Адони,44,2006-02-15T03:45:25
36,Ашкелон,48,2006-02-15T03:45:25
44,Мешок,15,2006-02-15T03:45:25
62,Байюган,75,2006-02-15T03:45:25
65,Бельвью,103,2006-02-15T03:45:25
81,Биргундж,66,2006-02-15T03:45:25
93,Бриндизи,49,2006-02-15T03:45:25
96,Буэнавентура,24,2006-02-15T03:45:25
98,Кабуяо,75,2006-02-15T03:45:25
115,Кишинев,61,2006-02-15T03:45:25
121,Цитт-дель-Ватикано,41,2006-02-15T03:45:25
132,Куман,104,2006-02-15T03:45:25
149,Данди,102,2006-02-15T03:45:25
151,Эд,67,2006-02-15T03:45:25
156,Элиста,80,2006-02-15T03:45:25
168,Феншан,92,2006-02-15T03:45:25
170,Флоренсия,24,2006-02-15T03:45:25
175,Фучжоу,23,2006-02-15T03:45:25
176,Гандинагар,44,2006-02-15T03:45:25
177,Садовый гроув,103,2006-02-15T03:45:25
178,Гарланд,103,2006-02-15T03:45:25
179,Гэтино,20,2006-02-15T03:45:25
185,Великий Прерий,103,2006-02-15T03:45:25
188,Гвадаладжара,60,2006-02-15T03:45:25
190,Гуас Линдас де Гойс,15,2006-02-15T03:45:25
205,Хиросима,50,2006-02-15T03:45:25
206,Ходейда,107,2006-02-15T03:45:25
226,Иваки,50,2006-02-15T03:45:25
233,Джалиб ас-Шуйюх,53,2006-02-15T03:45:25
235,Ярославл,80,2006-02-15T03:45:25
242,Джинчжоу,23,2006-02-15T03:45:25
245,Джулиет,103,2006-02-15T03:45:25
251,Кабул,1,2006-02-15T03:45:25
260,Каназава,50,2006-02-15T03:45:25
268,Кимчон,86,2006-02-15T03:45:25
269,Кингстаун,81,2006-02-15T03:45:25
271,Кисуму,52,2006-02-15T03:45:25
279,Кулун и Новый Кулун,42,2006-02-15T03:45:25
285,Курган,80,2006-02-15T03:45:25
293,Лаохеку,23,2006-02-15T03:45:25
304,Лилонгве,58,2006-02-15T03:45:25
308,Липетск,80,2006-02-15T03:45:25
334,Мерло,6,2006-02-15T03:45:25
346,Мангер (Монгир),44,2006-02-15T03:45:25
352,Набереснье Телни,80,2006-02-15T03:45:25
368,Нови Сад,108,2006-02-15T03:45:25
370,Нукуалофа,95,2006-02-15T03:45:25
372,Ньери,52,2006-02-15T03:45:25
374,Огбомосо,69,2006-02-15T03:45:25
375,Окара,72,2006-02-15T03:45:25
376,Окаяма,50,2006-02-15T03:45:25
381,Ондо,69,2006-02-15T03:45:25
387,Оулу,33,2006-02-15T03:45:25
390,Ойо,69,2006-02-15T03:45:25
446,Салины,103,2006-02-15T03:45:25
454,Сан-Мигель де Тукумн,6,2006-02-15T03:45:25
469,Шаогуан,23,2006-02-15T03:45:25
492,Сусс,96,2006-02-15T03:45:25
523,Танауан,75,2006-02-15T03:45:25
531,Teboksary,80,2006-02-15T03:45:25
537,Тьели,23,2006-02-15T03:45:25
547,Цуяма,50,2006-02-15T03:45:25
551,Удин,49,2006-02-15T03:45:25
552,Уэда,50,2006-02-15T03:45:25
555,Урава,50,2006-02-15T03:45:25
571,Винь,105,2006-02-15T03:45:25
594,Заоян,23,2006-02-15T03:45:25
