payment_no,member_no,payment_dt,payment_amt,statement_no,payment_code
8790,2033,1999-10-03T00:00:00,5348.0,0,
15318,9764,1999-10-03T00:00:00,23654.0,0,
677,1872,1999-09-02T00:00:00,5651.0,0,
2288,3881,1999-09-02T00:00:00,8844.0,0,
10907,5140,1999-10-03T00:00:00,11599.0,0,
13667,8106,1999-10-03T00:00:00,10775.0,0,
13854,8295,1999-10-03T00:00:00,15334.0,0,
9243,2883,1999-10-03T00:00:00,3002.0,0,
8989,2438,1999-10-03T00:00:00,3316.0,0,
2224,3811,1999-09-02T00:00:00,7469.0,0,
4092,5760,1999-09-02T00:00:00,1988.0,0,
10902,5135,1999-10-03T00:00:00,3796.0,0,
3463,5117,1999-09-02T00:00:00,4496.0,0,
4500,6175,1999-09-02T00:00:00,15180.0,0,
14887,9333,1999-10-03T00:00:00,10121.0,0,
10735,4942,1999-10-03T00:00:00,3019.0,0,
3633,5291,1999-09-02T00:00:00,12493.0,0,
12719,7138,1999-10-03T00:00:00,5771.0,0,
1938,3497,1999-09-02T00:00:00,4779.0,0,
13559,7997,1999-10-03T00:00:00,18405.0,0,
1747,3277,1999-09-02T00:00:00,5501.0,0,
11082,5352,1999-10-03T00:00:00,8406.0,0,
11331,5640,1999-10-03T00:00:00,5440.0,0,
592,1740,1999-09-02T00:00:00,6334.0,0,
126,762,1999-09-02T00:00:00,1598.0,0,
3851,5515,1999-09-02T00:00:00,1558.0,0,
15034,9480,1999-10-03T00:00:00,26863.0,0,
13120,7551,1999-10-03T00:00:00,18923.0,0,
3714,5373,1999-09-02T00:00:00,7341.0,0,
4616,6292,1999-09-02T00:00:00,10108.0,0,
5122,6800,1999-09-02T00:00:00,16943.0,0,
14268,8712,1999-10-03T00:00:00,13570.0,0,
14842,9288,1999-10-03T00:00:00,16987.0,0,
12751,7171,1999-10-03T00:00:00,9781.0,0,
7812,9493,1999-09-02T00:00:00,48261.0,0,
11711,6068,1999-10-03T00:00:00,3342.0,0,
5963,7644,1999-09-02T00:00:00,12202.0,0,
2660,4277,1999-09-02T00:00:00,8219.0,0,
5689,7369,1999-09-02T00:00:00,20340.0,0,
2826,4454,1999-09-02T00:00:00,14629.0,0,
15051,9497,1999-10-03T00:00:00,16756.0,0,
15206,9652,1999-10-03T00:00:00,11936.0,0,
11775,6135,1999-10-03T00:00:00,534.0,0,
3441,5094,1999-09-02T00:00:00,16652.0,0,
4733,6410,1999-09-02T00:00:00,9284.0,0,
746,1976,1999-09-02T00:00:00,6723.0,0,
6951,8632,1999-09-02T00:00:00,30750.0,0,
9838,3780,1999-10-03T00:00:00,4623.0,0,
2623,4236,1999-09-02T00:00:00,6741.0,0,
14073,8516,1999-10-03T00:00:00,16194.0,0,
5225,6903,1999-09-02T00:00:00,25973.0,0,
6959,8640,1999-09-02T00:00:00,36983.0,0,
14490,8934,1999-10-03T00:00:00,11743.0,0,
11295,5600,1999-10-03T00:00:00,1689.0,0,
10156,4200,1999-10-03T00:00:00,4923.0,0,
3229,4874,1999-09-02T00:00:00,3258.0,0,
6362,8043,1999-09-02T00:00:00,23149.0,0,
3769,5429,1999-09-02T00:00:00,16437.0,0,
9326,3024,1999-10-03T00:00:00,3336.0,0,
10743,4953,1999-10-03T00:00:00,10019.0,0,
359,1316,1999-09-02T00:00:00,9473.0,0,
564,1685,1999-09-02T00:00:00,936.0,0,
5413,7092,1999-09-02T00:00:00,10867.0,0,
2789,4413,1999-09-02T00:00:00,3991.0,0,
11392,5713,1999-10-03T00:00:00,4209.0,0,
2475,4080,1999-09-02T00:00:00,4921.0,0,
9072,2598,1999-10-03T00:00:00,4020.0,0,
7880,9561,1999-09-02T00:00:00,55311.0,0,
3840,5504,1999-09-02T00:00:00,9284.0,0,
8461,1093,1999-10-03T00:00:00,2609.0,0,
4752,6429,1999-09-02T00:00:00,21866.0,0,
7353,9034,1999-09-02T00:00:00,27069.0,0,
3354,5002,1999-09-02T00:00:00,10427.0,0,
4693,6370,1999-09-02T00:00:00,13411.0,0,
8527,1322,1999-10-03T00:00:00,417.0,0,
2068,3641,1999-09-02T00:00:00,3837.0,0,
1968,3529,1999-09-02T00:00:00,5624.0,0,
875,2163,1999-09-02T00:00:00,3461.0,0,
8814,2087,1999-10-03T00:00:00,2966.0,0,
3649,5307,1999-09-02T00:00:00,1922.0,0,
3822,5485,1999-09-02T00:00:00,285.0,0,
11327,5636,1999-10-03T00:00:00,4367.0,0,
13106,7537,1999-10-03T00:00:00,14755.0,0,
13674,8113,1999-10-03T00:00:00,9595.0,0,
11820,6185,1999-10-03T00:00:00,2982.0,0,
14260,8704,1999-10-03T00:00:00,12069.0,0,
5979,7660,1999-09-02T00:00:00,24802.0,0,
8130,9811,1999-09-02T00:00:00,63128.0,0,
2179,3760,1999-09-02T00:00:00,140.0,0,
1303,2743,1999-09-02T00:00:00,3014.0,0,
12783,7205,1999-10-03T00:00:00,13951.0,0,
9027,2512,1999-10-03T00:00:00,1225.0,0,
2639,4253,1999-09-02T00:00:00,9878.0,0,
13452,7888,1999-10-03T00:00:00,18466.0,0,
3622,5280,1999-09-02T00:00:00,10310.0,0,
9500,3289,1999-10-03T00:00:00,4072.0,0,
1443,2910,1999-09-02T00:00:00,13144.0,0,
9856,3803,1999-10-03T00:00:00,2088.0,0,
4075,5743,1999-09-02T00:00:00,7840.0,0,
