awardid,yearid,lgid,playerid,pointswon,pointsmax,votesfirst
Cy Young,1956,ML,fordwh01,1,16,1.0
Cy Young,1956,ML,maglisa01,4,16,4.0
Cy Young,1956,ML,newcodo01,10,16,10.0
Cy Young,1956,ML,spahnwa01,1,16,1.0
Cy Young,1957,ML,donovdi01,1,16,1.0
Cy Young,1957,ML,spahnwa01,15,16,15.0
Cy Young,1958,ML,burdele01,3,16,3.0
Cy Young,1958,ML,frienbo01,3,16,3.0
Cy Young,1958,ML,spahnwa01,4,16,4.0
Cy Young,1958,ML,turlebo01,5,16,5.0
Cy Young,1959,ML,jonessa02,2,16,2.0
Cy Young,1959,ML,shawbo01,1,16,1.0
Cy Young,1959,ML,wynnea01,13,16,13.0
Cy Young,1960,ML,brogler01,1,16,1.0
Cy Young,1960,ML,lawve01,8,16,8.0
Cy Young,1960,ML,mcdanli01,1,16,1.0
Cy Young,1960,ML,spahnwa01,4,16,4.0
Cy Young,1961,ML,fordwh01,9,18,9.0
Cy Young,1961,ML,laryfr01,2,18,2.0
Cy Young,1961,ML,spahnwa01,6,18,6.0
Cy Young,1962,ML,drysddo01,14,20,14.0
Cy Young,1962,ML,piercbi02,1,20,1.0
Cy Young,1962,ML,purkebo01,1,20,1.0
Cy Young,1962,ML,sanfoja02,4,20,4.0
Cy Young,1963,ML,koufasa01,20,20,20.0
Cy Young,1964,ML,chancde01,17,20,17.0
Cy Young,1964,ML,jacksla01,2,20,2.0
Cy Young,1964,ML,koufasa01,1,20,1.0
Cy Young,1965,ML,koufasa01,20,20,20.0
Cy Young,1966,ML,koufasa01,20,20,20.0
Cy Young,1967,AL,horlejo01,2,20,2.0
Cy Young,1967,AL,lonboji01,18,20,18.0
Cy Young,1967,NL,bunniji01,1,20,1.0
Cy Young,1967,NL,jenkife01,1,20,1.0
Cy Young,1967,NL,mccormi03,18,20,18.0
Cy Young,1968,AL,mclaide01,20,20,20.0
Cy Young,1968,NL,gibsobo01,20,20,20.0
Cy Young,1969,AL,cuellmi01,10,24,10.0
Cy Young,1969,AL,mclaide01,10,24,10.0
Cy Young,1969,AL,mcnalda01,1,24,1.0
Cy Young,1969,AL,perryji01,3,24,3.0
Cy Young,1969,NL,niekrph01,1,24,1.0
Cy Young,1969,NL,seaveto01,23,24,23.0
Cy Young,1970,AL,cuellmi01,44,120,6.0
Cy Young,1970,AL,mcdowsa01,45,120,4.0
Cy Young,1970,AL,mcnalda01,47,120,5.0
Cy Young,1970,AL,palmeji01,11,120,1.0
Cy Young,1970,AL,perraro01,5,120,1.0
Cy Young,1970,AL,perryji01,55,120,6.0
Cy Young,1970,AL,wrighcl01,9,120,1.0
Cy Young,1970,NL,gibsobo01,118,120,23.0
Cy Young,1970,NL,giustda01,8,120,0.0
Cy Young,1970,NL,grangwa01,3,120,0.0
Cy Young,1970,NL,jenkife01,16,120,0.0
Cy Young,1970,NL,merriji01,8,120,0.0
Cy Young,1970,NL,mortoca01,2,120,0.0
Cy Young,1970,NL,nolanga01,5,120,0.0
Cy Young,1970,NL,perryga01,51,120,1.0
Cy Young,1970,NL,seaveto01,4,120,0.0
Cy Young,1970,NL,walkelu01,1,120,0.0
Cy Young,1971,AL,bluevi01,98,120,14.0
Cy Young,1971,AL,dragodi01,1,120,0.0
Cy Young,1971,AL,lolicmi01,85,120,9.0
Cy Young,1971,AL,mcnalda01,8,120,0.0
Cy Young,1971,AL,messean01,1,120,0.0
Cy Young,1971,AL,woodwi01,23,120,1.0
Cy Young,1971,NL,downial01,40,120,1.0
Cy Young,1971,NL,ellisdo01,9,120,0.0
Cy Young,1971,NL,gibsobo01,3,120,0.0
Cy Young,1971,NL,jenkife01,97,120,17.0
Cy Young,1971,NL,johnsje01,2,120,0.0
Cy Young,1971,NL,maricju01,1,120,0.0
Cy Young,1971,NL,roberda05,2,120,0.0
Cy Young,1971,NL,seaveto01,61,120,6.0
Cy Young,1971,NL,stonebi01,1,120,0.0
Cy Young,1972,AL,hunteca01,26,120,2.0
Cy Young,1972,AL,lolicmi01,27,120,3.0
Cy Young,1972,AL,lylesp01,3,120,0.0
Cy Young,1972,AL,palmeji01,20,120,2.0
Cy Young,1972,AL,perryga01,64,120,9.0
Cy Young,1972,AL,ryanno01,2,120,0.0
Cy Young,1972,AL,tiantlu01,16,120,1.0
Cy Young,1972,AL,woodwi01,58,120,7.0
Cy Young,1972,NL,blassst01,35,120,0.0
Cy Young,1972,NL,carltst01,120,120,24.0
Cy Young,1972,NL,carrocl02,6,120,0.0
Cy Young,1972,NL,gibsobo01,3,120,0.0
MVP,1963,NL,callijo01,11,280,0.0
MVP,1935,AL,hemslro01,16,80,0.0
MVP,1952,AL,runnepe01,8,336,0.0
MVP,1924,AL,heilmha01,9,64,
MVP,1981,AL,singlke01,3,392,0.0
MVP,1931,NL,wilsoji01,28,80,
MVP,1990,NL,rijojo01,6,336,0.0
MVP,1927,AL,metzlal01,4,64,0.0
MVP,1988,AL,smithle02,4,392,0.0
MVP,1977,NL,johnto01,33,336,0.0
MVP,1953,NL,schoere01,155,336,2.0
MVP,2002,AL,zitoba01,22,392,0.0
MVP,1940,AL,treshmi01,4,336,0.0
MVP,1911,NL,merklfr01,19,64,
MVP,1951,AL,minosmi01,120,336,1.0
MVP,1977,AL,brettge01,51,392,0.0
MVP,1925,NL,traynpi01,27,80,
MVP,1949,AL,parneme01,151,336,1.0
MVP,2001,NL,gonzalu01,261,448,0.0
MVP,1925,AL,heilmha01,20,64,
Rookie of the Year,1993,NL,coninje01,31,140,0.0
MVP,1958,NL,robinfr02,4,336,0.0
MVP,1971,AL,dobsopa01,9,336,0.0
MVP,1978,AL,moneydo01,5,392,0.0
Rookie of the Year,1990,AL,mcdonbe01,2,140,0.0
Rookie of the Year,1992,AL,listapa01,122,140,20.0
MVP,1968,AL,northji01,15,280,0.0
Rookie of the Year,2003,NL,cabremi01,3,160,0.0
MVP,2003,NL,pierrju01,39,448,0.0
MVP,1914,AL,collied01,63,64,7.0
MVP,1964,NL,mayswi01,66,280,0.0
MVP,1959,AL,tuttlbi01,5,336,0.0
MVP,1969,AL,mclaide01,85,336,0.0
MVP,2000,AL,thomafr04,285,392,10.0
MVP,1939,NL,coscape01,4,336,0.0
Rookie of the Year,1951,AL,mcdougi01,13,24,13.0
MVP,2003,NL,hidalri01,9,448,0.0
MVP,1986,AL,cartejo01,72,392,0.0
MVP,1947,NL,edwarbr01,140,336,3.0
MVP,1964,AL,marisro01,4,280,0.0
Cy Young,2008,AL,rodrifr03,32,140,0.0
MVP,1947,AL,johnsbi03,9,336,0.0
MVP,2009,AL,teixema01,225,392,0.0
Rookie of the Year,1979,AL,clearma01,5,28,5.0
Rookie of the Year,1978,AL,lansfca01,2,28,2.0
MVP,1952,NL,shubage01,5,336,0.0
MVP,1946,AL,henrito01,1,336,0.0
MVP,1956,NL,burdele01,8,336,0.0
MVP,1948,AL,stephve01,121,336,0.0
Rookie of the Year,1982,AL,hosteda01,3,140,0.0
MVP,1978,NL,fostege01,104,336,0.0
MVP,1973,AL,grichbo01,9,336,0.0
Rookie of the Year,2004,NL,otsukak01,23,160,0.0
Rookie of the Year,2000,NL,pierrju01,1,160,0.0
MVP,1985,NL,murphda05,63,336,0.0
MVP,1998,AL,jeterde01,180,392,2.0
MVP,2002,NL,burrepa01,8,448,0.0
MVP,1953,NL,irvinmo01,11,336,0.0
Cy Young,2004,NL,schmija01,13,160,0.0
MVP,1951,AL,goodmbi01,21,336,0.0
MVP,1966,AL,hortowi01,4,280,0.0
MVP,1977,NL,smithre06,112,336,0.0
MVP,2012,AL,riosal01,17,392,0.0
MVP,1984,NL,ceyro01,6,336,0.0
MVP,1926,NL,critzhu01,60,80,
MVP,1953,NL,musiast01,62,336,0.0
MVP,1994,NL,butlebr01,1,392,0.0
MVP,1931,AL,melilsk01,17,80,
MVP,1988,AL,trammal01,62,392,0.0
Cy Young,2003,AL,pettian01,4,140,0.0
MVP,1950,AL,stephve01,6,336,0.0
MVP,1936,AL,dimagjo01,26,80,
MVP,1926,AL,gosligo01,9,64,
MVP,1986,AL,preslji01,2,392,0.0
MVP,2010,AL,rodrial01,8,392,0.0
Rookie of the Year,1980,AL,peterri01,3,140,0.0
MVP,1980,NL,mcbriba01,32,336,0.0
MVP,1998,NL,beckro01,5,448,0.0
MVP,2008,AL,rodrial01,45,392,0.0
MVP,1936,AL,bridgto01,25,80,
MVP,2009,AL,youngmi02,13,392,0.0
MVP,1937,NL,meltocl01,17,80,0.0
MVP,1966,AL,robinbr01,153,280,0.0
MVP,1974,AL,moneydo01,5,336,0.0
MVP,2010,AL,canoro01,229,392,0.0
MVP,2007,NL,reyesjo01,16,448,0.0
MVP,2004,AL,fordle01,2,392,0.0
MVP,1941,NL,lopezal01,8,336,0.0
MVP,1987,NL,guerrpe01,12,336,0.0
MVP,1997,NL,kentje01,80,392,0.0
MVP,1926,AL,zachato01,2,64,0.0
Rookie of the Year,1994,NL,vanlawi01,9,140,0.0
MVP,1927,NL,grimebu01,4,80,0.0
Rookie of the Year,1982,NL,deleolu01,10,120,0.0
MVP,1969,AL,howarfr01,115,336,0.0
MVP,1950,NL,furilca01,4,336,0.0
MVP,1911,NL,mitchmi01,9,64,
MVP,1914,NL,jamesbi02,33,64,
