id,lgid,teamid,franchid,name,park
163,NL,BRO,LAD,Brooklyn Bridegrooms,Washington Park II
73,AL,LAA,ANA,Los Angeles Angels,Wrigley Field (LA)
314,UA,WSU,WNA,Washington Nationals,
206,NL,CN1,CNR,Cincinnati Reds,Bank Street Grounds
51,AL,CHA,CHW,Chicago White Sox,South Side Park II
292,NL,WAS,WSN,Washington Nationals,R.F.K. Stadium
309,UA,MLU,MLU,Milwaukee Brewers,
200,NL,CIN,CIN,Cincinnati Reds,Palace of the Fans
311,UA,SLU,SLM,St. Louis Maroons,
118,FL,BRF,BTT,Brooklyn Tip-Tops,
136,NA,CL1,CFC,Cleveland Forest Citys,National Association Grounds
9,AA,BS2,BRS,Boston Reds,Congress Street Grounds
111,AL,WS1,MIN,Washington Senators,American League Park I
140,NA,KEO,WES,Keokuk Westerns,Perry Park
207,NL,COL,COL,Colorado Rockies,Coors Field
45,AL,BOS,BOS,Boston Red Sox,Fenway Park II
248,NL,PHI,PHI,Philadelphia Phillies,Baker Bowl
92,AL,PHA,OAK,Philadelphia Athletics,Columbia Park
304,UA,BLU,BLU,Baltimore Monumentals,
91,AL,OAK,OAK,Oakland Athletics,Oakland-Alameda Country Coliseum
126,FL,PTF,PBS,Pittsburgh Rebels,
293,NL,WOR,WOR,Worcester Ruby Legs,Worcester Driving Park Grounds
77,AL,MIN,MIN,Minnesota Twins,Metropolitan Stadium
90,AL,OAK,OAK,Oakland Athletics,Oakland Coliseum
93,AL,PHA,OAK,Philadelphia Athletics,Connie Mack Stadium
70,AL,KCA,KCR,Kansas City Royals,Municipal Stadium II
7,AA,BR3,LAD,Brooklyn Grays,Washington Park I
124,FL,KCF,KCP,Kansas City Packers,
62,AL,CLE,CLE,Cleveland Naps,League Park II
80,AL,MLA,BAL,Milwaukee Brewers,Lloyd Street Grounds
151,NA,WS3,OLY,Washington Olympics,Olympics Grounds
25,AA,PH4,PHA,Philadelphia Athletics,Oakdale Park
225,NL,LAN,LAD,Los Angeles Dodgers,Los Angeles Memorial Coliseum
35,AA,TL2,TLM,Toledo Maumees,Speranza Park
291,NL,WAS,WSN,Washington Nationals,Nationals Park
24,AA,PH4,PHA,Philadelphia Athletics,Jefferson Street Grounds
271,NL,SFN,SFG,San Francisco Giants,Candlestick Park
94,AL,PHA,OAK,Philadelphia Athletics,Shibe Park
37,AA,WS9,WAS,Washington Statesmen,Boundary Field
73,AL,LAA,ANA,Los Angeles Angels,Wrigley Field (LA)
228,NL,LS3,LOU,Louisville Colonels,Eclipse Park II
98,AL,SEA,SEA,Seattle Mariners,Safeco Field
63,AL,DET,DET,Detroit Tigers,Bennett Park
168,NL,BRO,LAD,Brooklyn Robins,Ebbets Field
239,NL,NY1,SFG,New York Giants,Polo Grounds III
247,NL,PHI,PHI,Philadelphia Blue Jays,Shibe Park
174,NL,BSN,ATL,Boston Beaneaters,South End Grounds III
60,AL,CLE,CLE,Cleveland Indians,Progressive Field
146,NA,PH3,CEN,Philadelphia Centennials,Centennial Grounds
231,NL,MIL,MIL,Milwaukee Brewers,Miller Park
43,AL,BOS,BOS,Boston Americans,Huntington Avenue Grounds
208,NL,COL,COL,Colorado Rockies,Mile High Stadium
51,AL,CHA,CHW,Chicago White Sox,South Side Park II
40,AL,BAL,BAL,Baltimore Orioles,Memorial Stadium
147,NA,RC1,ROK,Rockford Forest Citys,Agricultural Society Fair Grounds
263,NL,PIT,PIT,Pittsburgh Pirates,PNC Park
190,NL,CHN,CHC,Chicago White Stockings,Lake Front Park I/Lake Front Park II
226,NL,LS1,LGR,Louisville Grays,Louisville Baseball Park
145,NA,PH2,PWS,Philadelphia Whites,Jefferson Street Grounds
276,NL,SL5,SLM,St. Louis Maroons,Sportsman's Park I
152,NA,WS4,NAT,Washington Nationals,Nationals Grounds
97,AL,SEA,SEA,Seattle Mariners,Kingdome / Safeco Field
78,AL,MIN,MIN,Minnesota Twins,Target Field
292,NL,WAS,WSN,Washington Nationals,R.F.K. Stadium
14,AA,CN2,CIN,Cincinnati Red Stockings,League Park I in Cincinnati
118,FL,BRF,BTT,Brooklyn Tip-Tops,
21,AA,ML3,MLA,Milwaukee Brewers,Athletic Field
249,NL,PHI,PHI,Philadelphia Phillies,Baker Bowl/Shibe Park
135,NA,CH2,CNA,Chicago White Stockings,23rd Street Grounds
2,AA,BL2,BLO,Baltimore Orioles,Oriole Park
286,NL,SR1,SYR,Syracuse Stars,Newell Park
196,NL,CIN,CIN,Cincinnati Reds,Crosley Field/Riverfront Stadium
74,AL,LAA,ANA,Los Angeles Angels of Anaheim,Angel Stadium
161,NL,BLN,BLO,Baltimore Orioles,Union Park
298,PL,CHP,CHP,Chicago Pirates,
144,NA,PH1,PNA,Philadelphia Athletics,Jefferson Street Grounds
66,AL,DET,DET,Detroit Tigers,Navin Field
103,AL,TEX,TEX,Texas Rangers,Ameriquest Field
121,FL,CHF,CHH,Chicago Chi-Feds,Wrigley Field
4,AA,BL3,BLO,Baltimore Orioles,Union Park
92,AL,PHA,OAK,Philadelphia Athletics,Columbia Park
297,PL,BSP,BRS,Boston Reds,
171,NL,BSN,ATL,Boston Beaneaters,South End Grounds I
