hofid,yearid,votedby,ballots,needed,votes,inducted,category
adamsba01h,1937,BBWAA,201.0,151.0,8.0,N,Player
mattido01h,2012,BBWAA,573.0,430.0,102.0,N,Player
mcinnst01h,1951,BBWAA,226.0,170.0,3.0,N,Player
hartnga01h,1951,BBWAA,226.0,170.0,57.0,N,Player
dinnebi01h,1939,BBWAA,274.0,206.0,7.0,N,Player
bunniji01h,1982,BBWAA,415.0,312.0,138.0,N,Player
wilsoji01h,1951,BBWAA,226.0,170.0,2.0,N,Player
huggimi01h,1939,BBWAA,274.0,206.0,97.0,N,Manager
clarkfr01h,1938,BBWAA,262.0,197.0,63.0,N,Player
crandde01h,1977,BBWAA,383.0,288.0,8.0,N,Player
morrija02h,2009,BBWAA,539.0,405.0,237.0,N,Player
mccarjo99h,1957,Veterans,,,,Y,Manager
mcdougi01h,1966,BBWAA,302.0,227.0,5.0,N,Player
hoopeha01h,1938,BBWAA,262.0,197.0,4.0,N,Player
oneilst01h,1953,BBWAA,264.0,198.0,13.0,N,Player
coneda01h,2009,BBWAA,539.0,405.0,21.0,N,Player
surhobj01h,2011,BBWAA,581.0,436.0,2.0,N,Player
southbi01h,1953,BBWAA,264.0,198.0,2.0,N,Player
tewksbo01h,2004,BBWAA,506.0,380.0,0.0,N,Player
campabe01h,1989,BBWAA,447.0,336.0,14.0,N,Player
vernomi01h,1967,BBWAA,292.0,219.0,14.0,N,Player
judgejo01h,1956,BBWAA,193.0,145.0,2.0,N,Player
wertzvi01h,1977,BBWAA,383.0,288.0,4.0,N,Player
vaughar01h,1985,Veterans,,,,Y,Player
boccajo01h,1980,BBWAA,385.0,289.0,0.0,N,Player
gurala01h,1991,BBWAA,443.0,333.0,0.0,N,Player
ferrewe01h,1948,BBWAA,121.0,91.0,1.0,N,Player
youngro01h,1956,BBWAA,193.0,145.0,19.0,N,Player
dobsopa01h,1983,BBWAA,374.0,281.0,0.0,N,Player
gehrich01h,1949,Run Off,187.0,,159.0,Y,Player
kellge01h,1973,BBWAA,380.0,285.0,114.0,N,Player
hutchfr01h,1962,BBWAA,160.0,120.0,1.0,N,Player
willicy01h,1949,BBWAA,153.0,115.0,2.0,N,Player
darliro01h,2001,BBWAA,515.0,387.0,1.0,N,Player
longhe01h,1946,Nominating Vote,202.0,,1.0,N,Player
crosefr01h,1960,BBWAA,269.0,202.0,8.0,N,Player
groatdi01h,1975,BBWAA,362.0,272.0,4.0,N,Player
haddiha01h,1973,BBWAA,380.0,285.0,1.0,N,Player
oneilst01h,1950,BBWAA,168.0,126.0,1.0,N,Player
hoytwa01h,1939,BBWAA,274.0,206.0,1.0,N,Player
bondsba01h,2013,BBWAA,569.0,427.0,206.0,N,Player
suttebr01h,1999,BBWAA,497.0,373.0,121.0,N,Player
hartnga01h,1949,BBWAA,153.0,115.0,35.0,N,Player
marisro01h,1983,BBWAA,374.0,281.0,69.0,N,Player
duganjo01h,1956,BBWAA,193.0,145.0,1.0,N,Player
vanceda01h,1949,BBWAA,153.0,115.0,33.0,N,Player
olivato01h,1987,BBWAA,413.0,310.0,160.0,N,Player
marquru01h,1937,BBWAA,201.0,151.0,13.0,N,Player
gosligo01h,1960,BBWAA,269.0,202.0,30.0,N,Player
vernomi01h,1966,BBWAA,302.0,227.0,20.0,N,Player
tanneje01h,1945,BBWAA,247.0,186.0,1.0,N,Player
wanerll01h,1950,BBWAA,168.0,126.0,1.0,N,Player
hoopeha01h,1950,BBWAA,168.0,126.0,2.0,N,Player
gowdyha01h,1937,BBWAA,201.0,151.0,2.0,N,Player
cavarph01h,1968,BBWAA,283.0,213.0,23.0,N,Player
huggimi01h,1937,BBWAA,201.0,151.0,5.0,N,Manager
bonilbo01h,2007,BBWAA,545.0,409.0,2.0,N,Player
bridgto01h,1964,BBWAA,201.0,151.0,15.0,N,Player
gomezle01h,1956,BBWAA,193.0,145.0,89.0,N,Player
martipe01h,1962,BBWAA,160.0,120.0,6.0,N,Player
ruffire01h,1952,BBWAA,234.0,176.0,10.0,N,Player
roushed01h,1937,BBWAA,201.0,151.0,10.0,N,Player
wrighgl01h,1951,BBWAA,226.0,170.0,1.0,N,Player
bottoji01h,1951,BBWAA,226.0,170.0,6.0,N,Player
tiantlu01h,1995,BBWAA,460.0,345.0,45.0,N,Player
altroni01h,1954,BBWAA,252.0,189.0,2.0,N,Player
hentgpa01h,2010,BBWAA,539.0,405.0,1.0,N,Player
gromest01h,1964,BBWAA,201.0,151.0,1.0,N,Player
moseswa01h,1970,BBWAA,300.0,225.0,5.0,N,Player
crandde01h,1978,BBWAA,379.0,285.0,6.0,N,Player
leebi03h,1988,BBWAA,427.0,321.0,3.0,N,Player
lewisdu01h,1952,BBWAA,234.0,176.0,11.0,N,Player
kellejo01h,1942,BBWAA,233.0,175.0,1.0,N,Player
newsobo01h,1967,BBWAA,292.0,219.0,19.0,N,Player
freehbi01h,1982,BBWAA,415.0,312.0,2.0,N,Player
furilca01h,1972,BBWAA,396.0,297.0,2.0,N,Player
sotoma01h,1994,BBWAA,456.0,342.0,0.0,N,Player
suttodo01h,1996,BBWAA,470.0,353.0,300.0,N,Player
floodcu01h,1993,BBWAA,423.0,318.0,36.0,N,Player
hattogr01h,1967,BBWAA,292.0,219.0,1.0,N,Player
ricesa01h,1960,BBWAA,269.0,202.0,143.0,N,Player
gelbech01h,1951,BBWAA,226.0,170.0,1.0,N,Player
chancfr01h,1946,Final Ballot,263.0,198.0,150.0,N,Player
lombaer01h,1967,BBWAA,292.0,219.0,43.0,N,Player
oneilst01h,1952,BBWAA,234.0,176.0,10.0,N,Player
hoopeha01h,1948,BBWAA,121.0,91.0,2.0,N,Player
smithle02h,2003,BBWAA,496.0,372.0,210.0,N,Player
bridgto01h,1962,BBWAA,160.0,120.0,1.0,N,Player
marioma01h,1971,BBWAA,360.0,270.0,123.0,N,Player
