raceid,year,round,circuitid,name,date,time,url
1,2009,1,1,Australian Grand Prix,2009-03-29,06:00:00,http://en.wikipedia.org/wiki/2009_Australian_Grand_Prix
34,2008,17,17,Chinese Grand Prix,2008-10-19,07:00:00,http://en.wikipedia.org/wiki/2008_Chinese_Grand_Prix
45,2007,10,20,European Grand Prix,2007-07-22,12:00:00,http://en.wikipedia.org/wiki/2007_European_Grand_Prix
48,2007,13,14,Italian Grand Prix,2007-09-09,12:00:00,http://en.wikipedia.org/wiki/2007_Italian_Grand_Prix
49,2007,14,13,Belgian Grand Prix,2007-09-16,12:00:00,http://en.wikipedia.org/wiki/2007_Belgian_Grand_Prix
69,2006,17,22,Japanese Grand Prix,2006-10-08,14:00:00,http://en.wikipedia.org/wiki/2006_Japanese_Grand_Prix
86,2005,16,13,Belgian Grand Prix,2005-09-11,14:00:00,http://en.wikipedia.org/wiki/2005_Belgian_Grand_Prix
90,2004,1,1,Australian Grand Prix,2004-03-07,,http://en.wikipedia.org/wiki/2004_Australian_Grand_Prix
109,2003,2,2,Malaysian Grand Prix,2003-03-23,,http://en.wikipedia.org/wiki/2003_Malaysian_Grand_Prix
122,2003,15,19,United States Grand Prix,2003-09-28,,http://en.wikipedia.org/wiki/2003_United_States_Grand_Prix
147,2001,7,6,Monaco Grand Prix,2001-05-27,,http://en.wikipedia.org/wiki/2001_Monaco_Grand_Prix
166,2000,9,8,French Grand Prix,2000-07-02,,http://en.wikipedia.org/wiki/2000_French_Grand_Prix
169,2000,12,11,Hungarian Grand Prix,2000-08-13,,http://en.wikipedia.org/wiki/2000_Hungarian_Grand_Prix
184,1999,10,10,German Grand Prix,1999-08-01,,http://en.wikipedia.org/wiki/1999_German_Grand_Prix
187,1999,13,14,Italian Grand Prix,1999-09-12,,http://en.wikipedia.org/wiki/1999_Italian_Grand_Prix
197,1998,7,7,Canadian Grand Prix,1998-06-07,,http://en.wikipedia.org/wiki/1998_Canadian_Grand_Prix
214,1997,8,8,French Grand Prix,1997-06-29,,http://en.wikipedia.org/wiki/1997_French_Grand_Prix
221,1997,15,20,Luxembourg Grand Prix,1997-09-28,,http://en.wikipedia.org/wiki/1997_Luxembourg_Grand_Prix
233,1996,10,9,British Grand Prix,1996-07-14,,http://en.wikipedia.org/wiki/1996_British_Grand_Prix
249,1995,10,11,Hungarian Grand Prix,1995-08-13,,http://en.wikipedia.org/wiki/1995_Hungarian_Grand_Prix
251,1995,12,14,Italian Grand Prix,1995-09-10,,http://en.wikipedia.org/wiki/1995_Italian_Grand_Prix
255,1995,16,22,Japanese Grand Prix,1995-10-29,,http://en.wikipedia.org/wiki/1995_Japanese_Grand_Prix
270,1994,14,26,European Grand Prix,1994-10-16,,http://en.wikipedia.org/wiki/1994_European_Grand_Prix
286,1993,14,27,Portuguese Grand Prix,1993-09-26,,http://en.wikipedia.org/wiki/1993_Portuguese_Grand_Prix
287,1993,15,22,Japanese Grand Prix,1993-10-24,,http://en.wikipedia.org/wiki/1993_Japanese_Grand_Prix
296,1992,8,8,French Grand Prix,1992-07-05,,http://en.wikipedia.org/wiki/1992_French_Grand_Prix
301,1992,13,14,Italian Grand Prix,1992-09-13,,http://en.wikipedia.org/wiki/1992_Italian_Grand_Prix
302,1992,14,27,Portuguese Grand Prix,1992-09-27,,http://en.wikipedia.org/wiki/1992_Portuguese_Grand_Prix
319,1991,15,22,Japanese Grand Prix,1991-10-20,,http://en.wikipedia.org/wiki/1991_Japanese_Grand_Prix
332,1990,12,14,Italian Grand Prix,1990-09-09,,http://en.wikipedia.org/wiki/1990_Italian_Grand_Prix
344,2010,8,7,Canadian Grand Prix,2010-06-13,16:00:00,http://en.wikipedia.org/wiki/2010_Canadian_Grand_Prix
371,1989,16,29,Australian Grand Prix,1989-11-05,,http://en.wikipedia.org/wiki/1989_Australian_Grand_Prix
384,1988,13,27,Portuguese Grand Prix,1988-09-25,,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix
396,1987,9,11,Hungarian Grand Prix,1987-08-09,,http://en.wikipedia.org/wiki/1987_Hungarian_Grand_Prix
412,1986,9,38,British Grand Prix,1986-07-13,,http://en.wikipedia.org/wiki/1986_British_Grand_Prix
413,1986,10,10,German Grand Prix,1986-07-27,,http://en.wikipedia.org/wiki/1986_German_Grand_Prix
447,1984,12,23,Austrian Grand Prix,1984-08-19,,http://en.wikipedia.org/wiki/1984_Austrian_Grand_Prix
464,1983,13,14,Italian Grand Prix,1983-09-11,,http://en.wikipedia.org/wiki/1983_Italian_Grand_Prix
473,1982,7,37,Detroit Grand Prix,1982-06-06,,http://en.wikipedia.org/wiki/1982_Detroit_Grand_Prix
474,1982,8,7,Canadian Grand Prix,1982-06-13,,http://en.wikipedia.org/wiki/1982_Canadian_Grand_Prix
476,1982,10,38,British Grand Prix,1982-07-18,,http://en.wikipedia.org/wiki/1982_British_Grand_Prix
487,1981,5,40,Belgian Grand Prix,1981-05-17,,http://en.wikipedia.org/wiki/1981_Belgian_Grand_Prix
494,1981,12,39,Dutch Grand Prix,1981-08-30,,http://en.wikipedia.org/wiki/1981_Dutch_Grand_Prix
520,1979,9,9,British Grand Prix,1979-07-14,,http://en.wikipedia.org/wiki/1979_British_Grand_Prix
524,1979,13,14,Italian Grand Prix,1979-09-09,,http://en.wikipedia.org/wiki/1979_Italian_Grand_Prix
528,1978,2,36,Brazilian Grand Prix,1978-01-29,,http://en.wikipedia.org/wiki/1978_Brazilian_Grand_Prix
529,1978,3,30,South African Grand Prix,1978-03-04,,http://en.wikipedia.org/wiki/1978_South_African_Grand_Prix
535,1978,9,34,French Grand Prix,1978-07-02,,http://en.wikipedia.org/wiki/1978_French_Grand_Prix
536,1978,10,38,British Grand Prix,1978-07-16,,http://en.wikipedia.org/wiki/1978_British_Grand_Prix
539,1978,13,39,Dutch Grand Prix,1978-08-27,,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix
559,1977,17,16,Japanese Grand Prix,1977-10-23,,http://en.wikipedia.org/wiki/1977_Japanese_Grand_Prix
564,1976,5,40,Belgian Grand Prix,1976-05-16,,http://en.wikipedia.org/wiki/1976_Belgian_Grand_Prix
570,1976,11,23,Austrian Grand Prix,1976-08-15,,http://en.wikipedia.org/wiki/1976_Austrian_Grand_Prix
572,1976,13,14,Italian Grand Prix,1976-09-12,,http://en.wikipedia.org/wiki/1976_Italian_Grand_Prix
601,1974,12,23,Austrian Grand Prix,1974-08-18,,http://en.wikipedia.org/wiki/1974_Austrian_Grand_Prix
604,1974,15,46,United States Grand Prix,1974-10-06,,http://en.wikipedia.org/wiki/1974_United_States_Grand_Prix
612,1973,8,34,French Grand Prix,1973-07-01,,http://en.wikipedia.org/wiki/1973_French_Grand_Prix
618,1973,14,48,Canadian Grand Prix,1973-09-23,,http://en.wikipedia.org/wiki/1973_Canadian_Grand_Prix
620,1972,1,25,Argentine Grand Prix,1972-01-23,,http://en.wikipedia.org/wiki/1972_Argentine_Grand_Prix
627,1972,8,20,German Grand Prix,1972-07-30,,http://en.wikipedia.org/wiki/1972_German_Grand_Prix
633,1971,2,49,Spanish Grand Prix,1971-04-18,,http://en.wikipedia.org/wiki/1971_Spanish_Grand_Prix
645,1970,3,6,Monaco Grand Prix,1970-05-10,,http://en.wikipedia.org/wiki/1970_Monaco_Grand_Prix
646,1970,4,13,Belgian Grand Prix,1970-06-07,,http://en.wikipedia.org/wiki/1970_Belgian_Grand_Prix
649,1970,7,38,British Grand Prix,1970-07-18,,http://en.wikipedia.org/wiki/1970_British_Grand_Prix
652,1970,10,14,Italian Grand Prix,1970-09-06,,http://en.wikipedia.org/wiki/1970_Italian_Grand_Prix
