driverstandingsid,raceid,driverid,points,position,positiontext,wins
65061,865,10,0.0,20,20,0
48558,734,457,0.0,35,35,0
47247,781,478,0.0,54,54,0
58282,556,203,0.0,34,34,0
59081,503,224,5.0,9,9,0
10985,221,49,35.0,3,3,1
55662,599,259,0.0,46,46,0
66239,263,81,0.0,30,30,0
65762,890,17,105.0,5,5,0
48528,733,436,0.0,22,22,0
21250,443,112,0.0,24,24,0
16288,332,95,16.0,8,8,0
65882,895,819,0.0,20,20,0
53768,674,365,0.0,25,25,0
67904,962,835,0.0,20,20,0
13102,66,31,26.0,7,7,0
54508,649,328,19.0,3,3,1
54980,612,232,6.0,9,9,0
65563,882,1,40.0,4,4,0
63589,726,278,0.0,18,18,0
23148,493,173,8.0,12,12,0
20051,408,77,6.0,8,8,0
65382,874,5,0.0,20,20,0
56325,586,296,0.0,38,38,0
54359,644,356,9.0,2,2,1
66624,900,821,0.0,12,12,0
19358,383,84,0.0,19,19,0
45377,816,716,0.0,107,107,0
58235,555,266,0.0,53,53,0
11748,157,56,6.0,12,12,0
66889,912,821,0.0,20,20,0
58107,553,233,8.0,11,11,0
18057,13,1,27.0,7,7,1
57473,536,219,0.0,26,26,0
55615,598,319,0.0,45,45,0
55729,601,280,0.0,27,27,0
57152,527,222,0.0,10,10,0
1480,84,32,5.0,18,18,0
17233,309,65,0.0,34,34,0
56581,563,200,7.0,5,5,0
59245,508,221,0.0,28,28,0
45259,815,708,0.0,93,93,0
55719,600,172,0.0,43,43,0
63775,338,5,0.0,15,15,0
20531,423,119,0.0,23,23,0
49616,775,418,0.0,22,22,0
11090,177,55,1.0,10,10,0
49386,772,523,0.0,57,57,0
44877,811,615,1.5,17,17,0
19529,389,157,0.0,11,11,0
18645,367,78,0.0,33,33,0
44668,824,733,0.0,102,102,0
11469,145,15,7.0,6,6,0
59188,506,163,23.0,5,5,2
3102,160,22,9.0,2,2,0
10948,219,81,0.0,24,24,0
56634,564,239,0.0,26,26,0
13025,62,36,0.0,23,23,0
10575,254,95,0.0,28,28,0
22493,478,211,0.0,39,39,0
50337,755,546,0.0,84,84,0
15946,323,151,0.0,15,15,0
49163,769,594,0.0,33,33,0
12755,105,41,0.0,21,21,0
55584,598,289,1.0,16,16,0
18722,369,159,1.0,26,26,0
22393,476,201,0.0,26,26,0
57547,538,211,0.0,28,28,0
57125,575,265,0.0,39,39,0
55976,576,250,0.0,15,15,0
10346,247,14,17.0,5,5,0
13786,44,2,33.0,5,5,0
21945,464,188,1.0,19,19,0
11604,151,21,1.0,17,17,0
57089,575,182,68.0,2,2,5
16064,326,140,0.0,34,34,0
65920,897,154,114.0,7,7,0
44483,822,738,0.0,53,53,0
22306,474,163,4.0,15,15,0
51872,805,672,0.0,68,68,0
6911,293,105,5.0,7,7,0
57525,538,182,31.0,5,5,1
43912,830,721,0.0,63,63,0
62028,757,565,0.0,54,54,0
51975,806,615,0.0,28,28,0
54830,607,329,0.0,17,17,0
63767,338,18,31.0,3,3,1
13676,39,13,27.0,3,3,2
21535,451,182,72.0,1,1,5
20710,426,185,4.0,11,11,0
63362,719,440,0.0,14,14,0
12669,102,11,18.0,9,9,0
48736,737,413,0.0,28,28,0
64904,859,812,0.0,28,28,0
10926,219,14,24.0,5,5,2
23008,490,105,0.0,24,24,0
46547,785,429,0.0,14,14,0
51703,803,656,0.0,40,40,0
43395,837,786,18.0,2,2,0
56496,560,252,4.0,3,3,0
21058,437,84,0.0,17,17,0
51939,805,690,0.0,93,93,0
3317,169,63,6.0,11,11,0
51058,700,341,9.0,3,3,0
16084,327,103,1.0,14,14,0
52908,657,361,0.0,16,16,0
18926,370,103,0.0,31,31,0
43863,829,733,0.0,66,66,0
10392,248,94,0.0,18,18,0
50962,717,278,2.0,15,15,0
66342,266,56,1.0,24,24,0
66040,257,50,0.0,16,16,0
56421,588,295,0.0,44,44,0
49597,775,347,3.0,20,20,0
48372,745,467,0.0,61,61,0
17157,307,141,1.0,13,13,0
12110,108,8,6.0,3,3,0
