raceid,driverid,lap,position,time,milliseconds
934,817,17,13,1:47.465,107465
858,815,2,10,1:52.140,112140
20,3,27,8,1:35.685,95685
81,2,17,12,1:23.793,83793
43,13,44,2,1:39.910,99910
841,1,51,2,1:31.312,91312
32,14,17,18,2:06.656,126656
173,49,1,11,1:51.632,111632
930,20,50,3,1:31.655,91655
82,30,16,3,1:16.722,76722
235,49,29,10,1:22.682,82682
131,17,66,11,1:18.287,78287
185,57,3,1,1:21.898,81898
58,8,54,5,1:18.173,78173
867,811,31,21,1:51.925,111925
861,807,50,9,1:42.683,102683
86,21,5,11,1:59.532,119532
94,43,11,16,1:19.160,79160
83,4,69,11,1:25.004,85004
353,4,24,2,1:55.479,115479
15,5,41,13,1:34.940,94940
164,21,38,5,1:23.906,83906
30,1,6,2,1:49.895,109895
220,15,49,2,1:14.135,74135
141,56,55,11,1:34.112,94112
141,50,41,11,1:34.225,94225
71,4,43,1,1:26.955,86955
49,8,34,1,1:49.080,109080
930,829,9,20,1:36.869,96869
982,13,15,10,2:10.304,130304
879,808,65,12,1:32.421,92421
165,22,46,3,1:41.528,101528
190,64,23,12,1:45.292,105292
121,48,22,6,1:23.649,83649
44,1,24,3,1:23.094,83094
43,4,25,7,1:17.780,77780
880,823,27,18,1:37.448,97448
903,815,28,9,1:44.204,104204
144,35,17,10,1:28.585,88585
155,49,6,14,1:30.921,90921
60,30,15,3,1:22.487,82487
354,807,8,4,1:18.954,78954
165,56,37,19,1:21.353,81353
110,15,9,6,1:36.395,96395
95,31,65,4,1:17.304,77304
961,835,4,21,1:31.361,91361
177,21,2,12,1:34.569,94569
165,15,22,7,1:21.544,81544
965,832,13,8,1:44.247,104247
119,31,18,2,1:34.344,94344
156,50,11,13,1:18.110,78110
40,8,51,11,1:17.084,77084
894,819,37,16,1:46.723,106723
199,74,20,19,1:48.596,108596
956,815,10,21,1:30.854,90854
860,155,8,11,1:34.347,94347
863,37,47,21,1:41.422,101422
36,17,21,5,1:27.501,87501
905,824,64,10,1:22.036,82036
974,13,73,9,1:17.639,77639
80,8,2,10,1:19.578,79578
862,815,31,4,1:43.269,103269
347,37,6,14,1:21.518,81518
229,65,39,5,1:28.456,88456
39,14,28,5,1:24.144,84144
87,8,6,3,1:13.944,73944
21,1,60,3,1:22.701,82701
964,154,1,9,1:44.394,104394
50,20,2,7,2:14.504,134504
944,18,20,14,1:18.758,78758
960,826,37,14,1:52.081,112081
43,26,48,14,1:17.964,77964
194,56,51,3,1:30.784,90784
896,822,50,17,1:50.617,110617
200,50,33,12,1:17.845,77845
233,64,6,13,1:33.170,93170
344,16,52,11,1:20.672,80672
74,39,48,14,1:25.986,85986
144,60,24,14,1:30.839,90839
967,826,8,12,1:35.783,95783
929,826,35,15,2:01.315,121315
33,18,10,15,1:25.053,85053
53,26,53,13,1:34.497,94497
898,821,38,15,1:42.506,102506
31,10,32,10,1:36.854,96854
894,818,28,18,1:45.283,105283
120,17,34,7,1:25.565,85565
94,32,43,15,1:21.434,81434
