resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
4350,222,35,3,3,1,,D,14,0.0,53,,,,,,,2
13392,548,229,64,25,0,,F,23,0.0,0,,,,,,,81
11822,492,173,32,11,14,7.0,7,7,0.0,44,,,,,,,11
17591,726,364,34,6,6,,R,15,0.0,42,,,,,,,83
21973,892,820,206,23,22,20.0,20,20,0.0,52,,,48.0,19.0,1:29.491,233.037,11
20766,355,22,3,9,7,12.0,12,12,0.0,55,+57.686,6034523.0,50.0,11.0,1:42.669,194.746,1
33,19,12,4,6,13,11.0,11,11,0.0,56,+1:32.202,5570757.0,52.0,15.0,1:36.956,205.812,1
9151,394,169,39,14,25,9.0,9,9,0.0,59,,,,,,,16
125,23,12,4,6,17,,R,17,0.0,47,,,40.0,17.0,1:31.187,131.860,3
23009,952,822,3,77,7,5.0,5,5,10.0,66,+45.271,6145288.0,60.0,8.0,1:29.081,188.120,1
12345,510,191,25,43,24,,R,24,0.0,0,,,,,,,3
12844,529,212,32,25,21,10.0,10,10,0.0,77,,,,,,,11
998,64,11,8,22,17,,R,14,0.0,38,,,26.0,19.0,1:19.413,207.351,6
11652,486,207,51,22,12,,R,20,0.0,26,,,,,,,6
12298,509,177,56,21,11,5.0,5,5,2.0,59,,,,,,,11
1026,65,17,3,9,5,,R,20,0.0,1,,,,,,,3
13148,539,219,4,15,9,,R,18,0.0,35,,,,,,,5
13688,558,239,1,30,20,11.0,11,11,0.0,76,,,,,,,5
19019,790,501,105,12,12,,R,10,0.0,13,,,,,,,25
7169,325,119,3,6,9,,R,18,0.0,44,,,,,,,23
9279,399,140,1,2,8,5.0,5,5,2.0,69,,,,,,,11
14315,582,207,73,27,15,4.0,4,4,3.0,80,+44.380,7202699.0,,,,,1
8491,371,114,39,41,0,,F,37,0.0,0,,,,,,,97
22435,913,16,15,99,17,,R,19,0.0,40,,,10.0,18.0,1:53.948,160.020,34
18461,763,486,167,22,12,,R,18,0.0,18,,,,,,,5
12040,499,137,34,5,9,,R,19,0.0,14,,,,,,,22
14178,576,207,73,27,10,,R,17,0.0,27,,,,,,,7
9884,422,105,6,27,4,,R,14,0.0,29,,,,,,,10
11107,467,204,45,32,0,,F,28,0.0,0,,,,,,,81
11785,490,118,53,36,0,,F,29,0.0,0,,,,,,,81
14480,588,222,25,3,4,8.0,8,8,0.0,51,,,,,,,11
2664,145,59,21,15,16,,R,20,0.0,8,,,,,,,32
16615,679,341,11,11,6,3.0,3,3,4.0,79,,,,,,,11
8150,363,159,18,24,15,6.0,6,6,1.0,63,,,,,,,11
18185,750,540,32,20,19,,W,19,0.0,0,,,,,,,3
21767,882,818,5,18,15,12.0,12,12,0.0,56,+1:12.604,5859549.0,56.0,8.0,1:40.138,195.965,1
11844,492,105,25,4,0,,F,29,0.0,0,,,,,,,81
5274,261,106,33,19,17,,R,26,0.0,0,,,,,,,5
9591,411,119,34,7,16,7.0,7,7,0.0,78,,,,,,,12
16100,651,280,82,20,13,14.0,14,14,0.0,56,,,,,,,14
4117,212,35,3,3,1,1.0,1,1,10.0,64,1:30:35.896,5435896.0,,,,,1
16740,685,358,167,5,9,,R,20,0.0,4,,,,,,,21
22528,918,825,1,20,9,11.0,11,11,0.0,55,+1:30.376,6032995.0,37.0,10.0,1:46.824,187.171,1
18963,788,608,6,12,2,2.0,2,2,6.0,61,+0.3,9263700.0,,,,,1
14421,586,178,75,22,21,5.0,5,5,2.0,14,+3:50.3,6304400.0,,,,,1
20323,337,4,6,8,3,1.0,1,1,25.0,49,1:39:20.396,5960396.0,45.0,1.0,1:58.287,191.706,1
21939,891,154,208,8,7,8.0,8,8,4.0,44,+55.846,5078042.0,34.0,11.0,1:52.497,224.133,1
20774,355,32,164,20,24,20.0,20,20,0.0,53,,,44.0,21.0,1:46.646,187.483,12
18988,789,607,105,9,15,7.0,7,7,0.0,95,,,,,,,16
5824,282,84,27,25,6,8.0,8,8,0.0,44,,,,,,,11
15347,621,235,6,5,7,8.0,8,8,0.0,78,,,,,,,11
18800,779,456,118,20,6,,R,10,0.0,25,,,,,,,5
17417,719,439,86,22,0,,W,23,0.0,0,,,,,,,54
11754,489,205,53,35,0,,F,28,0.0,0,,,,,,,81
3889,201,44,20,11,16,15.0,15,15,0.0,44,,,,,,,11
4393,224,30,6,1,4,,R,13,0.0,32,,,,,,,23
9305,400,102,32,12,5,5.0,5,5,2.0,72,+1:13.507,6626199.0,,,,,1
1814,104,44,7,17,13,,R,20,0.0,0,,,,,,,4
11823,492,197,45,32,17,8.0,8,8,0.0,44,,,,,,,11
554,44,18,11,7,18,10.0,10,10,0.0,58,,,29.0,16.0,1:23.581,221.433,11
14920,603,187,34,28,15,,R,20,0.0,61,,,,,,,22
