qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
978,63,27,13,19,16,1:16.962,1:17.105,
6960,960,836,209,94,16,1:48.554,1:49.320,
5338,875,817,5,16,16,1:38.784,1:39.084,
2136,229,55,22,3,3,1:20.918,,
4131,92,21,15,11,11,1:31.731,,
7379,980,836,15,94,20,1:47.679,,
6936,959,4,1,14,14,1:16.338,1:16.041,
4112,91,21,15,11,12,1:35.061,,
1624,176,44,20,18,12,1:18.636,,
1314,85,42,3,8,16,1:23.291,,
6840,955,8,6,7,5,1:44.936,1:44.533,1:44.269
5260,872,155,15,14,9,1:25.317,1:24.683,1:25.109
229,29,13,6,2,1,1:38.176,1:37.859,1:38.989
6539,938,18,1,22,16,1:26.058,,
5865,900,818,5,25,6,1:33.488,1:43.849,1:45.864
6513,937,832,5,55,10,1:49.109,1:49.065,1:49.771
6264,917,807,10,27,12,1:11.848,1:11.976,
7208,972,815,10,11,9,1:36.185,1:35.513,1:35.337
5818,898,154,208,8,3,1:38.676,1:37.523,1:37.155
3258,14,8,6,4,13,1:47.293,1:47.177,
6597,941,813,208,13,14,1:39.724,1:39.811,
1912,211,64,21,2,16,1:19.860,,
3291,16,67,5,12,6,1:24.591,1:20.701,1:20.250
7310,977,807,4,27,11,1:06.174,1:05.597,
5361,876,814,10,11,16,1:27.462,1:26.989,
3974,118,49,15,10,14,1:23.187,,
86,21,16,10,20,20,1:23.224,,
4146,93,4,4,8,6,1:20.895,,
2689,261,100,33,20,16,1:25.050,,
3098,6,21,10,21,13,1:16.063,1:16.146,
5102,865,818,5,17,17,1:16.491,1:16.885,
2792,265,65,32,12,15,1:46.630,,
5351,876,13,6,6,6,1:26.939,1:26.111,1:25.857
2649,259,71,3,0,4,1:22.168,,
348,34,21,10,21,20,1:37.739,,
4727,848,39,164,22,24,1:44.363,,
2460,251,84,27,26,11,1:27.067,,
5922,902,155,207,10,19,1:37.085,,
2668,259,106,33,19,23,1:25.991,,
1392,89,32,9,15,14,1:36.472,,
7054,965,3,131,6,2,1:36.397,1:36.351,1:35.215
4218,96,14,1,5,18,,,
3679,351,10,166,24,18,1:50.271,,
715,51,20,5,19,17,1:37.006,1:36.891,
5071,864,155,15,14,10,1:23.386,1:22.897,
4253,98,32,19,15,13,1:12.170,,
3447,342,9,4,11,2,1:15.045,1:14.549,1:14.120
7141,969,20,6,5,2,1:25.210,1:23.401,1:22.456
3776,355,15,205,18,19,1:43.516,,
1211,80,17,3,7,13,1:15.885,,
1351,87,33,17,18,13,1:13.387,,
4915,857,817,164,23,21,1:30.216,,
662,49,15,7,12,8,1:47.143,1:46.480,1:47.798
2905,269,101,31,31,24,1:24.514,,
5493,882,18,1,5,8,1:36.667,1:35.784,2:05.673
3655,350,15,205,18,18,1:25.540,,
1682,192,25,22,6,5,1:18.261,,
4285,100,15,4,7,5,1:18.715,,
1921,212,14,1,10,3,1:17.521,,
1527,160,14,1,2,3,1:25.014,,
