year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
1992,NHL,BUF,25,15,2.0,,13,21,8.0,,,,,,6,3,2,,4,8,2,,6,4,2,,10,5,0.0,,5,4,1.0,,7,5,3,,0,7,0,
2003,NHL,ANA,19,11,7.0,4,10,24,3.0,4,,,,,4,5,1,1,4,2,3,4,5,8,0,0,3,7,4.0,1,7,4,1.0,2,5,9,1,0,1,0,0,0
1980,NHL,BUF,21,7,12.0,,18,13,9.0,,,,,,5,2,2,,8,4,3,,5,3,4,,6,1,7.0,,6,3,3.0,,8,6,1,,1,1,1,
1940,NHL,NYA,7,10,7.0,,1,19,4.0,,,,,,,,,,3,6,1,,3,5,4,,1,6,2.0,,1,6,3.0,,0,6,1,,,,,
1995,NHL,WAS,21,15,5.0,,18,17,6.0,,,,,,7,3,0,,4,8,2,,7,4,1,,5,6,2.0,,6,4,3.0,,7,4,3,,3,3,0,
1960,NHL,TOR,21,6,8.0,,18,13,4.0,,,,,,5,4,2,,5,4,3,,8,3,2,,9,4,1.0,,8,2,2.0,,4,2,2,,,,,
1986,NHL,CHI,18,13,9.0,,11,24,5.0,,,,,,2,7,2,,4,7,3,,8,5,1,,4,7,2.0,,6,3,2.0,,4,7,3,,1,1,1,
1973,WHA,CHC,23,13,3.0,,15,22,2.0,,,,,,5,4,1,,6,3,0,,5,9,1,,5,4,1.0,,6,10,0.0,,10,4,2,,1,1,0,
1953,NHL,TOR,22,6,7.0,,10,18,7.0,,,,,,4,4,2,,7,3,3,,6,3,2,,7,5,1.0,,5,4,4.0,,3,5,2,,,,,
1924,NHL,TRS,10,5,0.0,,9,6,0.0,,,,,,,,,,0,1,0,,3,5,0,,7,3,0.0,,8,0,0.0,,1,2,0,,,,,
1982,NHL,BUF,25,7,8.0,,13,22,5.0,,,,,,4,5,3,,8,3,1,,5,5,3,,8,4,2.0,,5,5,3.0,,8,6,1,,0,1,0,
1984,NHL,MTL,24,10,6.0,,17,17,6.0,,,,,,6,2,1,,7,3,3,,8,4,3,,4,7,3.0,,7,5,0.0,,7,6,1,,2,0,1,
1979,NHL,WIN,13,19,8.0,,7,30,3.0,,,,,,4,5,1,,3,8,2,,5,9,1,,2,10,2.0,,1,8,4.0,,3,8,1,,2,1,0,
1975,WHA,NEW,22,16,2.0,,11,24,5.0,,,,,,5,2,1,,4,10,0,,8,4,2,,5,7,2.0,,4,8,1.0,,6,8,1,,1,1,0,
2000,NHL,DAL,26,10,5.0,0,22,14,3.0,2,,,,,6,4,1,1,7,2,2,0,8,5,1,0,7,7,0.0,0,7,4,1.0,1,11,2,2,0,2,0,1,0
1972,NHL,MNS,26,8,5.0,,11,22,6.0,,,,,,4,5,1,,9,2,2,,6,7,1,,3,5,4.0,,7,7,0.0,,8,4,3,,,,,
1993,NHL,TBL,14,22,6.0,,16,21,5.0,,,,,,3,8,1,,3,8,1,,6,6,2,,7,4,2.0,,4,7,2.0,,3,7,3,,4,3,0,
1979,NHL,LAK,18,13,9.0,,12,23,5.0,,,,,,5,3,2,,5,5,3,,7,4,1,,4,8,3.0,,4,10,0.0,,4,4,5,,1,2,0,
1971,NHL,DET,25,11,3.0,,8,24,7.0,,,,,,3,8,0,,4,4,4,,7,5,2,,7,4,2.0,,7,6,1.0,,5,7,1,,0,1,0,
2006,NHL,PHI,10,24,,7,12,24,,5,,,,,3,7,,1,5,8,,2,2,9,,1,2,8,,2,4,5,,4,5,9,,1,1,2,,1
1983,NHL,CAL,22,11,7.0,,12,21,7.0,,,,,,5,6,1,,5,4,3,,4,7,2,,5,2,5.0,,9,4,2.0,,6,8,1,,0,1,0,
1987,NHL,PIT,22,12,6.0,,14,23,3.0,,,,,,3,6,3,,6,4,2,,7,4,2,,5,9,2.0,,4,7,0.0,,9,5,0,,2,0,0,
2009,NHL,MIN,25,12,,4,13,24,,4,,,,,5,9,,0,5,3,,3,10,6,,0,7,6,,1,3,3,,0,7,7,,2,1,2,,2
1992,NHL,PHI,23,14,5.0,,13,23,6.0,,,,,,3,7,3,,6,3,1,,4,8,1,,5,8,2.0,,4,4,4.0,,6,6,0,,8,1,0,
1998,NHL,WAS,16,23,2.0,,15,22,4.0,,,,,,3,3,3,,4,8,0,,4,8,0,,5,7,1.0,,9,4,1.0,,4,8,1,,2,7,0,
1923,WCHL,CAT,13,2,0.0,,5,9,1.0,,,,,,,,,,,,,,6,1,0,,7,5,0.0,,5,5,0.0,,0,0,1,,,,,
1926,NHL,OTS,16,5,1.0,,14,5,3.0,,,,,,,,,,4,0,1,,7,1,1,,7,3,1.0,,6,3,1.0,,6,3,0,,,,,
