playerid,year,stint,tmid,lgid,pos,gp,g,a,pts,pim,+/-,ppg,ppa,shg,sha,gwg,gtg,sog,postgp,postg,posta,postpts,postpim,post+/-,postppg,postppa,postshg,postsha,postgwg,postsog
kocurjo01,1984,1,DET,NHL,R,17.0,1.0,0.0,1.0,64.0,-4,0,,0,,0,0,7,3,1,0,1,5,-2,0,,0,,0,1
burkema01,1934,1,CHI,NHL,D,47.0,2.0,2.0,4.0,29.0,,,,,,,,,2,0,0,0,2,,,,,,,
markoan01,2011,1,MTL,NHL,D,13.0,0.0,3.0,3.0,4.0,-4,0,2,0,0,0,,17,,,,,,,,,,,,
jenseda03,1987,1,WAS,NHL,C,5.0,0.0,1.0,1.0,4.0,0,0,0,0,0,0,0,1,,,,,,,,,,,,
wilsocu01,1923,1,CAT,WCHL,L,30.0,16.0,7.0,23.0,37.0,,,,,,,,,5,4,0,4,2,,,,,,,
tippeda01,1984,1,HAR,NHL,L,80.0,7.0,12.0,19.0,12.0,-24,0,,0,,0,0,98,,,,,,,,,,,,
lauerbr01,1992,1,CHI,NHL,L,7.0,0.0,1.0,1.0,2.0,-1,0,1,0,0,0,0,8,,,,,,,,,,,,
makich01,1972,1,CHI,NHL,R,77.0,13.0,19.0,32.0,10.0,5,1,,2,,1,0,118,16,2,8,10,0,,0,,0,,0,
potvife01,2002,1,LAK,NHL,G,42.0,0.0,0.0,0.0,4.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
daignjj01,2000,1,MIN,NHL,D,1.0,0.0,0.0,0.0,2.0,-1,0,0,0,0,0,0,0,,,,,,,,,,,,
chriser01,2009,2,NYR,NHL,C,49.0,8.0,18.0,26.0,24.0,14,1,3,0,0,1,,77,,,,,,,,,,,,
ehrhoch01,2011,1,BUF,NHL,D,66.0,5.0,27.0,32.0,47.0,-2,1,10,0,2,3,,136,,,,,,,,,,,,
campbbr01,1970,1,CHI,NHL,C,78.0,17.0,37.0,54.0,26.0,26,3,,0,,1,1,155,4,0,1,1,0,,0,,0,,0,
osullch01,1996,1,CAL,NHL,D,27.0,2.0,8.0,10.0,2.0,0,1,6,0,0,1,0,41,,,,,,,,,,,,
lindgma01,2002,1,VAN,NHL,C,54.0,5.0,9.0,14.0,18.0,-2,0,0,2,0,1,0,51,,,,,,,,,,,,
tkachke01,1996,1,PHO,NHL,L,81.0,52.0,34.0,86.0,228.0,-1,9,10,2,0,7,1,296,7,6,0,6,7,2,2,0,0,0,0,37
zalewst01,2009,1,SJS,NHL,C,3.0,0.0,0.0,0.0,0.0,-2,0,0,0,0,0,,3,,,,,,,,,,,,
morroke01,1985,1,NYI,NHL,D,69.0,0.0,12.0,12.0,22.0,24,0,,0,,0,0,55,2,0,0,0,4,-2,0,,0,,0,3
modinfr01,2009,2,LAK,NHL,L,20.0,3.0,2.0,5.0,14.0,-2,2,0,0,0,0,,32,6,3,1,4,2,-3,2,1,0,0,0,13
trembma01,1938,1,MTL,NHL,R,10.0,0.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,
connech01,2006,1,DAL,NHL,R,11.0,1.0,2.0,3.0,4.0,-3,0,0,0,0,0,,18,,,,,,,,,,,,
barbedo01,1991,1,WIN,NHL,L,11.0,0.0,3.0,3.0,4.0,2,0,1,0,0,0,0,6,,,,,,,,,,,,
leswito01,1945,1,NYR,NHL,L,50.0,15.0,9.0,24.0,26.0,,,,,,,,,,,,,,,,,,,,
cookbi01,1931,1,NYR,NHL,R,48.0,33.0,14.0,47.0,33.0,,,,,,,,,7,3,3,6,2,,,,,,,
mccleja01,2008,1,STL,NHL,C,82.0,12.0,14.0,26.0,29.0,-10,0,0,3,0,3,,137,4,0,0,0,4,-4,0,0,0,0,0,8
