year,hofid,name,category
1978,bathgan01h,Andy Bathgate,Player
1958,dudlege01h,George Dudley,Builder
1992,gainebo01h,Bob Gainey,Player
1976,gibsoja02h,Jack Gibson,Builder
1947,joliaau01h,Aurel Joliat,Player
1958,moranpa01h,Paddy Moran,Player
1962,roddemi01h,Mike Rodden,Referee/Linesman
1991,smithcl01h,Clint Smith,Player
1965,benedcl01h,Clint Benedict,Player
2004,murphla01h,Larry Murphy,Player
1962,lavioja01h,Jack Laviolette,Player
1968,cowlebi01h,Bill Cowley,Player
1950,malonjo01h,Joe Malone,Player
1966,brimsfr01h,Frank Brimsek,Player
1950,triheha01h,Harry Trihey,Player
1945,bakerho01h,Hobey Baker,Player
2002,neilsro01h,Roger Neilson,Builder
2001,hawerda01h,Dale Hawerchuk,Player
1978,bickejo01h,John Bickell,Builder
1993,shuttst01h,Steve Shutt,Player
1971,wirtzar01h,Arthur Wirtz,Builder
1978,tuttwi01h,William Tutt,Builder
1991,bowmasc01h,Scotty Bowman,Builder
1961,brownge03h,George Brown,Builder
1964,siebeba01h,Babe Siebert,Player
1980,lumleha01h,Harry Lumley,Player
1987,pavelma03h,Matt Pavelich,Referee/Linesman
1992,dionnma01h,Marcel Dionne,Player
1961,dayha01h,Hap Day,Player
1961,appssy01h,Syl Apps,Player
1965,russeer01h,Ernie Russell,Player
1995,sabetgu01h,Gunther Sabetzki,Builder
1994,oneilbr01h,Brian O'Neill,Builder
1962,pitredi01h,Didier Pitre,Player
1985,mariujo01h,John Mariucci,Builder
1947,taylocy01h,Cyclone Taylor,Player
1961,smeatco01h,Cooper Smeaton,Referee/Linesman
2005,neelyca01h,Cam Neely,Player
1992,mcdonla01h,Lanny McDonald,Player
1947,robincl01h,Claude Robinson,Builder
2003,kilrebr01h,Brian Kilrea,Builder
1987,giacoed01h,Ed Giacomin,Player
1958,turnell01h,Lloyd Turner,Builder
1978,plantja01h,Jacques Plante,Player
2001,fetisvi01h,Viacheslav Fetisov,Player
1972,geoffbe01h,Bernie Geoffrion,Player
1963,seibeea01h,Earl Seibert,Player
1962,gilmobi01h,Billy Gilmour,Player
1962,simpsjo01h,Joe Simpson,Player
2006,roypa01h,Patrick Roy,Player
1988,laflegu01h,Guy Lafleur,Player
2006,brookhe01h,Herb Brooks,Builder
2010,develji01h,Jim Devellano,Builder
1962,huttobo01h,Bowse Hutton,Player
1950,patrifr01h,Frank Patrick,Builder
1988,hayesge01h,George Hayes,Referee/Linesman
2009,robitlu01h,Luc Robitaille,Player
1993,damicjo01h,John D'Amico,Referee/Linesman
1949,bainda01h,Dan Bain,Player
1958,raymodo01h,Donat Raymond,Builder
1971,jacksbu01h,Busher Jackson,Player
1989,lewishe01h,Herbie Lewis,Player
1974,mooredi01h,Dickie Moore,Player
2009,leetcbr01h,Brian Leetch,Player
1974,coultar01h,Art Coulter,Player
1962,mcgimbi01h,Billy McGimsie,Player
1966,lindste01h,Ted Lindsay,Player
1945,allanmo01h,Montagu Allan,Builder
1974,tarasan01h,Anatoli Tarasov,Builder
1952,mackami01h,Mickey MacKay,Player
1962,schrisw01h,Sweeney Schriner,Player
1962,gardnji01h,Jim Gardner,Player
1961,lesuepe01h,Percy LeSueur,Player
1947,roberjo02h,John Robertson,Builder
2003,fuhrgr01h,Grant Fuhr,Player
1988,parkbr01h,Brad Park,Player
1960,selkefr01h,Frank Selke,Builder
1990,poilebu01h,Bud Poile,Builder
1962,walshma01h,Marty Walsh,Player
1958,irvindi01h,Dick Irvin,Player
1961,rankifr01h,Frank Rankin,Player
1966,blaketo01h,Toe Blake,Player
1952,boondi01h,Dickie Boon,Player
1965,hewitfo01h,Foster Hewitt,Builder
1945,vezinge01h,Georges Vezina,Player
1975,baileac01h,Ace Bailey,Player
1962,westwha01h,Harry Westwick,Player
1965,hornere01h,Red Horner,Player
1989,sittlda01h,Darryl Sittler,Player
1965,farrear01h,Art Farrell,Player
1975,pilotpi01h,Pierre Pilote,Player
1968,dunnji01h,Jimmy Dunn,Builder
1997,lemiema01h,Mario Lemieux,Player
2003,lafonpa01h,Pat LaFontaine,Player
2008,chynoed01h,Ed Chynoweth,Builder
1961,waghofr01h,Fred Waghorne,Builder
1969,leadeal01h,Al Leader,Builder
2008,andergl01h,Glenn Anderson,Player
