name,id,award,year,lgid,note
Arthur Wirtz,wirtzar01h,Patrick,1984,NHL,
Bobby Clarke,clarkbo01,Patrick,1979,NHL,
Brian Leetch,leetcbr01,Patrick,2006,NHL,
Bud Poile,poilebu01,Patrick,1988,NHL,
Cam Neely,neelyca01,Patrick,2009,NHL,
Clarence Campbell,campbcl01h,Patrick,1971,NHL,
Herb Brooks,brookhe01c,Patrick,2001,NHL,
Jim Devellano,,Patrick,2008,NHL,
Joe Mullen,mullejo01,Patrick,1994,NHL,
John Mariucci,mariujo01,Patrick,1976,NHL,
Marcel Dionne,dionnma01,Patrick,2005,NHL,
Mario Lemieux,lemiema01,Patrick,1999,NHL,
Pat LaFontaine,lafonpa01,Patrick,1996,NHL,
Scotty Bowman,bowmasc01c,Patrick,2000,NHL,
Ted Lindsay,lindste01,Patrick,2007,NHL,
William Tutt,tuttwi01h,Patrick,1977,NHL,
Red Dutton,duttore01,Patrick,1992,NHL,
Bob Johnson,johnsbo02c,Patrick,1987,NHL,
Jerry York,,Patrick,2009,NHL,
Bill Cleary,,Patrick,1996,NHL,
George Leader,,Patrick,1975,NHL,
James Norris,norrija02h,Patrick,1966,NHL,posthumous
Bill Torrey,torrebi01h,Patrick,1982,NHL,
Tony Rossi,,Patrick,2010,NHL,
Tom Fitzgerald,,Patrick,1977,NHL,
William Jennings,jenniwi01h,Patrick,1970,NHL,
Harry Sinden,sindeha01c,Patrick,1998,NHL,
David Poile,,Patrick,2000,NHL,
John Bucyk,bucykjo01,Patrick,1976,NHL,
James D. Norris,norrija03h,Patrick,1971,NHL,posthumous
1960 U.S. Olympic Hockey Team,,Patrick,2001,NHL,
Murray Armstrong,armstmu01,Patrick,1976,NHL,
Jack Adams,adamsja01,Patrick,1965,NHL,
Jack Riley,rileyja01,Patrick,1985,NHL,
Mike Emrick,,Patrick,2003,NHL,
Peter Karmanos,,Patrick,1997,NHL,
Bruce McNall,,Patrick,1992,NHL,
Bob Fleming,,Patrick,1994,NHL,
Bruce Norris,norribr01h,Patrick,1975,NHL,
Charles L. Crovat,,Patrick,1973,NHL,posthumous
Cammi Granato,,Patrick,2006,NHL,
Mike Richter,richtmi01,Patrick,2008,NHL,
Walter Brown,brownwa02h,Patrick,1967,NHL,posthumous
Ed Snider,snideed01h,Patrick,1979,NHL,
Len Ceglarski,,Patrick,1989,NHL,
Stan Fischler,,Patrick,2006,NHL,
Bill Chadwick,chadwbi01h,Patrick,1974,NHL,
Bob Naegele,,Patrick,2007,NHL,
Emile Francis,francem01,Patrick,1981,NHL,
Weston Adams,adamswe01h,Patrick,1973,NHL,posthumous
Walter Bush,bushwa01h,Patrick,1972,NHL,
Ray Miron,,Patrick,2003,NHL,
Gordie Howe,howego01,Patrick,1966,NHL,
1998 U.S. Olympic Women's Hockey Team,,Patrick,1998,NHL,
John Davidson,davidjo01,Patrick,2003,NHL,
Art Berglund,,Patrick,1991,NHL,
Robert Ridder,,Patrick,1993,NHL,
Lou Nanne,nannelo01,Patrick,1988,NHL,
Jack Butterfield,butteja01h,Patrick,1984,NHL,
John Kilpatrick,kilpajo01h,Patrick,1967,NHL,posthumous
Phil Esposito,esposph01,Patrick,1977,NHL,
John MacInnes,,Patrick,1985,NHL,
John Mayasich,,Patrick,1997,NHL,
John Ziegler,ziegljo01h,Patrick,1983,NHL,
Reed Larson,larsore01,Patrick,2005,NHL,
Fred Shero,sherofr01,Patrick,1979,NHL,
Red Berenson,berenre01,Patrick,2005,NHL,
Ken Morrow,morroke01,Patrick,1995,NHL,
Raymond Bourque,bourqra01,Patrick,2002,NHL,
Brian Burke,,Patrick,2007,NHL,
Seymour H. Knox III,,Patrick,1996,NHL,posthumous
William Wirtz,wirtzwi01h,Patrick,1977,NHL,
Fred Cusick,,Patrick,1987,NHL,
Larry Pleau,pleaula01,Patrick,2001,NHL,
