coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
ingraro01c,1976,SDM,WHA,1,,81,40,37,4,7,3,4,0
polanni01c,1984,DET,NHL,1,,80,27,41,12,3,0,3,0
gormato01c,1934,MTM,NHL,1,,48,24,19,5,7,5,0,2
rossar01c,1931,BOS,NHL,1,,48,15,21,12,,,,
wilsoro02c,2000,WAS,NHL,1,,82,41,31,10,6,2,4,0
bowmasc01c,1982,BUF,NHL,1,,80,38,29,13,10,6,4,0
bowmasc01c,1991,PIT,NHL,1,,80,39,32,9,21,16,5,0
hitchke01c,1999,DAL,NHL,1,,82,43,29,10,23,14,9,0
hareto01c,1909,COB,NHA,1,,12,4,8,0,,,,
boivile01c,1977,STL,NHL,1,,54,11,36,7,,,,
romeral01c,1926,TRS,NHL,3,,13,7,5,1,,,,
bowneri01c,1991,BOS,NHL,1,,80,36,32,12,15,8,7,0
blairwr01c,1967,MNS,NHL,1,,74,27,32,15,14,7,7,0
lamorlo01c,2006,NJD,NHL,2,,3,2,0,1,11,5,6,0
watsoph01c,1955,NYR,NHL,1,,70,32,28,10,5,1,4,0
sonmogl01c,1972,MFS,WHA,1,,59,28,28,3,,,,
mcleljo01c,1970,TOR,NHL,1,,78,37,33,8,6,2,4,0
quennjo01c,1999,STL,NHL,1,,82,51,20,11,7,3,4,0
carlyra01c,2007,AND,NHL,1,,82,47,27,8,6,2,4,0
crozijo01c,1973,BUF,NHL,1,,78,32,34,12,,,,
capuaja01c,2011,NYI,NHL,1,,82,34,37,11,,,,
hartce01c,1936,MTL,NHL,1,,48,24,18,6,5,2,3,0
gretzwa01c,2007,PHO,NHL,1,,82,38,37,7,,,,
hitchke01c,1995,DAL,NHL,2,,43,15,23,5,,,,
francem01c,1976,STL,NHL,1,,80,32,39,9,4,0,4,0
abelsi01c,1957,DET,NHL,2,,33,16,12,5,4,0,4,0
tortojo01c,2011,NYR,NHL,1,,82,51,24,7,20,10,10,0
ruelcl01c,1979,MTL,NHL,2,,50,32,11,7,10,6,4,0
goyetph01c,1972,NYI,NHL,1,,48,6,38,4,,,,
slatete01c,1973,LAS,WHA,1,,19,5,14,0,,,,
berrybo01c,1985,PIT,NHL,1,,80,34,38,8,,,,
quennjo01c,2003,STL,NHL,1,,61,29,25,7,,,,
burnspa01c,1990,MTL,NHL,1,,80,39,30,11,13,7,6,0
harrite01c,1976,MNS,NHL,1,,80,23,39,18,2,0,2,0
hartscr01c,2000,ANA,NHL,1,,33,11,18,4,,,,
wilsojo01c,1972,DET,NHL,1,,78,37,29,12,,,,
rossar01c,1925,BOS,NHL,1,,36,17,15,4,,,,
perroje01c,1988,QUE,NHL,2,,47,16,26,5,,,,
boondi01c,1915,MOW,NHA,1,,24,10,14,0,,,,
savarde01c,2008,CHI,NHL,1,,4,1,2,1,,,,
pulfobo01c,1999,CHI,NHL,2,,58,28,24,6,,,,
therrmi01c,2001,MTL,NHL,1,,82,36,34,12,12,6,6,0
reaybi01c,1971,CHI,NHL,1,,78,46,17,15,8,4,4,0
burnspa01c,1993,TOR,NHL,1,,84,43,29,12,18,9,9,0
tippeda01c,2008,DAL,NHL,1,,82,36,35,11,,,,
gerared01c,1931,NYA,NHL,1,,48,16,24,8,,,,
needhbi01c,1973,CLC,WHA,1,,78,37,32,9,5,1,4,0
laviope01c,2002,NYI,NHL,1,,82,35,36,11,5,1,4,0
patrily01c,1953,BOS,NHL,1,,70,32,28,10,4,0,4,0
simsal01c,1996,SJS,NHL,1,,82,27,47,8,,,,
mactacr01c,2000,EDM,NHL,1,,82,39,31,12,6,2,4,0
kingda01c,2002,CBS,NHL,1,,40,14,22,4,,,,
sutteda01c,1998,SJS,NHL,1,,82,31,33,18,6,2,4,0
keenami01c,1988,CHI,NHL,1,,80,27,41,12,16,9,7,0
smithfl01c,1976,BUF,NHL,1,,80,48,24,8,6,2,4,0
holmgpa01c,1991,PHI,NHL,1,,24,8,14,2,,,,
gretzwa01c,2005,PHO,NHL,1,,82,38,39,5,,,,
suttebr01c,1994,BOS,NHL,1,,48,27,18,3,5,1,4,0
wilsoro02c,1996,ANA,NHL,1,,82,36,33,13,11,4,7,0
reaybi01c,1957,TOR,NHL,1,,70,21,38,11,,,,
randake01c,1923,HAM,NHL,2,,14,6,8,0,,,,
youngga01c,1974,STL,NHL,3,,69,32,26,11,2,0,2,0
muldope01c,1921,SEA,PCHA,1,,24,12,11,1,2,0,2,0
trembma02c,1996,MTL,NHL,1,,82,31,36,15,5,1,4,0
sathegl01c,1978,EDO,WHA,1,,80,48,30,2,13,6,7,0
imlacpu01c,1961,TOR,NHL,1,,70,37,22,11,12,8,4,0
dayha01c,1941,TOR,NHL,1,,48,27,18,3,13,8,5,0
johnsto01c,1972,BOS,NHL,1,,52,31,16,5,,,,
pilouru01c,1960,CHI,NHL,1,,70,29,24,17,12,8,4,0
guidobe01c,1976,EDO,WHA,1,,63,25,36,2,,,,
gorinbu01c,2000,NYI,NHL,1,,65,17,43,5,,,,
sindeha01c,1966,BOS,NHL,1,,70,17,43,10,,,,
gordoja01c,1970,MNS,NHL,1,,78,28,34,16,12,6,6,0
deboepe01c,2009,FLO,NHL,1,,82,32,37,13,,,,
gilbegr01c,2002,CAL,NHL,1,,25,6,16,3,,,,
abelsi01c,1958,DET,NHL,1,,70,25,37,8,,,,
martija02c,1995,OTT,NHL,3,,38,10,24,4,,,,
rollial01c,1976,PHR,WHA,1,,80,28,48,4,,,,
cherrdo01c,1975,BOS,NHL,1,,80,48,15,17,12,5,7,0
berrybo01c,1979,LAK,NHL,1,,80,30,36,14,4,1,3,0
stewaro01c,1975,NYR,NHL,1,,39,15,20,4,,,,
sherofr01c,1976,PHI,NHL,1,,80,48,16,16,10,4,6,0
crawfma01c,1998,VAN,NHL,2,,37,8,23,6,,,,
wilsoro02c,1994,ANA,NHL,1,,48,16,27,5,,,,
beverni01c,1995,TOR,NHL,2,,17,9,6,2,6,2,4,0
bouchfr01c,1946,NYR,NHL,1,,60,22,32,6,,,,
murrate01c,2008,LAK,NHL,1,,82,34,37,11,,,,
bouchfr01c,1941,NYR,NHL,1,,48,29,17,2,6,2,4,0
milbumi01c,1998,NYI,NHL,1,,45,13,29,3,,,,
hartce01c,1928,MTL,NHL,1,,44,22,7,15,3,0,3,0
chambda01c,1990,QUE,NHL,1,,80,16,50,14,,,,
patrifr01c,1918,VML,PCHA,1,,20,12,8,0,2,1,1,0
duttore01c,1939,NYA,NHL,1,,48,15,29,4,3,1,2,0
quinnpa01c,1998,TOR,NHL,1,,82,45,30,7,17,9,8,0
stasivi01c,1971,CLF,NHL,2,,75,21,38,16,,,,
plageba01c,1977,STL,NHL,2,,26,9,11,6,,,,
irvindi01c,1947,MTL,NHL,1,,60,20,29,11,,,,
mccambo01c,1989,VAN,NHL,1,,80,25,41,14,,,,
renneto01c,1996,VAN,NHL,1,,82,35,40,7,,,,
webstto01c,1991,LAK,NHL,1,,80,35,31,14,6,2,4,0
gerared01c,1916,OT1,NHA,1,,20,15,5,0,,,,
patrifr01c,1919,VML,PCHA,1,,22,11,11,0,2,1,1,0
suttebr02c,2011,CAL,NHL,1,,82,37,29,16,,,,
murraan01c,2007,STL,NHL,1,,82,33,36,13,,,,
tortojo01c,2007,TBL,NHL,1,,82,31,42,9,,,,
burnspa01c,1997,BOS,NHL,1,,82,39,30,13,6,2,4,0
pagepi01c,1992,QUE,NHL,1,,84,47,27,10,6,2,4,0
