playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
johnsmo01,1915,PO1,PCHA,D,5,1,1,2,9
reidch01,1923,CAT,WCHL,G,2,0,0,0,0
bellbi01,1923,MTL,NHL,F,3,0,0,0,0
holmeha01,1924,VIC,WCHL,G,4,0,0,0,0
broadpu01,1920,OTS,NHL,R,4,2,0,2,0
simpsjo01,1922,EDE,WCHL,D,2,0,1,1,0
morenho01,1924,MTL,NHL,C,4,4,1,5,4
mcnamge02,1913,TBS,NHA,D,3,2,0,2,4
bouchge01,1920,OTS,NHL,D,5,2,0,2,9
gerared01,1921,TRS,NHL,D,1,0,0,0,0
frasego01,1924,VIC,WCHL,D,4,2,1,3,6
arbouam01,1915,MOC,NHA,L,4,3,0,3,8
mattejo01,1923,VAM,PCHA,D,2,1,0,1,2
tobinch01,1919,SEA,PCHA,R,5,0,0,0,0
crawfru01,1912,QU1,NHA,R,3,3,0,3,19
rowebo01,1918,SEA,PCHA,D,5,1,0,1,6
roachjo01,1921,TRS,NHL,G,5,0,0,0,0
broadpu01,1925,MTM,NHL,R,4,1,0,1,20
corbebe01,1918,MTL,NHL,D,5,0,1,1,3
mummeha01,1917,TOA,NHL,D,5,0,6,6,0
patrifr01,1914,VML,PCHA,D,3,2,1,3,6
vezinge01,1915,MOC,NHA,G,5,0,0,0,0
parkeer01,1923,VAM,PCHA,R,2,0,0,0,0
stanlba01,1917,VML,PCHA,R,5,2,0,2,6
brucemo01,1920,OTS,NHL,F,5,0,0,0,0
manthsy01,1924,MTL,NHL,D,4,0,0,0,2
nighbfr01,1922,OTS,NHL,C,6,1,1,2,10
dundeto01,1912,VA1,PCHA,C,3,3,0,3,8
skinnal01,1923,VAM,PCHA,R,2,0,0,0,0
holmeha01,1925,VIC,WCHL,G,4,0,0,0,0
cleghod01,1918,MTL,NHL,C,5,2,0,2,9
skinnal01,1920,VML,PCHA,R,3,4,0,4,14
anderjo03,1924,VIC,WCHL,L,4,1,0,1,10
mackami01,1920,VML,PCHA,C,5,0,1,1,0
smailwa01,1912,VA1,PCHA,L,1,0,0,0,0
merriho01,1914,OT1,NHA,D,3,0,0,0,0
mummeha01,1916,MOC,NHA,D,4,0,0,0,35
halljo01,1912,QU1,NHA,D,3,0,0,0,7
rileyji01,1919,SEA,PCHA,L,5,0,1,1,0
duncaar01,1922,VAM,PCHA,D,4,2,2,4,0
rickero01,1916,SEA,PCHA,D,4,0,1,1,23
siebeba01,1925,MTM,NHL,L,4,1,2,3,4
marksja01,1912,QU1,NHA,R,3,2,0,2,2
lalonne01,1915,MOC,NHA,C,4,3,2,5,28
patrile01,1912,VA1,PCHA,D,3,4,0,4,4
benedcl01,1925,MTM,NHL,G,4,0,0,0,0
coutubi01,1924,MTL,NHL,D,4,1,0,1,10
nighbfr01,1919,OTS,NHL,C,5,6,1,7,2
walkeja01,1919,SEA,PCHA,C,5,1,3,4,0
foystfr01,1925,VIC,WCHL,L,4,0,0,0,2
mcgifro01,1913,TBS,NHA,F,3,2,0,2,25
cotchch01,1923,VAM,PCHA,L,1,0,0,0,0
vezinge01,1918,MTL,NHL,G,5,0,0,0,0
holmeha01,1913,TBS,NHA,G,3,0,0,0,0
bouchge01,1919,OTS,NHL,D,5,2,0,2,2
rossar01,1914,OT1,NHA,D,3,0,0,0,12
malleke01,1914,VML,PCHA,C,3,0,0,0,0
mackeja01,1920,OTS,NHL,F,4,0,0,0,0
taylocy01,1914,VML,PCHA,R/L,3,7,3,10,3
harrism01,1922,VAM,PCHA,L,4,1,0,1,8
oatmaed01,1921,VML,PCHA,R,5,1,1,2,14
lehmahu01,1917,VML,PCHA,G,5,0,0,0,0
coutubi01,1916,MOC,NHA,D,4,0,0,0,36
hartgi01,1924,VIC,WCHL,R,4,2,1,3,0
cleghod01,1923,MTL,NHL,R/C,4,0,1,1,0
loughcl01,1924,VIC,WCHL,D,4,1,0,1,4
corbebe01,1915,MOC,NHA,D,5,0,1,1,32
griffsi01,1917,VML,PCHA,D,5,1,0,1,9
cotchch01,1922,VAM,PCHA,L,2,0,0,0,0
walkeja01,1924,VIC,WCHL,L,4,4,2,6,0
bostrhe01,1923,VAM,PCHA,D,2,1,0,1,0
denneco01,1917,TOA,NHL,L/C,5,3,1,4,0
stackte01,1921,TRS,NHL,D,4,0,0,0,0
cleghsp01,1919,OTS,NHL,D,5,0,1,1,4
shoreha01,1914,OT1,NHA,D,3,0,0,0,3
haldeha01,1925,VIC,WCHL,D,4,1,0,1,8
foystfr01,1918,SEA,PCHA,L,5,9,1,10,0
harrism01,1915,PO1,PCHA,L,5,4,2,6,23
foystfr01,1924,VIC,WCHL,C,4,1,0,1,0
uksilch01,1915,PO1,PCHA,R,5,2,0,2,6
lindsbe01,1912,VA1,PCHA,G,3,0,0,0,0
bouchbi01,1923,MTL,NHL,R,4,5,1,6,6
smithto01,1912,QU1,NHA,L,3,4,0,4,0
taylocy01,1917,VML,PCHA,L,5,9,0,9,15
