year,lgid,tmid,oppid,w,l,t,otl
1910,NHA,OT1,REN,2,2,0.0,
2011,NHL,PHO,CAR,1,0,,0
1982,NHL,CAL,DET,2,1,0.0,
2003,NHL,PIT,NJD,1,4,0.0,1
1976,NHL,BUF,VAN,3,0,1.0,
2002,NHL,PHI,DAL,0,0,1.0,0
2008,NHL,NJD,NYR,3,3,,0
1993,NHL,TBL,STL,1,1,0.0,
1995,NHL,ANA,TOR,0,3,1.0,
1992,NHL,DET,PIT,1,1,0.0,
1973,WHA,CHC,VAB,4,1,1.0,
2000,NHL,WAS,BOS,2,1,1.0,0
1997,NHL,CAL,MTL,0,1,1.0,
2009,NHL,MIN,NAS,2,2,,0
1973,NHL,CHI,DET,4,0,1.0,
2000,NHL,VAN,NYI,1,0,0.0,0
1997,NHL,TBL,BOS,1,2,1.0,
2011,NHL,AND,DET,1,2,,1
1986,NHL,NJD,TOR,1,2,0.0,
2000,NHL,DAL,COL,1,2,1.0,0
2001,NHL,PIT,CHI,0,1,0.0,0
1999,NHL,STL,CAL,4,0,1.0,0
1976,NHL,MTL,PHI,4,0,0.0,
1994,NHL,MTL,BUF,0,2,2.0,
2009,NHL,BUF,AND,0,1,,0
1983,NHL,NJD,MTL,1,2,0.0,
2003,NHL,NYI,CHI,1,0,0.0,0
2003,NHL,DET,NJD,1,0,0.0,0
1999,NHL,MTL,PHI,1,1,2.0,0
1989,NHL,DET,LAK,1,2,0.0,
1982,NHL,NYR,QUE,1,2,0.0,
1981,NHL,WAS,CAL,3,0,0.0,
2001,NHL,OTT,ATL,1,1,0.0,2
1976,WHA,QUN,EDO,2,3,1.0,
1986,NHL,MTL,MNS,2,1,0.0,
2007,NHL,CHI,OTT,1,0,,0
2000,NHL,STL,CHI,4,1,0.0,0
1920,NHL,HAM,MTL,3,5,0.0,
1993,NHL,BOS,NYI,4,0,0.0,
2000,NHL,BUF,WAS,2,1,1.0,0
2009,NHL,FLO,COL,1,1,,0
1993,NHL,BOS,PIT,0,6,0.0,
1989,NHL,NYR,MNS,1,1,1.0,
1985,NHL,MTL,BUF,5,3,0.0,
2011,NHL,PHO,DET,1,1,,2
1994,NHL,TOR,ANA,2,1,1.0,
1992,NHL,PHI,NYI,2,7,0.0,
1982,NHL,NYR,CHI,0,3,0.0,
1989,NHL,NYR,DET,2,0,1.0,
1978,WHA,SOV,CIN,1,0,0.0,
1998,NHL,ANA,BOS,1,1,0.0,
2009,NHL,BUF,BOS,2,2,,2
2003,NHL,CBS,VAN,2,2,0.0,0
1920,NHL,TRS,MTL,5,3,0.0,
2003,NHL,TOR,VAN,2,0,0.0,0
1995,NHL,HAR,PHI,0,3,1.0,
2007,NHL,BOS,BUF,4,2,,2
2006,NHL,PHO,NYI,1,0,,0
2002,NHL,CBS,NJD,1,1,0.0,0
1999,NHL,WAS,NJD,3,1,0.0,0
2001,NHL,STL,NJD,0,1,0.0,0
1935,NHL,MTM,NYR,0,4,2.0,
1993,NHL,PHI,BUF,3,1,0.0,
1999,NHL,EDM,NAS,2,2,0.0,1
2006,NHL,NYI,BUF,1,3,,0
2011,NHL,WPG,COL,2,0,,0
1988,NHL,WAS,TOR,2,1,0.0,
2008,NHL,CBS,MIN,1,2,,1
1922,PCHA,VAM,SEA,7,4,0.0,
2003,NHL,MTL,CBS,0,0,1.0,0
2006,NHL,DAL,PHO,7,1,,0
1973,NHL,TOR,NYR,2,1,2.0,
1998,NHL,OTT,WAS,3,1,0.0,
2003,NHL,VAN,STL,3,1,0.0,0
2001,NHL,OTT,PHI,2,1,1.0,0
2007,NHL,STL,EDM,1,0,,3
1967,NHL,STL,PIT,6,4,0.0,
1988,NHL,CAL,PIT,2,1,0.0,
1998,NHL,WAS,SJS,1,1,0.0,
2010,NHL,OTT,SJS,0,1,,0
1976,WHA,IND,QUN,5,6,0.0,
2003,NHL,CBS,EDM,0,1,2.0,1
1975,WHA,EDO,TOT,4,4,2.0,
1977,NHL,COR,LAK,1,2,1.0,
1980,NHL,VAN,QUE,1,1,2.0,
1930,NHL,CHI,MTL,1,2,1.0,
1985,NHL,DET,EDM,0,3,0.0,
1985,NHL,CHI,NYR,3,0,0.0,
2000,NHL,OTT,LAK,0,0,0.0,1
1990,NHL,WAS,MNS,1,1,1.0,
1956,NHL,DET,CHI,10,2,2.0,
2003,NHL,COL,STL,1,1,2.0,0
1989,NHL,DET,TOR,4,3,1.0,
1969,NHL,STL,MTL,2,2,2.0,
2003,NHL,COL,BOS,0,1,0.0,0
1997,NHL,DET,STL,2,3,1.0,
1926,NHL,CHI,NYR,2,4,0.0,
1993,NHL,DET,TOR,1,4,1.0,
1977,NHL,ATF,CLE,2,1,1.0,
2011,NHL,NJD,LAK,2,0,,0
1998,NHL,STL,FLO,1,0,1.0,
