playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
landobr01,1974,1,NEW,WHA,7,339,2,3,0,0,0,19,190,,,,,,,,,
johnsed01,1962,1,BOS,NHL,50,2913,11,27,11,,1,196,,,,,,,,,,
riggide01,1959,1,DET,NHL,9,540,2,6,1,,1,32,,,,,,,,,,
josepcu01,1997,1,EDM,NHL,71,4132,29,31,9,6,8,181,1901,12,716,5,7,,1,3,23,319
billicr01,1988,1,NJD,NHL,3,140,1,1,0,0,0,11,65,,,,,,,,,
brodatu01,1948,1,TOR,NHL,60,3600,22,25,13,,5,161,,9,574,8,1,,,1,15,
plantja01,1969,1,STL,NHL,32,1839,18,9,5,1,5,67,,6,324,4,1,,0,1,8,
cheveti01,1993,2,WIN,NHL,14,788,5,8,1,0,1,52,485,,,,,,,,,
herrode01,1972,1,PIT,NHL,18,967,6,7,2,0,2,55,,,,,,,,,,
lapoino01,1976,1,CIN,WHA,52,2817,21,25,2,2,2,175,1437,4,273,0,3,,0,0,16,124
plantja01,1958,1,MTL,NHL,67,4000,38,16,13,,9,144,,11,670,8,3,,,0,28,
worslgu01,1955,1,NYR,NHL,70,4200,32,28,10,,4,203,,3,180,0,3,,,0,15,
waiteji01,1989,1,CHI,NHL,4,183,2,0,0,0,0,14,92,,,,,,,,,
essenbo01,1990,1,WIN,NHL,55,2916,19,24,6,5,4,153,1496,,,,,,,,,
malarcl01,1987,1,WAS,NHL,54,2926,24,20,4,2,4,154,1340,4,193,0,2,,0,0,15,95
rutheji01,1977,1,DET,NHL,43,2468,20,17,4,1,1,134,,3,180,2,1,,0,0,12,
barrato01,1999,2,OTT,NHL,7,418,3,4,0,0,0,22,182,6,372,2,4,,1,0,16,168
rhodeda01,1996,1,OTT,NHL,50,2934,14,20,14,2,1,133,1213,,,,,,,,,
levaslo01,1978,1,QUN,WHA,3,140,0,1,1,0,0,14,85,1,59,0,1,,1,0,8,
harripa01,1977,1,MNS,NHL,27,1555,6,16,2,0,1,99,,,,,,,,,,
peetepe01,1990,1,PHI,NHL,26,1270,9,7,1,2,1,61,623,,,,,,,,,
mooreal01,1938,1,NYA,NHL,2,120,0,2,0,,0,14,,2,120,0,2,,,0,6,
coxab01,1933,1,DET,NHL,2,109,0,0,1,,0,5,,,,,,,,,,
froesbo01,1987,1,NYR,NHL,25,1443,8,11,3,2,0,85,697,,,,,,,,,
puppada01,1986,1,BUF,NHL,3,185,0,2,1,1,0,13,80,,,,,,,,,
ranfobi01,1995,1,EDM,NHL,37,2015,13,18,5,2,1,128,1024,,,,,,,,,
billicr01,2002,1,WAS,NHL,5,217,1,3,1,0,0,17,96,,,,,,,,,
boycear01,1912,1,MOW,NHA,18,966,9,8,0,,0,67,,,,,,,,,,
brodatu01,1950,1,TOR,NHL,31,1833,14,11,5,,6,68,,8,492,5,1,,,2,9,
osgooch01,1997,1,DET,NHL,64,3807,33,20,11,5,6,140,1605,22,1361,16,6,,1,2,48,588
micalco01,1981,1,DET,NHL,18,809,4,10,1,1,0,63,,,,,,,,,,
skorowa01,1984,1,CHI,NHL,27,1396,11,9,3,2,2,75,775,2,33,0,0,,0,0,6,28
grantbe01,1933,1,NYA,NHL,5,320,1,4,0,,1,18,,,,,,,,,,
leclapa01,2005,1,CBS,NHL,33,1804,11,15,3,2,0,97,1084,,,,,,,,,
brodema01,1991,1,NJD,NHL,4,179,2,1,0,0,0,10,85,1,32,0,1,,0,0,3,15
olescbi01,1979,1,COR,NHL,12,557,1,6,2,0,0,39,,,,,,,,,,
hebencl01,1975,1,PHR,WHA,2,80,0,1,0,0,0,9,48,,,,,,,,,
vokouto01,2006,1,NAS,NHL,44,2601,27,12,4,3,5,104,1299,5,324,1,4,,0,0,16,163
holmqjo01,2007,2,DAL,NHL,2,80,1,0,0,0,0,5,35,,,,,,,,,
