playerid,year,ppa,sha
foligmi01,1990,1,
ciccadi01,1988,10,1
kontoch01,1987,6,
hrdinji01,1990,4,
tantito01,1990,5,
archida01,1989,4,
cyrpa01,1987,1,
momesse01,1990,1,
thibagi01,1989,2,
mcintjo01,1990,,2
murphla01,1988,22,
skrikpe01,1990,5,
loisecl01,1990,1,1
mcbeawa01,1988,1,
kennede01,1988,,2
coxecr01,1987,1,
zezelpe01,1990,5,1
ledyagr01,1987,5,
actonke01,1988,,1
hardyma01,1987,10,1
kaspest01,1988,6,2
tuckejo01,1989,6,
murphla01,1990,19,
hunteda01,1988,,1
chrisda01,1989,7,
nylunga01,1988,1,
erickbr01,1987,6,
bradlbr01,1990,10,
deblolu01,1990,,1
macivno01,1988,19,
paslagr01,1990,3,1
ruffli01,1988,1,
dahlqch01,1990,,1
wellsja01,1989,3,2
cullejo01,1990,29,
ysebapa01,1990,4,1
courtru01,1988,2,
gingrga01,1987,9,
mckegto01,1989,3,
norwole01,1990,3,
malondo01,1988,2,
adamsgr01,1989,1,
pederba01,1989,7,1
vaiveri01,1988,15,
adamsgr01,1988,1,
iafraal01,1990,11,1
charbjo01,1988,1,
krushmi01,1990,3,
makelmi01,1989,1,
tantito01,1989,9,
dineego01,1988,2,
goulemi01,1989,15,1
quinnda01,1989,15,1
laughcr01,1987,3,
bassebo01,1988,,1
gartnmi01,1989,14,1
hullbr01,1987,10,
lawlepa01,1987,3,
sheehne01,1987,1,
mckegto01,1990,7,
proppbr01,1989,9,
broteaa01,1989,3,
dineego01,1987,2,
petitmi01,1990,16,
smaildo01,1990,1,1
brookbo01,1989,1,2
frasecu01,1987,2,
courtge01,1987,7,
hunteda01,1987,1,4
playfla01,1988,,1
franclo01,1990,1,1
huberwi01,1987,14,
wilsoca01,1987,9,3
macdepa01,1989,2,
larsore01,1988,14,
ferrara01,1990,5,
manthmo01,1987,15,1
gartnmi01,1988,9,
poulida02,1989,1,1
donnemi01,1987,2,
halwado01,1988,1,
huntema01,1990,4,
konrost01,1988,1,1
