year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
1991,DSF,E,DET,NHL,MNS,NHL,4,3,0,23,19,
1958,SF,A,MTL,NHL,CHI,NHL,4,2,0,21,16,
1986,DSF,A,QUE,NHL,HAR,NHL,4,2,0,27,19,
1999,CF,M,NJD,NHL,PHI,NHL,4,3,0,18,15,
1973,QF,A,BOS,NHL,TOR,NHL,4,0,0,17,9,
2000,CF,M,NJD,NHL,PIT,NHL,4,1,0,17,7,
2007,CQF,F,SJS,NHL,CAL,NHL,4,3,0,19,17,
1997,CF,N,DET,NHL,DAL,NHL,4,2,0,15,11,
2001,CF,M,CAR,NHL,TOR,NHL,4,2,0,10,6,
2010,CQF,D,TBL,NHL,PIT,NHL,4,3,0,22,14,
1928,QF,C,TOR,NHL,DTC,NHL,2,0,0,7,2,TG
2011,CF,N,LAK,NHL,PHO,NHL,4,1,0,14,8,
1981,DSF,C,CHI,NHL,MNS,NHL,3,1,0,14,14,
2001,CQF,E,DET,NHL,VAN,NHL,4,2,0,22,16,
1986,DF,I,MTL,NHL,QUE,NHL,4,3,0,26,21,
1975,Pre,C,LAK,NHL,ATF,NHL,2,0,0,3,1,
1974,QF,G,MTL,NHL,VAN,NHL,4,1,0,20,9,
2003,CSF,J,PHI,NHL,TOR,NHL,4,2,0,17,13,
1975,Pre,,NEW,WHA,CLC,WHA,3,0,0,14,6,
2001,CSF,L,COL,NHL,SJS,NHL,4,3,0,25,21,
1932,SF,A,TOR,NHL,BOS,NHL,3,2,0,9,7,
1938,SF,A,BOS,NHL,NYR,NHL,4,3,0,14,12,
2008,CQF,E,AND,NHL,SJS,NHL,4,2,0,18,10,
1986,SCF,O,EDM,NHL,PHI,NHL,4,3,0,22,18,
1922,F,,EDE,WCHL,REG,WCHL,1,0,1,4,3,TG
1973,DF,,CHC,WHA,TOT,WHA,4,3,0,34,27,
1995,CF,M,FLO,NHL,PIT,NHL,4,3,0,20,15,
1988,DSF,H,LAK,NHL,EDM,NHL,4,3,0,25,20,
2000,CQF,D,BUF,NHL,PHI,NHL,4,2,0,21,13,
1973,QF,B,NYR,NHL,MTL,NHL,4,2,0,21,17,
1979,SCF,O,NYI,NHL,PHI,NHL,4,2,0,26,25,
1941,SCF,E,TOR,NHL,DET,NHL,4,3,0,25,19,
1924,SF,,MTL,NHL,TRS,NHL,2,0,0,5,2,TG
1987,DSF,A,MTL,NHL,HAR,NHL,4,2,0,23,20,
2008,CSF,K,DET,NHL,AND,NHL,4,3,0,22,17,
1928,QF,B,NYR,NHL,NYA,NHL,1,0,1,1,0,TG
1993,CQF,B,WAS,NHL,PIT,NHL,4,2,0,20,12,
1997,CSF,K,DAL,NHL,EDM,NHL,4,1,0,9,5,
2001,CSF,I,CAR,NHL,MTL,NHL,4,2,0,21,12,
2001,CQF,A,MTL,NHL,BOS,NHL,4,2,0,20,18,
1982,DF,J,NYI,NHL,NYR,NHL,4,2,0,28,15,
1993,CSF,L,VAN,NHL,DAL,NHL,4,1,0,18,11,
1995,SCF,O,COL,NHL,FLO,NHL,4,0,0,15,4,
1993,CSF,J,NJD,NHL,BOS,NHL,4,2,0,22,17,
1989,CF,N,EDM,NHL,CHI,NHL,4,2,0,25,20,
1988,DSF,C,PHI,NHL,WAS,NHL,4,2,0,25,19,
1992,CF,N,LAK,NHL,TOR,NHL,4,3,0,22,23,
1968,SF,E,MTL,NHL,BOS,NHL,4,2,0,15,16,
2002,CQF,A,OTT,NHL,NYI,NHL,4,1,0,13,7,
1954,SF,B,MTL,NHL,BOS,NHL,4,1,0,16,9,
1979,Pre,B,BUF,NHL,VAN,NHL,3,1,0,15,7,
1973,SCF,G,PHI,NHL,BOS,NHL,4,2,0,15,13,
1996,CQF,H,ANA,NHL,PHO,NHL,4,3,0,17,17,
1920,F,,OTS,NHL,TRS,NHL,2,0,0,7,0,TG
1966,SCF,C,TOR,NHL,MTL,NHL,4,2,0,17,16,
1999,CQF,A,PHI,NHL,BUF,NHL,4,1,0,14,8,
1989,DSF,F,STL,NHL,TOR,NHL,4,1,0,20,16,
2007,CF,M,PIT,NHL,PHI,NHL,4,1,0,20,9,
1972,QF,B,NYR,NHL,BOS,NHL,4,1,0,22,11,
1997,CQF,H,STL,NHL,LAK,NHL,4,0,0,16,8,
1977,ACF,,WIJ,WHA,NEW,WHA,4,0,0,24,8,
2003,CSF,I,TBL,NHL,MTL,NHL,4,0,0,14,5,
2002,CQF,H,VAN,NHL,STL,NHL,4,3,0,17,21,
1998,CF,M,BUF,NHL,TOR,NHL,4,1,0,21,16,
1983,DSF,A,MTL,NHL,BOS,NHL,3,0,0,10,2,
1984,CF,M,PHI,NHL,QUE,NHL,4,2,0,17,12,
1985,CF,N,CAL,NHL,STL,NHL,4,3,0,28,22,
2005,CF,M,CAR,NHL,BUF,NHL,4,3,0,22,17,
1916,SCF,,SEA,PCHA,MOC,NHA,3,1,0,23,11,
1932,QF,C,NYR,NHL,MTL,NHL,1,0,1,8,5,TG
1973,SF,E,BOS,NHL,CHI,NHL,4,2,0,28,20,
1999,CQF,B,PIT,NHL,WAS,NHL,4,1,0,17,8,
1975,SF,,WIJ,WHA,CAC,WHA,4,1,0,22,13,
1985,DF,I,MTL,NHL,HAR,NHL,4,3,0,16,13,
1982,CF,N,EDM,NHL,CHI,NHL,4,0,0,25,11,
1977,Pre,B,BUF,NHL,NYR,NHL,2,1,0,11,6,
1990,DF,K,MNS,NHL,STL,NHL,4,2,0,22,17,
1988,DSF,F,STL,NHL,MNS,NHL,4,1,0,23,15,
1985,DSF,G,EDM,NHL,VAN,NHL,3,0,0,17,5,
1920,F,,VML,PCHA,SEA,PCHA,2,0,0,13,2,TG
1925,SF,,MTM,NHL,PIP,NHL,1,0,1,6,4,TG
1978,QF,E,NYI,NHL,CHI,NHL,4,0,0,14,3,
1944,SF,A,TOR,NHL,MTL,NHL,4,2,0,15,21,
1991,DSF,B,BOS,NHL,BUF,NHL,4,3,0,19,24,
1929,SF,D,MTL,NHL,NYR,NHL,2,0,0,4,1,
1941,SF,A,TOR,NHL,NYR,NHL,4,2,0,13,12,
1979,QF,J,BUF,NHL,CHI,NHL,4,0,0,16,7,
1987,DSF,B,BOS,NHL,BUF,NHL,4,2,0,28,22,
1989,DF,J,WAS,NHL,NYR,NHL,4,1,0,22,15,
1965,SF,B,DET,NHL,CHI,NHL,4,2,0,22,10,
1972,DF,,WIJ,WHA,HOU,WHA,4,0,0,14,3,
2008,CQF,F,DET,NHL,CBS,NHL,4,0,0,18,7,
1921,F,,TRS,NHL,OTS,NHL,1,0,1,5,4,TG
1979,QF,L,NYI,NHL,BOS,NHL,4,1,0,19,14,
1958,SF,B,TOR,NHL,BOS,NHL,4,3,0,20,21,
1934,QF,B,MTM,NHL,CHI,NHL,1,0,1,1,0,TG
1995,CSF,L,COL,NHL,CHI,NHL,4,2,0,21,14,
2000,CQF,E,COL,NHL,VAN,NHL,4,0,0,16,9,
1943,SCF,C,MTL,NHL,CHI,NHL,4,0,0,16,8,
2010,CSF,J,BOS,NHL,PHI,NHL,4,0,0,20,7,
1984,DSF,G,EDM,NHL,LAK,NHL,3,0,0,11,7,
1995,CQF,D,FLO,NHL,BOS,NHL,4,1,0,22,16,
