corp_no,corp_name,street,city,state_prov,country,mail_code,phone_no,expr_dt,region_no,corp_code
6,Corp. Apex PetroleumInc., , ,,,,,2004-10-12T10:41:26,1,
11,Corp. Boston Key StonesInc., , ,,,,,2004-10-12T10:41:26,5,
49,Corp. Expert Sail MakersInc., , ,,,,,2004-10-12T10:41:26,4,
57,Corp. Famous QuestsInc., , ,,,,,2004-10-12T10:41:26,7,
67,Corp. Giant QuestsInc., , ,,,,,2004-10-12T10:41:26,5,
75,Corp. Humble OperaInc., , ,,,,,2004-10-12T10:41:26,1,
77,Corp. Humble QuestsInc., , ,,,,,2004-10-12T10:41:26,8,
78,Corp. Humble RestaurantsInc., , ,,,,,2004-10-12T10:41:26,8,
79,Corp. Humble Sail MakersInc., , ,,,,,2004-10-12T10:41:26,8,
89,Corp. Imperial Sail MakersInc., , ,,,,,2004-10-12T10:41:26,5,
94,Corp. Just NeedleworkInc., , ,,,,,2004-10-12T10:41:26,4,
98,Corp. Just RestaurantsInc., , ,,,,,2004-10-12T10:41:26,1,
100,Corp. Just TransitInc., , ,,,,,2004-10-12T10:41:26,1,
134,Corp. Driven NeedleworkCo., , ,,,,,2004-10-12T10:41:26,7,
141,Corp. Expert Key StonesCo., , ,,,,,2004-10-12T10:41:26,4,
145,Corp. Expert OperaCo., , ,,,,,2004-10-12T10:41:26,2,
155,Corp. Famous OperaCo., , ,,,,,2004-10-12T10:41:26,7,
162,Corp. Giant LightingCo., , ,,,,,2004-10-12T10:41:26,8,
166,Corp. Giant PetroleumCo., , ,,,,,2004-10-12T10:41:26,7,
169,Corp. Giant Sail MakersCo., , ,,,,,2004-10-12T10:41:26,4,
183,Corp. Imperial MachineryCo., , ,,,,,2004-10-12T10:41:26,7,
212,Corp. Boston LightingCorp., , ,,,,,2004-10-12T10:41:26,1,
216,Corp. Boston PetroleumCorp., , ,,,,,2004-10-12T10:41:26,5,
219,Corp. Boston Sail MakersCorp., , ,,,,,2004-10-12T10:41:26,4,
229,Corp. Computer Sail MakersCorp., , ,,,,,2004-10-12T10:41:26,8,
260,Corp. Famous TransitCorp., , ,,,,,2004-10-12T10:41:26,7,
279,Corp. Humble Sail MakersCorp., , ,,,,,2004-10-12T10:41:26,6,
298,Corp. Just RestaurantsCorp., , ,,,,,2004-10-12T10:41:26,2,
307,Corp. Apex QuestsLtd., , ,,,,,2004-10-12T10:41:26,5,
324,Corp. Computer NeedleworkLtd., , ,,,,,2004-10-12T10:41:26,8,
364,Corp. Giant NeedleworkLtd., , ,,,,,2004-10-12T10:41:26,5,
368,Corp. Giant RestaurantsLtd., , ,,,,,2004-10-12T10:41:26,1,
382,Corp. Imperial LightingLtd., , ,,,,,2004-10-12T10:41:26,3,
399,Corp. Just Sail MakersLtd., , ,,,,,2004-10-12T10:41:26,8,
437,Corp. Driven QuestsAg., , ,,,,,2004-10-12T10:41:26,6,
439,Corp. Driven Sail MakersAg., , ,,,,,2004-10-12T10:41:26,1,
453,Corp. Famous MachineryAg., , ,,,,,2004-10-12T10:41:26,8,
456,Corp. Famous PetroleumAg., , ,,,,,2004-10-12T10:41:26,5,
