payment_no,member_no,payment_dt,payment_amt,statement_no,payment_code
14749,9195,1999-10-03T00:00:00,22758.0,0,
4193,5864,1999-09-02T00:00:00,6631.0,0,
10170,4226,1999-10-03T00:00:00,6841.0,0,
3725,5384,1999-09-02T00:00:00,3739.0,0,
4468,6143,1999-09-02T00:00:00,16265.0,0,
8454,1059,1999-10-03T00:00:00,3597.0,0,
13889,8331,1999-10-03T00:00:00,6073.0,0,
14914,9360,1999-10-03T00:00:00,6660.0,0,
4046,5714,1999-09-02T00:00:00,10261.0,0,
11954,6327,1999-10-03T00:00:00,7549.0,0,
7316,8997,1999-09-02T00:00:00,12209.0,0,
8931,2312,1999-10-03T00:00:00,2882.0,0,
8331,287,1999-10-03T00:00:00,2616.0,0,
546,1654,1999-09-02T00:00:00,4203.0,0,
4940,6617,1999-09-02T00:00:00,14954.0,0,
12113,6500,1999-10-03T00:00:00,10102.0,0,
7606,9287,1999-09-02T00:00:00,22927.0,0,
14789,9235,1999-10-03T00:00:00,17761.0,0,
8400,813,1999-10-03T00:00:00,3816.0,0,
2504,4112,1999-09-02T00:00:00,6720.0,0,
9110,2664,1999-10-03T00:00:00,1783.0,0,
9385,3118,1999-10-03T00:00:00,2987.0,0,
5639,7319,1999-09-02T00:00:00,9687.0,0,
15209,9655,1999-10-03T00:00:00,16065.0,0,
10732,4939,1999-10-03T00:00:00,3782.0,0,
883,2176,1999-09-02T00:00:00,2900.0,0,
4056,5724,1999-09-02T00:00:00,8069.0,0,
2639,4253,1999-09-02T00:00:00,9878.0,0,
11633,5981,1999-10-03T00:00:00,4979.0,0,
7999,9680,1999-09-02T00:00:00,42272.0,0,
11940,6313,1999-10-03T00:00:00,10057.0,0,
9444,3203,1999-10-03T00:00:00,4852.0,0,
3410,5062,1999-09-02T00:00:00,7017.0,0,
8423,926,1999-10-03T00:00:00,4176.0,0,
8814,2087,1999-10-03T00:00:00,2966.0,0,
7752,9433,1999-09-02T00:00:00,21846.0,0,
7016,8697,1999-09-02T00:00:00,38853.0,0,
4928,6605,1999-09-02T00:00:00,11440.0,0,
9311,2998,1999-10-03T00:00:00,1534.0,0,
695,1899,1999-09-02T00:00:00,4110.0,0,
1419,2880,1999-09-02T00:00:00,6482.0,0,
8870,2193,1999-10-03T00:00:00,2888.0,0,
3662,5320,1999-09-02T00:00:00,10630.0,0,
3614,5272,1999-09-02T00:00:00,17505.0,0,
14619,9065,1999-10-03T00:00:00,23598.0,0,
13488,7925,1999-10-03T00:00:00,4838.0,0,
12984,7412,1999-10-03T00:00:00,9333.0,0,
5187,6865,1999-09-02T00:00:00,11318.0,0,
3394,5046,1999-09-02T00:00:00,8837.0,0,
1610,3120,1999-09-02T00:00:00,9209.0,0,
12975,7403,1999-10-03T00:00:00,9686.0,0,
1891,3444,1999-09-02T00:00:00,13179.0,0,
2462,4067,1999-09-02T00:00:00,8304.0,0,
15279,9725,1999-10-03T00:00:00,38641.0,0,
6189,7870,1999-09-02T00:00:00,17436.0,0,
10258,4351,1999-10-03T00:00:00,4419.0,0,
9510,3304,1999-10-03T00:00:00,3450.0,0,
8630,1619,1999-10-03T00:00:00,4040.0,0,
3373,5023,1999-09-02T00:00:00,11601.0,0,
14520,8965,1999-10-03T00:00:00,4677.0,0,
14969,9415,1999-10-03T00:00:00,5260.0,0,
1184,2591,1999-09-02T00:00:00,9589.0,0,
6124,7805,1999-09-02T00:00:00,15375.0,0,
2842,4472,1999-09-02T00:00:00,13813.0,0,
9090,2626,1999-10-03T00:00:00,1297.0,0,
12783,7205,1999-10-03T00:00:00,13951.0,0,
2345,3942,1999-09-02T00:00:00,3700.0,0,
5966,7647,1999-09-02T00:00:00,7233.0,0,
13084,7514,1999-10-03T00:00:00,6185.0,0,
15180,9626,1999-10-03T00:00:00,24604.0,0,
4083,5751,1999-09-02T00:00:00,12340.0,0,
11726,6083,1999-10-03T00:00:00,11628.0,0,
9123,2684,1999-10-03T00:00:00,6680.0,0,
14048,8491,1999-10-03T00:00:00,10911.0,0,
9813,3745,1999-10-03T00:00:00,854.0,0,
171,874,1999-09-02T00:00:00,4265.0,0,
9250,2896,1999-10-03T00:00:00,8119.0,0,
1751,3281,1999-09-02T00:00:00,4048.0,0,
4869,6546,1999-09-02T00:00:00,19208.0,0,
2471,4076,1999-09-02T00:00:00,3726.0,0,
3888,5554,1999-09-02T00:00:00,15257.0,0,
3573,5231,1999-09-02T00:00:00,5332.0,0,
204,957,1999-09-02T00:00:00,12214.0,0,
4696,6373,1999-09-02T00:00:00,11008.0,0,
6829,8510,1999-09-02T00:00:00,26198.0,0,
13452,7888,1999-10-03T00:00:00,18466.0,0,
3476,5132,1999-09-02T00:00:00,7432.0,0,
2979,4616,1999-09-02T00:00:00,22142.0,0,
