playerid,award,year,lgid,note,pos
aingeda01,Executive of the Year,2007,NBA,,
aldrila01,All-NBA Third Team,2010,NBA,,F
allenra02,All-NBA Third Team,2000,NBA,,G
allenra02,All-NBA Second Team,2004,NBA,,G
allento01,All-Defensive Second Team,2010,NBA,,G
anthoca01,All-NBA Third Team,2005,NBA,,F
anthoca01,All-NBA Third Team,2006,NBA,,F
anthoca01,All-NBA Third Team,2008,NBA,,F
anthoca01,All-NBA Second Team,2009,NBA,,F
arenagi01,Most Improved Player,2002,NBA,,
arenagi01,All-NBA Third Team,2004,NBA,,G
arenagi01,All-NBA Third Team,2005,NBA,,G
arenagi01,All-NBA Second Team,2006,NBA,,G
artesro01,All-Defensive Second Team,2002,NBA,,
artesro01,All-Defensive First Team,2005,NBA,,
artesro01,All-Defensive Second Team,2008,NBA,,
artesro01,J. Walter Kennedy Citizenship Award,2010,NBA,,
augusdj01,All-Rookie Second Team,2008,NBA,tie,
barbole01,Sixth Man of the Year,2006,NBA,,
battish01,All-Defensive Second Team,2007,NBA,,F
battish01,All-Defensive Second Team,2008,NBA,,
beaslmi01,All-Rookie First Team,2008,NBA,,
bellra01,All-Defensive First Team,2006,NBA,,
bellra01,All-Defensive Second Team,2007,NBA,,G
billuch01,All-Defensive Second Team,2004,NBA,,
billuch01,All-Defensive Second Team,2005,NBA,,
billuch01,All-NBA Second Team,2005,NBA,,G
billuch01,All-NBA Third Team,2006,NBA,,G
billuch01,All-NBA Third Team,2008,NBA,,G
billuch01,Sportsmanship Award,2008,NBA,,
blairde01,All-Rookie Second Team,2009,NBA,,
bledser01,All-Rookie Second Team,2010,NBA,,G
bogutan01,All-NBA Third Team,2009,NBA,,C
boozeca01,All-NBA Third Team,2007,NBA,,F
boshch01,All-NBA Second Team,2006,NBA,,F
bowenbr01,All-Defensive Second Team,2000,NBA,,
bowenbr01,All-Defensive Second Team,2001,NBA,,
bowenbr01,All-Defensive Second Team,2002,NBA,,
bowenbr01,All-Defensive First Team,2004,NBA,,
bowenbr01,All-Defensive First Team,2005,NBA,,
bowenbr01,All-Defensive First Team,2006,NBA,,
bowenbr01,All-Defensive First Team,2007,NBA,,G
brandel01,All-NBA Second Team,2005,NBA,,F
brookaa01,Most Improved Player,2009,NBA,,
brownpj01,All-Defensive Second Team,2000,NBA,,
bryanko01,All-Defensive Second Team,2000,NBA,,
bryanko01,All-NBA Second Team,2000,NBA,,G
bryanko01,All-Defensive Second Team,2001,NBA,,
bryanko01,All-NBA First Team,2001,NBA,,G
bryanko01,All-Defensive First Team,2002,NBA,,
bryanko01,All-NBA First Team,2002,NBA,,G
bryanko01,All-NBA Third Team,2004,NBA,,G
bryanko01,All-Defensive First Team,2005,NBA,tie,
bryanko01,All-NBA First Team,2005,NBA,,G
bryanko01,All-Defensive First Team,2006,NBA,,
bryanko01,All-NBA First Team,2006,NBA,,G
bryanko01,All-Defensive First Team,2007,NBA,,G
bryanko01,All-NBA First Team,2007,NBA,,G
bryanko01,Most Valuable Player,2007,NBA,,
bryanko01,All-Defensive First Team,2008,NBA,,
bryanko01,All-NBA First Team,2008,NBA,,G
bryanko01,Finals MVP ,2008,NBA,,
bryanko01,All-Defensive First Team,2009,NBA,,
bryanko01,All-NBA First Team,2009,NBA,,G
bryanko01,Finals MVP ,2009,NBA,,
bryanko01,All-Defensive First Team,2010,NBA,,G
bryanko01,All-NBA First Team,2010,NBA,,G
cambyma01,All-Defensive Second Team,2004,NBA,,
cambyma01,All-Defensive Second Team,2005,NBA,,
cambyma01,All-Defensive First Team,2006,NBA,,
cambyma01,Defensive Player of the Year,2006,NBA,,
cambyma01,All-Defensive First Team,2007,NBA,,C
cartevi01,All-NBA Second Team,2000,NBA,,F
chalmma01,All-Rookie Second Team,2008,NBA,,
chandty01,All-Defensive Second Team,2010,NBA,,C
chrisdo01,All-Defensive Second Team,2000,NBA,,
chrisdo01,All-Defensive Second Team,2001,NBA,,
chrisdo01,All-Defensive First Team,2002,NBA,,
collida01,All-Rookie First Team,2009,NBA,,
couside01,All-Rookie First Team,2010,NBA,,C
crawfja01,Sixth Man of the Year,2009,NBA,,
curryst01,All-Rookie First Team,2009,NBA,,
curryst01,Sportsmanship Award,2010,NBA,,
dalemsa01,J. Walter Kennedy Citizenship Award,2009,NBA,,
diawbo01,Most Improved Player,2005,NBA,,
duncati01,All-Defensive First Team,2000,NBA,,
duncati01,All-NBA First Team,2000,NBA,,F
duncati01,All-Defensive First Team,2001,NBA,,
duncati01,All-NBA First Team,2001,NBA,,F
abdulka01,All-Defensive Second Team,1969,NBA,,
abdulka01,All-NBA Second Team,1969,NBA,,C
abdulka01,Rookie of the Year,1969,NBA,,
abdulka01,All-Defensive Second Team,1970,NBA,,
abdulka01,All-NBA First Team,1970,NBA,,C
abdulka01,Finals MVP,1970,NBA,,
abdulka01,Most Valuable Player,1970,NBA,,
abdulka01,All-NBA First Team,1971,NBA,,C
abdulka01,Most Valuable Player,1971,NBA,,
abdulka01,All-NBA First Team,1972,NBA,,C
abdulka01,All-Defensive First Team,1973,NBA,,
abdulka01,All-NBA First Team,1973,NBA,,C
abdulka01,Most Valuable Player,1973,NBA,,
abdulka01,All-Defensive First Team,1974,NBA,,
abdulka01,All-Defensive Second Team,1975,NBA,,
abdulka01,All-NBA First Team,1975,NBA,,C
abdulka01,Most Valuable Player,1975,NBA,,
abdulka01,All-Defensive Second Team,1976,NBA,,
abdulka01,All-NBA First Team,1976,NBA,,C
abdulka01,Most Valuable Player,1976,NBA,,
abdulka01,All-Defensive Second Team,1977,NBA,tie,
abdulka01,All-NBA Second Team,1977,NBA,,C
abdulka01,All-Defensive First Team,1978,NBA,,
abdulka01,All-NBA Second Team,1978,NBA,,C
abdulka01,All-Defensive First Team,1979,NBA,,
abdulka01,All-NBA First Team,1979,NBA,,C
abdulka01,Most Valuable Player,1979,NBA,,
abdulka01,All-Defensive First Team,1980,NBA,,
abdulka01,All-NBA First Team,1980,NBA,,C
abdulka01,All-NBA Second Team,1982,NBA,,C
abdulka01,All-Defensive Second Team,1983,NBA,,
abdulka01,All-NBA First Team,1983,NBA,,C
abdulka01,All-NBA Second Team,1984,NBA,,C
abdulka01,Finals MVP,1984,NBA,,
abdulka01,All-NBA First Team,1985,NBA,,C
abdulma02,Most Improved Player,1992,NBA,,
adamsal01,Rookie of the Year,1975,NBA,,
archina01,All-NBA Second Team,1971,NBA,,G
archina01,All-NBA First Team,1972,NBA,,G
archina01,All-NBA First Team,1974,NBA,,G
archina01,All-NBA First Team,1975,NBA,,G
archina01,All-NBA Second Team,1980,NBA,,G
arizipa01,All-NBA First Team,1951,NBA,,
arizipa01,All-NBA First Team,1955,NBA,,F
arizipa01,All-NBA First Team,1956,NBA,,F
arizipa01,All-NBA Second Team,1958,NBA,,F
artesro01,All-Defensive First Team,2003,NBA,,
artesro01,All-NBA Third Team,2003,NBA,,F
artesro01,Defensive Player of the Year,2003,NBA,,
