playerid,usefirst,firstname,middlename,lastname,namegiven,fullgivenname,namesuffix,namenick,pos,firstseason,lastseason,height,weight,college,collegeother,birthdate,birthcity,birthstate,birthcountry,highschool,hscity,hsstate,hscountry,deathdate,race
hillgr01,Grant,Grant,Henry,Hill,,,,,F,0.0,0.0,80.0,225.0,Duke,,1972-10-05,Dallas,TX,USA,South Lakes,Reston,VA,USA,0000-00-00,B
harknje01,Jerry,Jerald,B.,Harkness,,,,Jerry,G,0.0,0.0,74.0,175.0,Loyola (IL),,1940-05-07,New York,NY,USA,DeWitt Clinton,Bronx,NY,USA,0000-00-00,B
cominji01,,Jim,,Cominsky,,,,Jimmy,G,0.0,0.0,74.0,185.0,DePaul,,0000-00-00,,,,,,,,0000-00-00,W
fosteji01,Jimmy,James,V.,Foster,,,,"Jimmy, Jim",G,0.0,0.0,73.0,175.0,Connecticut,Becker JC,1951-12-16,Jersey City,NJ,USA,,,,,0000-00-00,B
archige01,,Gerald,Bruce,Archibald,,,,Gerry,G,0.0,0.0,72.0,170.0,none,,1907-08-22,,,,,,,,1990-11-25,W
palazto01,Togo,Togo,Anthony,Palazzi,,,,,F-G,0.0,0.0,76.0,205.0,Holy Cross,,1932-08-08,Union Hill,NJ,USA,Union Hill,Union City,NJ,USA,0000-00-00,W
garneke01,Kevin,Kevin,Maurice,Garnett,,,,"K.G., The Big Ticket",F,0.0,0.0,83.0,220.0,none,,1976-05-19,Mauldin,SC,USA,Mauldin / Farragut Academy,Mauldin / Chicago,SC / IL,USA,0000-00-00,B
fritste01,,Theodore,Edward,Fritsch,,,,Ted,G,0.0,0.0,70.0,210.0,Wisconsin-Stevens Pt.,Wisconsin,1920-10-31,Spencer,WI,USA,Spencer,Spencer,WI,USA,1979-10-04,W
blairde01,DeJuan,DeJuan,Lamont,Blair,,,,,F,0.0,0.0,79.0,265.0,Pittsburgh,,1989-04-22,Pittsburgh,PA,USA,Schenley,Pittsburgh,PA,USA,0000-00-00,B
gunthco01,Coulby,Coulby,,Gunther,,,,,F,0.0,0.0,76.0,190.0,St. John's (NY),Boston College / LIU,1923-02-05,New York,NY,USA,Southside,Rockville Centre,NY,USA,2005-07-14,W
landsma01,Mark,Mark,Walter,Landsberger,,,,,F-C,0.0,0.0,80.0,215.0,Arizona State,Allan Hancock/Minnesota,1955-05-21,Minot,ND,USA,Mounds View,St. Paul,MN,USA,0000-00-00,W
ivoryel01,Elvin,Elvin,Dennis,Ivory,,,,Little E,F,0.0,0.0,79.5,210.0,Southwestern Louisiana,,1948-07-02,Birmingham,AL,USA,C.W. Hayes,Birmingham,AL,USA,0000-00-00,B
bookebu01,Butch,Harold,,Booker,,,,"Hal, Butch",C,0.0,0.0,82.0,230.0,Cheyney State,,1945-07-20,,,,Colwyn,Darby,PA,USA,0000-00-00,B
grafffr01,,Fred,,Grafft,,,,,G,0.0,0.0,69.0,0.0,Gallagher Business School,,0000-00-00,,,,,,,,0000-00-00,W
farrobi01,,Bill,,Farrow,,,,,C,0.0,0.0,76.0,198.0,Kentucky State,Wilson JC,0000-00-00,,,,,,,,0000-00-00,B
churcro01,Robert,Robert,,Churchwell,,,,,G-F,0.0,0.0,78.0,195.0,Georgetown,,1972-02-20,South Bend,IN,USA,Gonzaga,Washington,DC,USA,0000-00-00,B
beckemo01,Moe,Morris,R.,Becker,,,,Moe,G-F,0.0,0.0,73.0,185.0,Duquesne,,1917-02-24,,,,Fifth Avenue,Pittsburgh,PA,USA,1996-01-09,W
oliveji01,Jimmy,Jimmy,Allen,Oliver,,,,,G-F,0.0,0.0,77.0,205.0,Purdue,,1969-07-12,Menifee,AR,USA,Morrilton,Morrilton,AR,USA,0000-00-00,B
mahonmo01,Mo,Francis,H.,Mahoney,,,,"Mo, Fran",F,0.0,0.0,74.0,205.0,Brown,,1927-11-20,Brooklyn,NY,USA,,,,,2008-04-29,W
williwa02,Walt,Walter,Ander,Williams,,,,"Walt, The Wizard",F-G,0.0,0.0,80.0,219.0,Maryland,,1970-04-16,Washington,DC,USA,Crossland,Temple Hills,MD,USA,0000-00-00,B
knorele01,Lee,Leonard,J.,Knorek,,,,Lee,C,0.0,0.0,79.0,215.0,Detroit,DeSales / Denison,1921-07-15,Rossford,OH,USA,Rossford / Toledo Cent. Cath,Rossford / Toledo,OH,USA,2003-07-22,W
wrighbi01,,Bill,,Wright,,,,,F,0.0,0.0,74.0,185.0,Tennessee,Duke,0000-00-00,,,,Knoxville City,Knoxville,TN,USA,0000-00-00,W
ruddde01,Delaney,Edward,Delaney,Rudd,,,,Delaney,G,0.0,0.0,74.0,180.0,Wake Forest,,1962-11-08,Halifax,NC,USA,Eastman,Hollister,NC,USA,0000-00-00,B
jamerda01,Dave,John,David,Jamerson,,,,Dave,G-F,0.0,0.0,77.0,190.0,Ohio University,,1967-08-13,Clarksburg,WV,USA,Stow,Stow,OH,USA,0000-00-00,W
hendecu01,,Curt,,Henderson,,,,,G,0.0,0.0,68.0,150.0,Southern Illinois,,0000-00-00,,,,,,,,0000-00-00,W
hendeje01,Jerome,Jerome,D.,Henderson,,,,,C-F,0.0,0.0,83.0,230.0,New Mexico,Wabash Valley,1959-10-05,Los Angeles,CA,USA,Jefferson,Los Angeles,CA,USA,0000-00-00,B
greerly01,Lynn,Lynn,,Greer,,,,,G,0.0,0.0,74.0,175.0,Temple,,1979-10-23,Philadelphia,PA,USA,Philadelphia Engineering & Science,Philadelphia,PA,USA,0000-00-00,B
wrighlu01,Luther,Luther,A.,Wright,,,Jr.,Lou Bee,C,0.0,0.0,86.0,270.0,Seton Hall,,1971-09-22,Jersey City,NJ,USA,St. Anthony's / Elizabeth,Jersey City / Elizabeth,NJ,USA,0000-00-00,B
smithto02,Tony,Charles,Anton,Smith,,,,Tony,G,0.0,0.0,75.0,185.0,Marquette,,1968-06-14,Wauwatosa,WI,USA,East,Wauwatosa,WI,USA,0000-00-00,B
darroji01,Jimmy,James,K.,Darrow,,,,Jimmy, G,0.0,0.0,70.0,170.0,Bowling Green,,1937-09-25,Akron,OH,USA,Akron South,Akron,OH,USA,1987-06-08,W
wisbaed01,,Edward,,Wisbar,,,,Eddie,C,0.0,0.0,78.0,200.0,none,,1916-05-03,(ht) Detroit,MI,USA,Duquesne,Duquesne,PA,USA,0000-00-00,W
willich03,Chuckie,Charles,Leon,Williams,,,,Chuckie,G,0.0,0.0,75.0,180.0,Kansas State,,1953-12-31,Columbus,OH,USA,East,Columbus,OH,USA,0000-00-00,B
knighro01,Ron,Ronald,Eugene,Knight,,,,Ron,F,0.0,0.0,79.0,210.0,Los Angeles State,,1947-08-04,,,,Compton,Compton,CA,USA,0000-00-00,B
willige01,Gene,Eugene,,Williams,,,,Gene,F,0.0,0.0,79.0,235.0,Kansas State,San Francisco City,1947-04-01,San Francisco,CA,USA,Galileo,San Francisco,CA,USA,0000-00-00,B
masonjo01,,Joel,Gregory,Mason,,Joel Gregory Muleski,,,G,0.0,0.0,72.0,195.0,Western Michigan,Texas,1912-03-12,Iron River,MI,USA,Stambaugh,Stambaugh,MI,USA,1995-10-31,W
hoodde01,Derek,Derek,Dwayne,Hood,,,,,F,0.0,0.0,80.0,222.0,Arkansas,,1976-12-22,Decatur,IL,USA,Central,Kansas City,MO,USA,0000-00-00,B
mensapo01,Pops,Nana,Papa Yaw,Mensah-Bonsu,,,,Pops,F,0.0,0.0,81.0,240.0,George Washington,,1983-09-07,London,,ENG,St. Augustine Prep,Richland,NJ,USA,0000-00-00,B
feigege01,George,George,,Feigenbaum,,,,,G,0.0,0.0,73.0,185.0,Kentucky (DNP),LIU???,1928-07-02,,,,New Utrecht,Brooklyn,NY,USA,2000-12-25,W
aldrico01,Cole,Cole,David,Aldrich,,,,,C,0.0,0.0,83.0,245.0,Kansas,,1988-10-31,Burnsville,MN,USA,Jefferson,Bloomington,MN,USA,0000-00-00,W
davisbr01,Brad,Bradley,Ernest,Davis,,,,Brad,G,0.0,0.0,75.0,180.0,Maryland,,1955-12-17,Monaca,PA,USA,Monaca Senior,Monaca,PA,USA,0000-00-00,W
bowmaar01,,Art,,Bowman,,,,,G,0.0,0.0,0.0,0.0,St. Joseph's (IN),,0000-00-00,,,,,,,,0000-00-00,W
fratemi01,Mike,Mike,,Fratello,,,,,,0.0,0.0,67.0,150.0,Montclair State,,1947-02-24,,,,,,,,0000-00-00,
gunnike01,,Kenneth,W.,Gunning,,,,Ken,F-G,0.0,0.0,71.0,0.0,Indiana,,1914-06-04,(ht) Shelbyville,IN,USA,Shelbyville,Shelbyville,IN,USA,1991-04-02,W
wilcoto01,,Anthony,,Wilcox,,,,Tony,C,0.0,0.0,80.0,200.0,Wittenberg,,0000-00-00,,,,East,Cleveland,OH,USA,0000-00-00,B
reynoge01,George,George,,Reynolds,,,,,G,0.0,0.0,76.0,195.0,Houston,Imperial Valley JC,1947-11-23,,,,Central,Newark,NJ,USA,0000-00-00,B
