raceid,driverid,stop,lap,time,duration,milliseconds
859,808,3,45,15:03:14,21.781,21781
934,8,1,13,13:26:56,28.974,28974
926,20,1,24,16:43:16,22.694,22694
845,20,4,48,15:15:41,20.292,20292
904,820,3,42,15:10:46,23.586,23586
869,17,1,12,14:19:43,18.253,18253
893,13,1,12,20:26:59,29.040,29040
973,20,1,14,14:23:19,22.499,22499
933,828,1,2,14:06:56,30.232,30232
980,825,2,30,15:01:09,22.908,22908
963,4,2,27,15:52:01,24.061,24061
929,833,1,18,18:35:44,25.834,25834
938,832,1,10,14:18:38,30.358,30358
970,838,2,4,14:13:08,17.325,17325
843,30,1,10,15:21:12,20.522,20522
880,814,2,33,17:55:48,23.051,23051
885,820,3,63,15:59:31,26.198,26198
907,807,1,9,14:14:26,21.920,21920
886,821,1,21,14:32:08,22.017,22017
909,828,3,41,15:03:48,20.423,20423
900,817,1,12,17:27:37,22.994,22994
843,155,2,30,15:56:28,21.936,21936
910,820,1,8,14:18:13,24.625,24625
869,813,1,13,14:21:05,19.646,19646
850,17,1,14,14:26:23,20.440,20440
962,836,2,18,20:40:10,30.532,30532
883,823,1,2,15:08:11,28.344,28344
862,155,2,25,15:47:30,21.012,21012
964,4,1,9,14:19:03,22.786,22786
897,821,2,30,17:58:38,22.070,22070
847,30,1,18,13:33:04,24.472,24472
917,18,2,27,14:38:10,22.620,22620
869,815,1,17,14:26:37,18.143,18143
874,818,2,35,16:04:02,21.431,21431
936,832,2,36,15:00:44,22.930,22930
942,832,1,19,14:42:10,25.259,25259
944,813,2,44,15:01:06,30.082,30082
844,24,2,16,15:30:57,56.611,56611
873,155,3,50,21:48:02,36.146,36146
982,840,3,3,20:13:16,25.584,25584
844,30,2,14,15:26:02,20.907,20907
967,815,2,28,15:37:29,24:42.290,1482290
888,154,1,13,14:25:00,20.273,20273
844,67,1,9,15:17:47,21.769,21769
898,1,1,25,13:50:25,23.904,23904
951,821,1,1,15:06:09,40.169,40169
950,18,1,4,14:10:51,24.072,24072
980,832,1,19,14:39:43,24.095,24095
850,816,2,49,15:27:24,23.588,23588
854,155,1,16,20:35:49,30.464,30464
940,830,1,9,14:19:07,27.793,27793
911,16,3,34,15:10:53,23.732,23732
911,3,3,34,15:09:54,23.392,23392
843,10,3,39,16:14:17,33.827,33827
961,835,1,2,14:06:49,33.275,33275
916,4,2,43,15:22:10,24.133,24133
854,155,3,40,21:25:43,24.715,24715
871,17,2,27,15:00:39,20.385,20385
938,1,1,26,14:41:34,24.368,24368
970,828,3,5,14:16:02,17.344,17344
945,807,2,24,17:47:36,22.174,22174
914,8,5,43,16:51:48,24.768,24768
882,154,1,7,15:16:21,20.083,20083
863,807,3,36,16:05:05,22.560,22560
907,20,1,20,14:29:37,21.381,21381
954,836,2,38,14:54:55,24.516,24516
879,39,3,51,15:19:00,23.625,23625
970,1,4,36,15:08:39,22.668,22668
972,20,1,34,16:04:56,30.097,30097
897,817,1,7,17:16:41,22.194,22194
975,839,1,32,14:47:42,23.409,23409
958,18,2,10,14:18:47,16.486,16486
952,154,2,29,14:50:06,22.844,22844
880,817,1,15,17:27:32,23.435,23435
944,18,1,12,14:18:53,23.242,23242
885,8,1,26,14:38:49,24.420,24420
900,825,1,12,17:27:45,23.150,23150
883,16,2,18,15:36:08,22.199,22199
905,3,1,26,14:39:54,24.672,24672
842,808,3,44,17:21:08,28.694,28694
955,807,1,20,17:41:18,20.347,20347
933,18,1,3,14:09:03,24.104,24104
866,808,2,43,15:01:38,21.403,21403
855,153,2,36,16:07:16,22.584,22584
882,1,2,21,15:40:48,20.584,20584
884,16,1,8,14:15:56,1:14.026,74026
907,821,1,12,14:18:21,55.222,55222
911,154,2,13,14:30:15,22.838,22838
852,10,1,1,14:05:58,35.092,35092
982,13,1,1,20:06:44,38.464,38464
873,4,2,29,21:00:36,29.190,29190
845,67,3,42,15:08:31,20.819,20819
906,818,2,39,15:01:02,23.975,23975
976,20,1,12,17:25:26,20.059,20059
879,5,1,15,14:25:33,23.429,23429
961,815,2,28,14:45:06,24.033,24033
967,13,2,20,14:48:08,33:29.630,2009630
948,825,1,1,16:09:48,27.831,27831
904,822,1,20,14:34:39,22.824,22824
875,1,2,26,15:50:01,20.777,20777
879,814,3,57,15:27:15,22.389,22389
858,10,1,25,17:50:06,21.792,21792
862,818,1,11,15:23:22,22.835,22835
841,2,2,30,17:51:32,25.098,25098
961,831,2,4,14:11:17,13:30.454,810454
960,154,3,23,15:09:21,23.107,23107
851,1,1,12,14:23:59,21.880,21880
895,817,1,21,15:39:04,24.608,24608
