resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
9735,416,118,34,8,7,,R,21,0.0,16,,,,,,,20
19605,815,651,133,16,15,,R,16,0.0,29,,,,,,,5
15145,613,327,25,6,7,5.0,5,5,2.0,67,+36.6,5395100.0,,,,,1
9643,413,118,34,8,20,7.0,7,7,0.0,43,,,,,,,11
13640,556,187,34,7,14,,R,24,0.0,3,,,,,,,3
7975,358,94,18,23,11,,R,25,0.0,3,,,,,,,8
22859,943,822,3,77,6,3.0,3,3,15.0,71,+14.592,6169630.0,68.0,4.0,1:21.585,189.917,1
17467,722,289,66,2,2,3.0,3,3,0.0,53,+1:13.9,7928200.0,,,,,1
10487,445,190,34,2,14,,R,21,0.0,9,,,,,,,10
2069,117,52,17,12,18,15.0,15,15,0.0,67,,,,,,,13
17436,720,404,94,4,7,,R,17,0.0,9,,,,,,,6
11645,486,201,54,10,24,13.0,13,13,0.0,57,,,,,,,13
1606,94,17,19,14,9,12.0,12,12,0.0,65,,,11.0,9.0,1:18.617,211.877,11
21711,879,815,15,15,12,,R,24,0.0,0,,,,0.0,,,4
19585,814,427,128,10,5,,R,30,0.0,1,,,,,,,24
3329,176,23,3,6,11,4.0,4,4,3.0,71,,,,,,,11
16854,692,304,191,14,9,3.0,3,3,4.0,46,,,,,,,12
14077,572,250,204,8,3,,R,25,0.0,4,,,,,,,5
1173,72,21,4,6,3,,R,15,0.0,36,,,21.0,6.0,1:36.182,207.469,4
6545,307,57,32,11,25,5.0,5,5,2.0,58,,,,,,,13
5189,258,101,31,31,25,,R,23,0.0,2,,,,,,,10
22021,895,17,9,2,1,2.0,2,2,18.0,53,+7.129,5216430.0,44.0,1.0,1:34.587,221.015,1
10274,437,188,53,20,19,,R,22,0.0,26,,,,,,,27
3965,205,49,3,2,7,5.0,5,5,2.0,67,+1:00.247,5595036.0,,,,,1
10276,437,156,50,10,21,,R,24,0.0,22,,,,,,,6
904,60,35,2,17,10,8.0,8,8,1.0,60,+1:18.299,5230226.0,46.0,10.0,1:22.921,223.195,1
7292,329,102,1,27,1,1.0,1,1,9.0,45,1:20:47.164,4847164.0,,,,,1
16126,652,363,6,6,15,,R,16,0.0,14,,,,,,,69
19579,814,554,128,9,9,,R,24,0.0,7,,,,,,,6
15230,616,290,34,11,16,,R,15,0.0,31,,,,,,,69
7596,3,18,23,22,5,3.0,3,3,6.0,56,+44.975,7108460.0,44.0,6.0,1:53.546,172.825,1
22992,951,18,1,22,12,10.0,10,10,1.0,52,,,50.0,8.0,1:41.720,206.968,11
990,64,21,4,2,5,6.0,6,6,3.0,67,+24.8,5296493.0,18.0,8.0,1:16.981,213.902,1
14457,587,294,75,23,16,15.0,15,15,0.0,28,,,,,,,11
