constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
4790,285,26,0.0,12,12,0
1553,167,1,98.0,1,1,5
24120,520,27,47.0,2,2,3
21911,621,25,9.0,2,2,1
10242,438,1,24.0,1,1,2
11204,492,34,43.0,2,2,3
20934,668,191,4.0,4,4,0
21081,677,195,14.0,6,6,0
21728,637,180,13.0,4,4,0
23500,530,64,0.0,18,18,0
21609,650,86,0.0,9,9,0
190,35,9,29.0,7,7,0
6210,97,16,52.0,3,3,0
11347,500,4,18.0,1,1,2
10939,479,54,4.0,11,11,0
19836,722,94,3.0,6,6,0
7839,332,33,6.0,7,7,0
8706,11,3,29.5,6,6,0
11272,496,34,59.0,2,2,3
5623,141,22,0.0,10,10,0
19096,752,106,0.0,11,11,0
66,24,5,7.0,9,9,0
24104,519,54,0.0,13,13,0
3446,301,34,0.0,15,15,0
20154,717,183,21.0,4,4,1
23464,529,3,3.0,7,7,0
3436,300,37,3.0,9,9,0
6314,107,7,9.0,8,8,0
18853,757,105,0.0,7,7,0
26087,914,6,178.0,4,4,0
5059,242,25,0.0,7,7,0
6109,121,3,141.0,1,1,4
10615,460,51,1.0,9,9,0
8395,313,35,5.0,7,7,0
24707,855,1,388.0,2,2,5
10165,433,32,71.0,3,3,3
21035,675,180,44.0,1,1,4
25789,41,1,88.0,11,E,3
26558,948,6,15.0,2,2,0
25680,268,30,0.0,14,14,0
9958,423,25,1.0,8,8,0
20370,700,170,4.0,4,4,0
25722,271,30,0.0,14,14,0
8430,315,29,0.0,18,18,0
23432,527,63,0.0,11,11,0
9016,368,21,12.0,6,6,0
23452,528,59,0.0,10,10,0
25041,873,6,245.0,3,3,3
9248,377,48,3.0,7,7,0
25406,216,20,19.0,5,5,0
11108,487,57,3.0,9,9,0
5505,181,17,26.0,3,3,1
2558,237,3,149.0,1,1,10
10679,464,51,9.0,7,7,0
10527,455,34,15.0,4,4,1
22235,592,37,2.0,8,8,0
9578,397,49,2.0,9,9,0
10241,437,54,0.0,14,14,0
8849,359,42,0.0,18,18,0
4706,279,15,6.0,8,8,0
21006,673,194,2.0,10,10,0
20123,714,182,0.0,12,12,0
5989,109,1,26.0,1,1,2
25576,261,18,3.0,9,9,0
