raceid,driverid,lap,position,time,milliseconds
76,21,48,6,1:19.422,79422
95,2,47,7,1:20.305,80305
954,821,38,14,1:19.603,79603
346,22,24,8,1:36.285,96285
45,1,30,14,1:33.741,93741
179,41,45,9,1:28.186,88186
198,23,56,18,1:19.052,79052
199,22,37,13,1:42.567,102567
223,71,27,8,1:25.418,85418
977,8,62,5,1:08.029,68029
71,13,24,12,1:27.999,87999
39,22,30,8,1:25.083,85083
55,21,40,7,2:25.873,145873
165,21,43,4,1:27.085,87085
842,18,34,3,1:42.874,102874
17,9,29,10,1:42.018,102018
909,4,45,3,1:22.253,82253
221,57,33,1,1:20.487,80487
212,44,35,4,1:23.409,83409
844,30,32,14,1:32.313,92313
221,65,46,7,1:20.900,80900
106,23,7,2,1:34.393,94393
180,65,32,9,1:22.872,82872
940,815,12,11,1:41.637,101637
929,13,19,10,1:41.169,101169
175,22,39,8,1:35.711,95711
884,20,46,4,1:29.551,89551
201,65,4,12,1:48.811,108811
101,44,43,14,1:17.397,77397
225,55,11,3,1:39.206,99206
156,37,67,13,1:16.035,76035
141,22,24,3,1:29.965,89965
932,8,63,4,1:18.464,78464
205,23,24,12,1:22.286,82286
207,76,26,10,1:35.257,95257
29,5,31,4,1:40.137,100137
883,813,34,10,1:41.180,101180
20,16,38,20,2:11.134,131134
140,11,53,5,1:40.542,100542
157,22,42,5,1:59.574,119574
24,7,69,13,1:25.011,85011
53,8,6,11,1:35.257,95257
166,64,24,12,1:22.774,82774
861,155,19,13,2:04.486,124486
71,2,22,9,1:28.664,88664
35,13,35,1,1:13.827,73827
189,49,25,6,1:42.962,102962
179,22,3,10,1:28.907,88907
865,8,66,10,1:21.375,81375
23,2,36,18,1:32.423,92423
352,155,42,12,1:36.831,96831
131,17,37,13,1:18.070,78070
944,834,13,17,1:21.117,81117
339,16,41,5,1:39.358,99358
118,23,6,4,1:37.675,97675
931,830,27,8,1:20.987,80987
972,807,47,8,1:38.648,98648
75,21,22,5,1:17.323,77323
869,37,64,21,1:24.209,84209
348,24,19,14,1:28.629,88629
1,67,44,12,1:32.442,92442
343,153,41,13,1:31.508,91508
955,20,28,2,1:48.020,108020
70,37,15,8,1:14.707,74707
949,826,39,8,1:37.541,97541
347,3,1,9,1:30.725,90725
17,154,12,18,1:43.713,103713
930,815,58,13,1:33.055,93055
110,22,30,2,1:26.590,86590
174,56,11,6,1:42.134,102134
871,811,15,4,1:58.332,118332
134,15,42,7,1:17.748,77748
86,42,2,14,2:01.429,121429
181,49,36,3,1:37.651,97651
345,153,34,16,1:41.868,101868
232,49,14,11,1:21.783,81783
977,154,42,8,1:09.148,69148
146,35,21,9,1:13.478,73478
22,3,53,8,1:28.381,88381
101,15,8,4,1:14.516,74516
857,814,56,13,1:28.954,88954
29,7,54,10,1:40.347,100347
58,13,29,4,1:17.907,77907
73,23,45,6,1:33.678,93678
65,21,8,6,1:36.067,96067
906,1,45,1,1:35.855,95855
950,13,3,9,1:44.620,104620
