qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
3353,338,18,1,1,4,1:24.897,1:24.531,1:24.675
6305,918,821,15,21,15,1:42.819,,
5144,867,30,131,7,12,1:39.447,1:38.770,
2139,229,22,17,11,6,1:21.504,,
179,26,14,9,9,11,1:21.224,1:20.174,
1610,175,44,20,18,20,1:35.068,,
4537,841,20,9,1,1,1:25.296,1:24.090,1:23.529
3651,350,67,5,16,14,1:23.744,1:23.681,
825,56,32,9,15,17,1:25.410,,
3688,352,1,1,2,3,1:32.809,1:31.523,1:31.169
4850,855,13,6,6,4,1:33.235,1:31.909,1:30.804
5365,876,5,207,20,20,1:29.500,,
5125,866,813,3,18,17,1:14.979,1:15.231,
2887,269,79,25,3,6,1:21.590,,
2663,259,100,33,20,18,1:24.852,,
428,38,18,11,7,16,1:33.967,1:33.731,
6775,952,8,6,7,5,1:23.796,1:23.504,1:23.113
3142,8,7,5,11,17,1:19.898,,
822,56,14,9,14,14,1:24.849,1:24.101,
1101,69,18,11,12,7,1:30.847,1:30.268,1:30.992
6026,906,807,10,27,11,1:16.897,1:16.300,
5111,866,4,6,5,3,1:14.916,1:14.314,1:14.151
714,51,22,11,8,16,1:37.251,,
1900,211,21,17,12,4,1:18.665,,
7375,980,13,3,19,16,1:45.823,,
1331,86,22,6,2,13,1:48.550,,
225,28,6,3,8,17,1:21.085,,
3208,12,2,2,6,3,1:45.566,1:44.709,1:46.500
5313,874,3,131,8,15,1:33.015,1:32.625,
3703,352,67,5,16,18,1:33.568,,
4184,95,4,4,8,4,1:14.408,,
5387,877,818,5,17,18,1:44.058,,
7318,977,828,15,9,19,1:06.857,,
782,54,24,5,20,18,1:36.581,,
830,56,34,8,23,22,1:29.282,,
1287,84,23,7,17,9,1:28.594,,
1466,140,31,3,6,6,1:32.507,,
2141,229,57,1,7,8,1:21.688,,
5610,887,807,15,11,15,1:32.168,1:32.211,
1427,109,18,16,17,9,1:38.073,,
3511,344,155,15,23,18,1:18.019,,
6133,911,8,6,7,8,2:09.885,2:08.646,2:08.780
5011,861,819,206,25,22,1:41.250,,
29,19,2,2,3,7,1:35.729,1:34.648,1:36.753
630,47,29,12,21,20,1:31.479,,
4346,103,22,6,2,6,1:58.175,,
6594,941,826,9,26,11,1:39.580,1:39.214,
3491,343,811,164,21,22,1:31.266,,
4163,94,11,16,10,3,1:15.809,,
3509,344,153,5,17,16,1:17.027,1:17.029,
7081,966,20,6,5,7,1:19.865,1:19.385,1:19.381
6658,944,813,208,13,16,1:13.385,,
1542,160,18,3,10,18,1:27.135,,
3697,352,13,6,7,12,1:32.721,1:32.321,
6588,941,8,6,7,5,1:39.207,1:38.224,1:38.348
6088,909,4,6,14,7,1:18.389,1:17.866,1:17.649
4389,106,35,4,7,9,1:36.274,,
6409,931,826,9,26,5,1:16.845,1:16.453,1:16.182
6207,914,821,15,21,16,1:35.308,1:35.681,
6941,959,826,5,26,19,1:16.876,,
1042,66,22,11,11,14,1:28.411,1:28.257,
4348,103,13,15,12,8,1:59.008,,
352,35,1,1,22,4,1:12.213,1:11.856,1:12.830
3936,116,42,19,15,16,1:34.159,,
4097,90,47,18,21,17,1:30.681,,
4358,103,47,18,21,18,2:03.303,,
27,19,15,7,11,5,1:35.205,1:34.960,1:36.711
3501,344,9,4,11,8,1:16.370,1:15.682,1:15.715
5137,867,8,208,9,5,1:39.464,1:38.531,1:38.513
3887,114,14,1,5,6,1:15.700,,
7174,970,841,15,36,15,1:34.963,,
1049,66,29,8,23,21,1:30.607,,
5856,899,819,207,20,19,1:27.843,,
3498,344,18,1,1,5,1:16.371,1:15.742,1:15.520
2264,243,84,27,25,11,1:24.727,,
3563,346,810,166,25,22,1:35.212,,
6008,905,813,208,13,15,1:18.585,1:18.356,
1977,214,76,24,23,15,1:16.149,,
5855,899,821,15,12,18,1:27.455,,
