driverstandingsid,raceid,driverid,points,position,positiontext,wins
19722,396,158,4.0,12,12,0
19820,399,171,0.0,27,27,0
49969,751,511,3.0,16,16,0
48906,696,402,0.0,23,23,0
55058,614,182,2.0,14,14,0
21285,444,184,0.0,21,21,0
19849,400,171,0.0,27,27,0
22950,489,172,17.0,5,5,0
47362,782,506,0.0,36,36,0
44268,819,737,0.0,34,34,0
44901,811,520,0.0,28,28,0
57571,539,175,5.0,15,15,0
18199,357,65,3.0,7,7,0
21524,451,117,71.5,2,2,7
19301,382,140,0.0,22,22,0
66880,912,18,72.0,7,7,0
12718,104,32,3.0,16,16,0
54363,644,357,2.0,9,9,0
11846,128,15,0.0,19,19,0
64685,852,39,0.0,26,26,0
43458,837,697,2.0,15,15,0
5157,230,35,26.0,2,2,1
315,33,5,51.0,6,6,1
55878,603,316,0.0,49,49,0
51733,803,626,4.0,12,12,0
58047,552,221,10.0,9,9,0
16464,336,133,2.0,16,16,0
9454,278,120,2.0,14,14,0
20185,411,180,0.0,28,28,0
12912,58,4,54.0,1,1,3
1213,72,4,16.0,1,1,1
22352,475,110,5.0,14,14,0
46593,786,529,0.0,50,50,0
44404,821,741,0.0,29,29,0
10277,244,44,1.0,11,11,0
44250,819,677,0.0,53,53,0
44,20,11,0.0,20,20,0
23096,492,163,5.0,14,14,0
55250,619,290,3.0,16,16,0
67104,929,831,14.0,8,8,0
66147,261,30,46.0,1,1,4
64902,859,37,0.0,20,20,0
5103,227,83,0.0,19,19,0
12213,114,30,44.0,2,2,3
46387,797,655,0.0,58,58,0
46317,796,523,0.0,55,55,0
46194,794,615,0.0,67,67,0
17133,307,88,1.0,12,12,0
58877,525,119,2.0,18,18,0
67627,951,835,0.0,18,18,0
5308,236,65,4.0,13,13,0
43273,835,640,0.0,47,47,0
20707,426,95,5.0,10,10,0
59214,507,172,28.0,4,4,1
47029,777,498,1.0,10,10,0
51688,803,671,0.0,61,61,0
59175,506,222,2.0,18,18,0
59236,507,229,0.0,34,34,0
12073,139,18,13.0,7,7,0
49887,750,427,0.0,22,22,0
47023,777,549,0.0,22,22,0
68154,968,838,1.0,20,20,0
6959,295,65,1.0,14,14,0
3101,160,30,30.0,1,1,3
3828,78,22,21.0,7,7,0
16236,331,137,24.0,5,5,0
54352,643,359,0.0,17,17,0
11523,148,2,8.0,5,5,0
1433,82,8,51.0,2,2,3
7224,304,105,6.0,10,10,0
59168,506,137,34.0,2,2,1
18723,369,114,0.0,40,40,0
12704,103,10,2.0,19,19,0
56730,567,200,10.0,7,7,0
55929,604,310,0.0,53,53,0
59369,511,119,7.0,9,9,0
57938,549,197,1.0,16,16,0
57392,534,232,0.0,30,30,0
59320,510,117,5.0,16,16,0
64507,847,4,69.0,5,5,0
43341,836,589,4.0,9,9,0
67459,942,829,0.0,21,21,0
15995,324,133,2.0,10,10,0
57590,539,212,1.0,19,19,0
54694,653,347,0.0,38,38,0
18530,365,102,42.0,2,2,4
52076,807,521,0.0,51,51,0
16162,329,103,4.0,11,11,0
19537,389,118,0.0,16,16,0
45074,813,687,0.0,36,36,0
16202,330,119,15.0,6,6,1
52523,679,347,0.0,15,15,0
10740,211,64,0.0,21,21,0
19798,399,95,43.0,3,3,4
52678,685,374,3.0,14,14,0
55648,599,314,0.0,27,27,0
66760,906,813,0.0,22,22,0
66823,909,820,0.0,21,21,0
48340,745,401,0.0,33,33,0
22452,477,175,7.0,13,13,0
64728,853,30,52.0,8,8,0
15994,324,112,0.0,18,18,0
63513,724,436,0.0,25,25,0
65394,875,4,209.0,2,2,3
44453,822,658,0.0,44,44,0
5199,231,21,0.0,17,17,0
