driverstandingsid,raceid,driverid,points,position,positiontext,wins
44367,821,592,0.0,26,26,0
56318,586,292,0.0,32,32,0
55035,613,278,1.0,17,17,0
50721,709,386,6.0,2,2,0
67656,952,828,0.0,20,20,0
68111,967,817,246.0,3,3,1
10833,215,55,21.0,3,3,0
53142,632,223,4.0,3,3,0
21271,444,118,13.0,7,7,0
12679,102,2,3.0,17,17,0
53202,634,280,0.0,16,16,0
46409,797,661,0.0,57,57,0
10634,256,85,0.0,25,25,0
43355,836,593,9.0,4,4,1
11007,222,77,24.0,6,6,1
44839,810,655,0.0,64,64,0
19663,394,105,8.0,7,7,0
21740,458,117,28.0,1,1,2
21263,444,117,35.5,1,1,3
11136,180,49,13.0,4,4,0
64337,75,27,0.0,21,21,0
53845,676,380,0.0,39,39,0
54568,650,321,0.0,32,32,0
44507,822,709,0.0,46,46,0
53898,678,340,0.0,26,26,0
48100,739,373,4.0,5,5,0
67754,956,3,153.0,1,1,5
67151,931,815,11.0,11,11,0
22047,466,193,2.0,17,17,0
64072,349,808,19.0,13,13,0
7131,301,127,0.0,21,21,0
50961,717,401,1.0,19,19,0
51436,708,293,0.0,51,51,0
65340,873,18,119.0,6,6,2
21902,463,172,11.0,9,9,0
22100,467,204,0.0,28,28,0
20893,432,185,4.0,15,15,0
65005,863,155,9.0,12,12,0
5347,238,30,53.0,3,3,3
67354,940,13,97.0,6,6,0
56647,564,265,0.0,37,37,0
50769,711,397,8.0,4,4,0
43924,830,611,0.0,43,43,0
57671,541,187,25.0,6,6,0
53742,674,341,8.0,11,11,0
21596,453,188,1.0,8,8,0
58332,557,119,0.0,28,28,0
63449,722,394,0.0,23,23,0
13194,69,35,7.0,15,15,0
19394,385,117,84.0,1,1,6
52921,658,278,0.0,15,15,0
51968,806,577,0.0,71,71,0
10782,213,75,1.0,16,16,0
10595,255,57,17.0,7,7,0
52118,807,683,0.0,55,55,0
19972,405,163,3.0,6,6,0
12182,112,2,1.0,15,15,0
55882,603,319,0.0,55,55,0
64982,860,8,6.0,7,7,0
57007,573,230,1.0,19,19,0
22062,466,110,15.0,8,8,0
63395,720,438,0.0,11,11,0
58146,554,172,10.0,10,10,1
54713,654,360,6.0,14,14,0
18220,357,159,0.0,22,22,0
12553,97,22,54.0,2,2,0
19086,375,114,0.0,13,13,0
66727,905,822,34.0,7,7,0
68339,977,825,11.0,14,14,0
18480,364,65,5.0,9,9,0
18326,360,157,3.0,14,14,0
21780,459,195,0.0,27,27,0
58508,513,178,0.0,12,12,0
6878,292,95,40.0,1,1,4
10570,254,49,15.0,7,7,0
18958,371,163,2.0,24,24,0
64465,845,814,2.0,15,15,0
65559,882,8,49.0,2,2,1
43624,825,640,2.0,5,5,0
43620,825,579,9.0,1,1,1
67191,926,828,4.0,8,8,0
22922,488,117,4.0,11,11,0
10631,256,87,13.0,10,10,0
23102,492,172,25.0,3,3,0
17429,315,119,34.0,3,3,1
4545,203,22,4.0,12,12,0
11928,132,22,26.0,4,4,1
57690,541,209,0.0,44,44,0
53445,641,238,29.0,2,2,0
