raceid,driverid,lap,position,time,milliseconds
173,35,45,6,1:44.162,104162
344,807,65,13,1:19.585,79585
117,31,38,2,1:16.368,76368
202,30,22,3,1:21.235,81235
892,4,13,2,1:29.249,89249
60,31,38,6,1:22.780,82780
948,821,11,16,1:34.596,94596
128,13,23,8,1:23.723,83723
936,832,41,11,1:29.922,89922
107,31,23,1,1:12.145,72145
865,814,7,11,1:21.866,81866
861,5,55,18,1:45.622,105622
893,1,28,4,2:51.421,171421
227,65,54,9,1:23.752,83752
197,25,36,5,1:22.392,82392
186,70,42,8,1:56.685,116685
928,13,10,5,1:45.516,105516
69,11,30,19,1:37.735,97735
170,14,12,9,1:57.443,117443
950,8,50,5,1:41.310,101310
93,14,35,14,1:23.176,83176
355,810,38,19,1:52.795,112795
17,17,12,3,1:41.070,101070
905,18,50,7,1:21.424,81424
220,81,3,14,1:16.965,76965
59,3,10,6,1:18.463,78463
68,21,1,2,1:51.138,111138
967,4,61,12,1:27.326,87326
165,25,8,14,1:22.932,82932
23,16,45,5,1:26.926,86926
908,154,6,15,1:43.065,103065
145,57,58,1,1:23.374,83374
337,20,26,1,2:00.724,120724
99,30,26,2,1:16.920,76920
926,18,24,11,1:35.569,95569
39,9,30,4,1:24.828,84828
224,49,2,8,1:39.594,99594
116,21,41,13,1:35.784,95784
23,10,30,13,1:36.108,96108
21,14,9,15,1:25.270,85270
948,831,45,14,1:33.110,93110
8,21,45,8,1:27.096,87096
8,22,51,3,1:22.327,82327
158,15,1,6,1:45.579,105579
114,8,37,2,1:16.084,76084
847,15,2,18,2:05.381,125381
347,20,33,3,1:18.149,78149
929,817,27,6,1:40.365,100365
63,2,16,10,1:19.617,79617
81,35,34,13,1:25.140,85140
176,57,58,1,1:19.317,79317
976,815,36,14,1:45.670,105670
969,815,43,7,1:28.896,88896
961,20,43,3,1:26.324,86324
89,17,23,6,2:39.625,159625
131,56,9,16,1:21.035,81035
29,18,19,12,1:41.235,101235
963,831,21,13,1:42.471,102471
931,13,35,17,1:22.746,82746
98,30,6,1,1:11.421,71421
950,8,44,7,1:41.478,101478
932,20,24,10,1:18.526,78526
131,18,45,13,1:20.509,80509
125,35,2,13,1:45.909,105909
966,839,65,21,1:26.793,86793
62,13,30,2,1:33.742,93742
344,18,20,3,1:20.634,80634
64,4,54,6,1:17.951,77951
338,30,33,12,1:31.294,91294
851,813,11,12,1:43.822,103822
