resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
21012,850,24,164,23.0,23,,R,21,0.0,37,,,28.0,24.0,1:40.683,184.070,10
15507,627,278,82,8.0,8,15.0,15,15,0.0,13,,,,,,,11
21598,875,154,208,10.0,7,7.0,7,7,6.0,55,+54.812,5843463.0,44.0,10.0,1:42.783,196.666,1
297,32,18,11,16.0,12,9.0,9,9,0.0,61,+19.885,7056189.0,61.0,15.0,1:48.128,168.700,1
15523,628,305,63,25.0,12,4.0,4,4,3.0,54,+44.76,5401420.0,,,,,1
2713,148,57,1,3.0,8,3.0,3,3,4.0,69,+40.672,5712194.0,,,,,1
5350,264,87,25,4.0,11,,R,20,0.0,20,,,,,,,6
22305,907,826,5,26.0,7,,R,22,0.0,24,,,23.0,18.0,1:14.332,209.514,22
17285,713,278,176,15.0,11,,R,21,0.0,9,,,,,,,8
16366,666,328,196,3.0,3,4.0,4,4,3.0,65,+47.04,6895840.0,,,,,1
23465,973,832,5,55.0,12,7.0,7,7,6.0,65,,,61.0,9.0,1:26.186,194.439,11
17679,731,427,172,18.0,16,8.0,8,8,0.0,30,,,,,,,12
9687,414,179,49,29.0,25,,R,25,0.0,2,,,,,,,21
12270,508,117,1,8.0,18,6.0,6,6,1.0,72,+1:22.62,5976450.0,,,,,1
8969,387,160,49,9.0,26,,R,12,0.0,69,,,,,,,69
789,55,23,7,7.0,6,3.0,3,3,6.0,57,+24.8,5692670.0,45.0,10.0,1:27.810,217.410,1
22063,896,823,207,21.0,20,,R,22,0.0,1,,,,0.0,,,4
6992,320,105,29,9.0,15,13.0,13,13,0.0,14,+1:39.303,1574202.0,,,,,1
3395,179,56,6,4.0,2,4.0,4,4,3.0,65,+30.182,5683847.0,,,,,1
16768,687,235,167,32.0,15,6.0,6,6,1.0,66,,,,,,,12
573,45,9,2,10.0,5,7.0,7,7,2.0,60,+1:22.415,7668773.0,49.0,9.0,1:34.451,196.216,1
22497,916,807,10,27.0,13,,R,16,0.0,16,,,15.0,16.0,1:46.226,186.835,5
490,41,22,11,8.0,13,12.0,12,12,0.0,70,+30.439,6281731.0,62.0,14.0,1:18.543,199.885,1
16515,674,304,187,1.0,11,7.0,7,7,0.0,14,+6:31.0,8734200.0,,,,,1
11467,480,152,51,23.0,9,12.0,12,12,0.0,78,,,,,,,12
8079,361,122,37,16.0,21,,R,13,0.0,28,,,,,,,20
1361,82,14,9,14.0,11,7.0,7,7,2.0,67,+52.700,5241299.0,18.0,8.0,1:16.233,216.000,1
6006,289,79,33,30.0,18,12.0,12,12,0.0,68,,,,,,,14
17932,741,476,6,20.0,2,,R,20,0.0,18,,,,,,,5
11505,481,119,34,2.0,4,,R,21,0.0,6,,,,,,,8
6382,301,99,36,15.0,20,,R,16,0.0,30,,,,,,,6
3335,176,37,21,14.0,17,,R,10,0.0,52,,,,,,,9
17068,703,373,172,5.0,1,1.0,1,1,9.0,80,2:05:25.4,7525400.0,,,,,1
10130,432,102,32,12.0,2,1.0,1,1,9.0,43,1:34:19.893,5659893.0,,,,,1
23365,968,13,3,19.0,10,9.0,9,9,2.0,55,+59.436,5943449.0,33.0,10.0,1:45.675,189.206,1
11800,491,117,4,15.0,2,,R,15,0.0,17,,,,,,,99
7142,324,137,22,20.0,10,,D,26,0.0,34,,,,,,,2
2564,141,54,19,19.0,21,8.0,8,8,0.0,57,,,,,,,11
20741,354,153,5,17.0,14,11.0,11,11,0.0,70,,,68.0,16.0,1:15.695,204.932,11
4445,226,69,28,22.0,21,,R,21,0.0,24,,,,,,,4
4247,217,81,15,17.0,15,,R,21,0.0,7,,,,,,,5
22832,941,154,208,8.0,8,,R,17,0.0,11,,,7.0,18.0,1:45.266,199.996,3
15752,637,314,34,8.0,7,12.0,12,12,0.0,63,,,,,,,6
21416,867,37,164,22.0,21,17.0,17,17,0.0,56,,,36.0,23.0,1:46.799,182.664,11
15481,626,327,25,2.0,12,,R,15,0.0,60,,,,,,,20
16710,684,383,183,19.0,17,,R,11,0.0,67,,,,,,,5
2531,139,66,7,25.0,16,15.0,15,15,0.0,71,,,,,,,12
8114,362,139,22,20.0,24,9.0,9,9,0.0,78,,,,,,,12
5491,269,55,6,27.0,5,,R,21,0.0,38,,,,,,,4
19267,801,475,105,22.0,9,3.0,3,3,4.0,35,,,,,,,11
15323,620,238,37,14.0,10,6.0,6,6,1.0,94,,,,,,,11
9768,417,122,39,31.0,25,,R,27,0.0,6,,,,,,,7
19525,812,651,133,26.0,16,,R,22,0.0,9,,,,,,,8
6684,311,137,22,20.0,7,8.0,8,8,0.0,70,,,,,,,12
6871,316,90,17,32.0,9,,R,25,0.0,2,,,,,,,20
19456,809,555,113,7.0,17,,R,25,0.0,89,,,,,,,121
15152,613,182,66,21.0,9,12.0,12,12,0.0,63,,,,,,,14
3998,206,74,18,23.0,21,,R,16,0.0,28,,,,,,,4
1451,86,14,9,14.0,11,,R,17,0.0,18,,,8.0,18.0,1:58.451,212.016,5
464,40,8,6,6.0,16,8.0,8,8,1.0,77,,,62.0,6.0,1:16.592,156.987,11
13134,539,187,34,2.0,8,4.0,4,4,3.0,75,+20.92,6085150.0,,,,,1
23523,976,1,131,44.0,1,5.0,5,5,10.0,51,+6.188,7441761.0,46.0,2.0,1:43.469,208.862,1
