constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
8783,356,3,0.0,12,12,0
6504,69,13,0.0,10,10,0
19561,734,170,23.0,3,3,1
21643,653,187,31.0,5,5,0
25519,257,32,0.0,7,7,0
2477,229,29,1.0,9,9,0
688,83,17,11.0,9,9,0
1632,174,19,4.0,9,9,0
6479,67,7,30.0,6,6,0
5160,250,3,80.0,2,2,3
25415,217,1,28.0,4,4,1
10281,439,6,19.0,2,2,1
19365,743,167,0.0,6,6,0
20359,699,172,9.0,1,1,1
26188,930,209,0.0,10,10,0
5251,207,6,6.0,2,2,0
24202,525,6,104.0,1,1,5
24021,514,1,4.0,5,5,0
5603,190,6,128.0,1,1,6
10109,429,34,15.0,5,5,1
6147,91,6,33.0,1,1,2
22026,631,25,51.0,2,2,4
9303,380,25,5.0,8,8,0
8857,360,25,7.0,6,6,0
5611,190,18,1.0,10,10,0
24130,521,57,0.0,14,14,0
25847,46,3,20.0,4,4,0
19075,751,170,38.0,1,1,4
25488,223,6,102.0,2,2,5
102,27,9,24.0,5,5,0
22986,567,73,1.0,13,13,0
24452,352,10,60.0,6,6,0
25177,883,206,0.0,10,10,0
26450,949,3,20.0,4,4,0
19051,748,106,0.0,9,9,0
4786,285,29,4.0,9,9,0
10301,440,54,0.0,15,15,0
6367,57,5,0.0,9,9,0
21362,664,187,29.0,4,4,0
11276,496,56,0.0,15,15,0
21968,626,25,33.0,2,2,2
24119,520,32,37.0,3,3,0
21351,663,6,5.0,5,5,0
19391,745,99,0.0,10,10,0
22541,581,56,0.0,16,16,0
2063,192,3,8.0,2,2,0
8949,364,42,0.0,18,18,0
26155,927,5,12.0,5,5,0
7827,331,32,3.0,8,8,0
25210,886,206,0.0,10,10,0
25554,259,30,0.0,14,14,0
8719,12,2,18.0,7,7,0
3279,291,18,0.0,9,9,0
23207,547,25,7.0,7,7,0
25498,223,26,0.0,12,12,0
17779,768,87,19.0,1,1,2
11315,498,54,0.0,11,11,0
5866,130,7,2.0,9,9,0
26389,942,9,150.0,4,4,0
9368,384,1,157.0,1,1,12
9921,420,34,0.0,13,13,0
5954,138,7,2.0,10,10,0
4657,275,15,2.0,7,7,0
22323,597,79,0.0,15,15,0
24990,870,164,0.0,12,12,0
17822,772,127,0.0,9,9,0
109,28,4,31.0,5,5,0
20895,688,184,0.0,15,15,0
5686,147,21,1.0,8,8,0
8465,317,34,1.0,11,11,0
24022,514,32,17.0,3,3,0
8871,360,46,0.0,16,16,0
21710,635,199,0.0,10,10,0
10243,438,3,9.0,4,4,0
23309,553,68,0.0,15,15,0
22840,589,56,0.0,16,16,0
23068,572,204,9.0,9,9,0
6273,103,19,10.0,7,7,0
26042,910,1,97.0,6,6,0
9975,424,50,0.0,11,11,0
8597,5,5,4.0,9,9,0
20692,696,181,1.0,9,9,0
8,19,2,19.0,2,2,0
21579,647,187,16.0,4,4,0
6267,103,6,216.0,1,1,12
24045,516,6,36.0,2,2,2
23564,534,59,7.0,8,8,0
